County Name,Label _Grouping,Total,"Total Less than $10,000","Total $10,000 to $14,999","Total 15,000 to $24,999","Total $25,000 to $34,999","Total $35,000 to $49,999","Total $50,000 to $74,999","Total $75,000 to $99,999","Total $100,000 to $149,999","Total $150,000 to $199,999","Total $200,000 or more",Median income (dollars),Mean income (dollars),PERCENT ALLOCATED,PERCENT ALLOCATED Household income in the past 12 months,PERCENT ALLOCATED Family income in the past 12 months,PERCENT ALLOCATED Nonfamily income in the past 12 months
"Wabasha County, Minnesota",        Estimate,,,,,,,,,,,,,,,,,
"Wadena County, Minnesota","Wadena County, Minnesota",,,,,,,,,,,,,,,,,
"Wadena County, Minnesota",    Households,"5,748",5.60%,6.30%,11.00%,11.00%,20.60%,18.10%,12.00%,10.70%,3.30%,1.40%,"46,178","59,060",,32.40%,(X),(X)
"Wadena County, Minnesota",        Estimate,,,,,,,,,,,,,,,,,
"Wadena County, Minnesota",    Families,"3,580",1.30%,3.30%,8.90%,9.60%,19.40%,20.70%,14.60%,15.60%,4.50%,2.20%,"57,770","70,914",,(X),31.30%,(X)
"Wadena County, Minnesota",        Estimate,,,,,,,,,,,,,,,,,
"Wadena County, Minnesota",    Married-couple families,"2,672",1.20%,0.70%,5.30%,7.80%,16.80%,23.00%,18.80%,18.60%,5.90%,1.90%,"70,440",N,,(X),(X),(X)
"Wadena County, Minnesota",        Estimate,,,,,,,,,,,,,,,,,
"Wadena County, Minnesota",    Nonfamily households,"2,168",13.30%,14.30%,16.00%,14.40%,23.50%,10.30%,5.30%,2.10%,0.70%,0.10%,"30,248","34,978",,(X),(X),31.60%
"Wadena County, Minnesota",        Estimate,,,,,,,,,,,,,,,,,
"Waseca County, Minnesota","Waseca County, Minnesota",,,,,,,,,,,,,,,,,
"Waseca County, Minnesota",    Households,"7,547",4.70%,3.80%,10.50%,9.50%,12.70%,20.50%,14.10%,14.30%,5.10%,4.70%,"60,450","76,823",,32.80%,(X),(X)
"Waseca County, Minnesota",        Estimate,,,,,,,,,,,,,,,,,
"Waseca County, Minnesota",    Families,"5,005",3.30%,1.60%,6.60%,6.70%,10.80%,21.60%,16.80%,18.50%,7.70%,6.50%,"74,505","92,096",,(X),30.50%,(X)
"Waseca County, Minnesota",        Estimate,,,,,,,,,,,,,,,,,
"Waseca County, Minnesota",    Married-couple families,"3,979",0.50%,1.10%,5.20%,5.40%,10.30%,19.60%,18.90%,22.50%,9.30%,7.40%,"84,904",N,,(X),(X),(X)
"Waseca County, Minnesota",        Estimate,,,,,,,,,,,,,,,,,
"Waseca County, Minnesota",    Nonfamily households,"2,542",7.60%,9.20%,18.00%,15.90%,16.20%,19.70%,7.60%,4.50%,0.40%,1.00%,"34,227","44,036",,(X),(X),37.00%
"Waseca County, Minnesota",        Estimate,,,,,,,,,,,,,,,,,
"Washington County, Minnesota","Washington County, Minnesota",,,,,,,,,,,,,,,,,
"Washington County, Minnesota",    Households,"95,796",2.40%,1.40%,4.20%,4.60%,8.50%,15.60%,14.50%,22.50%,11.70%,14.60%,"97,584","125,133",,29.40%,(X),(X)
"Washington County, Minnesota",        Estimate,,,,,,,,,,,,,,,,,
"Washington County, Minnesota",    Families,"68,673",1.40%,0.70%,1.90%,2.70%,6.10%,13.80%,14.70%,25.80%,14.60%,18.30%,"115,728","143,790",,(X),28.40%,(X)
"Washington County, Minnesota",        Estimate,,,,,,,,,,,,,,,,,
"Washington County, Minnesota",    Married-couple families,"56,574",0.50%,0.40%,1.30%,1.30%,4.30%,11.50%,14.40%,27.60%,17.00%,21.60%,"128,750","158,675",,(X),(X),(X)
"Washington County, Minnesota",        Estimate,,,,,,,,,,,,,,,,,
"Washington County, Minnesota",    Nonfamily households,"27,123",5.00%,3.60%,10.70%,10.70%,15.40%,21.60%,12.80%,12.20%,3.30%,4.60%,"53,950","72,753",,(X),(X),30.20%
"Washington County, Minnesota",        Estimate,,,,,,,,,,,,,,,,,
"Watonwan County, Minnesota","Watonwan County, Minnesota",,,,,,,,,,,,,,,,,
"Watonwan County, Minnesota",    Households,"4,371",4.90%,7.10%,11.70%,11.90%,11.60%,19.30%,9.70%,17.10%,4.50%,2.30%,"53,304","67,340",,34.40%,(X),(X)
"Watonwan County, Minnesota",        Estimate,,,,,,,,,,,,,,,,,
"Watonwan County, Minnesota",    Families,"2,840",3.30%,1.50%,6.90%,9.50%,10.50%,22.30%,13.00%,23.90%,6.20%,2.90%,"71,735","82,493",,(X),36.70%,(X)
"Watonwan County, Minnesota",        Estimate,,,,,,,,,,,,,,,,,
"Watonwan County, Minnesota",    Married-couple families,"2,231",1.20%,0.40%,2.90%,6.70%,10.30%,23.10%,15.50%,28.90%,7.40%,3.50%,"82,699",N,,(X),(X),(X)
"Watonwan County, Minnesota",        Estimate,,,,,,,,,,,,,,,,,
"Watonwan County, Minnesota",    Nonfamily households,"1,531",7.80%,18.00%,20.70%,17.60%,15.00%,12.60%,3.80%,2.60%,0.90%,1.10%,"27,309","36,492",,(X),(X),30.10%
"Watonwan County, Minnesota",        Estimate,,,,,,,,,,,,,,,,,
"Wilkin County, Minnesota","Wilkin County, Minnesota",,,,,,,,,,,,,,,,,
"Wilkin County, Minnesota",    Households,"2,799",3.80%,6.50%,7.60%,7.40%,18.90%,20.00%,14.00%,14.40%,4.90%,2.50%,"56,829","73,488",,33.70%,(X),(X)
"Wilkin County, Minnesota",        Estimate,,,,,,,,,,,,,,,,,
"Wilkin County, Minnesota",    Families,"1,734",1.40%,0.50%,3.90%,5.60%,15.10%,22.40%,18.90%,21.30%,7.70%,3.30%,"75,784","88,720",,(X),27.40%,(X)
"Wilkin County, Minnesota",        Estimate,,,,,,,,,,,,,,,,,
"Wilkin County, Minnesota",    Married-couple families,"1,339",0.20%,0.30%,1.90%,1.90%,12.90%,20.80%,21.60%,26.70%,9.40%,4.30%,"86,563",N,,(X),(X),(X)
"Wilkin County, Minnesota",        Estimate,,,,,,,,,,,,,,,,,
"Wilkin County, Minnesota",    Nonfamily households,"1,065",7.80%,16.20%,15.00%,14.40%,21.60%,15.40%,4.90%,3.30%,0.40%,1.00%,"33,399","47,280",,(X),(X),43.80%
"Wilkin County, Minnesota",        Estimate,,,,,,,,,,,,,,,,,
"Winona County, Minnesota","Winona County, Minnesota",,,,,,,,,,,,,,,,,
"Winona County, Minnesota",    Households,"19,466",4.00%,5.30%,9.90%,8.60%,14.70%,18.10%,14.30%,15.20%,5.90%,4.00%,"60,020","77,811",,31.10%,(X),(X)
"Winona County, Minnesota",        Estimate,,,,,,,,,,,,,,,,,
"Winona County, Minnesota",    Families,"11,064",1.20%,1.70%,5.00%,5.30%,11.00%,19.20%,20.00%,22.30%,9.00%,5.30%,"81,723","97,779",,(X),28.70%,(X)
"Winona County, Minnesota",        Estimate,,,,,,,,,,,,,,,,,
"Winona County, Minnesota",    Married-couple families,"9,127",0.90%,1.50%,2.30%,3.40%,9.30%,19.60%,21.00%,25.20%,10.40%,6.30%,"89,096","107,020",,(X),(X),(X)
"Winona County, Minnesota",        Estimate,,,,,,,,,,,,,,,,,
"Winona County, Minnesota",    Nonfamily households,"8,402",7.80%,10.30%,17.10%,13.70%,20.40%,16.00%,6.00%,6.00%,0.70%,2.00%,"35,985","49,248",,(X),(X),33.20%
"Winona County, Minnesota",        Estimate,,,,,,,,,,,,,,,,,
"Wright County, Minnesota","Wright County, Minnesota",,,,,,,,,,,,,,,,,
"Wright County, Minnesota",    Households,"49,097",2.70%,2.30%,4.70%,5.60%,10.00%,17.30%,14.70%,24.90%,10.60%,7.10%,"87,772","102,526",,28.90%,(X),(X)
"Wright County, Minnesota",        Estimate,,,,,,,,,,,,,,,,,
"Wright County, Minnesota",    Families,"35,741",1.50%,0.80%,2.40%,3.70%,7.70%,15.40%,16.40%,30.30%,13.10%,8.80%,"102,961","116,848",,(X),28.20%,(X)
"Wright County, Minnesota",        Estimate,,,,,,,,,,,,,,,,,
"Wright County, Minnesota",    Married-couple families,"30,218",0.50%,0.30%,1.50%,2.60%,6.30%,13.80%,16.60%,33.70%,14.80%,10.00%,"111,354","125,823",,(X),(X),(X)
"Wright County, Minnesota",        Estimate,,,,,,,,,,,,,,,,,
"Wright County, Minnesota",    Nonfamily households,"13,356",7.00%,6.70%,12.40%,12.50%,16.00%,22.10%,9.50%,8.30%,3.40%,2.20%,"45,411","58,648",,(X),(X),29.10%
"Wright County, Minnesota",        Estimate,,,,,,,,,,,,,,,,,
"Yellow Medicine County, Minnesota","Yellow Medicine County, Minnesota",,,,,,,,,,,,,,,,,
"Yellow Medicine County, Minnesota",    Households,"4,088",4.70%,4.50%,8.80%,7.70%,14.00%,22.00%,15.50%,13.60%,5.90%,3.20%,"59,289","73,211",,40.20%,(X),(X)
"Yellow Medicine County, Minnesota",        Estimate,,,,,,,,,,,,,,,,,
"Yellow Medicine County, Minnesota",    Families,"2,835",1.60%,2.10%,4.70%,6.00%,14.60%,20.80%,20.10%,18.00%,8.10%,4.00%,"75,199","86,491",,(X),42.80%,(X)
"Yellow Medicine County, Minnesota",        Estimate,,,,,,,,,,,,,,,,,
"Yellow Medicine County, Minnesota",    Married-couple families,"2,240",0.80%,1.30%,3.30%,4.40%,12.00%,19.90%,22.00%,21.30%,10.10%,5.00%,"83,700",N,,(X),(X),(X)
"Yellow Medicine County, Minnesota",        Estimate,,,,,,,,,,,,,,,,,
"Yellow Medicine County, Minnesota",    Nonfamily households,"1,253",11.70%,10.30%,18.60%,13.20%,14.00%,23.20%,5.70%,2.50%,0.50%,0.50%,"32,043","39,595",,(X),(X),33.80%
"Yellow Medicine County, Minnesota",        Estimate,,,,,,,,,,,,,,,,,
"Adams County, Mississippi","Adams County, Mississippi",,,,,,,,,,,,,,,,,
"Adams County, Mississippi",    Households,"11,129",18.70%,8.30%,13.70%,16.30%,13.00%,12.30%,7.40%,5.40%,2.70%,2.10%,"30,633","47,331",,52.20%,(X),(X)
"Adams County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Adams County, Mississippi",    Families,"6,711",13.60%,5.40%,11.60%,15.10%,12.90%,15.40%,10.30%,8.00%,4.50%,3.20%,"38,438","59,698",,(X),54.00%,(X)
"Adams County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Adams County, Mississippi",    Married-couple families,"3,815",2.10%,2.00%,6.00%,17.20%,16.20%,18.70%,12.20%,13.10%,7.70%,4.80%,"59,229",N,,(X),(X),(X)
"Adams County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Adams County, Mississippi",    Nonfamily households,"4,418",26.70%,14.00%,18.40%,16.50%,11.70%,7.70%,3.10%,1.50%,0.00%,0.50%,"18,111","27,993",,(X),(X),48.40%
"Adams County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Alcorn County, Mississippi","Alcorn County, Mississippi",,,,,,,,,,,,,,,,,
"Alcorn County, Mississippi",    Households,"14,610",9.60%,7.90%,13.40%,14.00%,14.30%,17.70%,9.30%,8.50%,3.60%,1.80%,"40,938","56,099",,30.40%,(X),(X)
"Alcorn County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Alcorn County, Mississippi",    Families,"9,524",5.20%,3.60%,9.10%,14.50%,15.00%,20.50%,12.60%,11.20%,5.60%,2.70%,"52,350","69,824",,(X),30.20%,(X)
"Alcorn County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Alcorn County, Mississippi",    Married-couple families,"6,540",1.20%,1.60%,5.40%,12.40%,14.30%,21.90%,16.30%,15.90%,7.30%,3.70%,"66,506",N,,(X),(X),(X)
"Alcorn County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Alcorn County, Mississippi",    Nonfamily households,"5,086",18.80%,16.00%,23.70%,13.50%,10.70%,12.10%,1.90%,3.30%,0.00%,0.00%,"19,406","28,549",,(X),(X),29.10%
"Alcorn County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Amite County, Mississippi","Amite County, Mississippi",,,,,,,,,,,,,,,,,
"Amite County, Mississippi",    Households,"5,416",18.70%,12.00%,12.70%,11.70%,10.50%,12.50%,6.80%,7.60%,5.30%,2.20%,"30,805","50,470",,29.70%,(X),(X)
"Amite County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Amite County, Mississippi",    Families,"3,526",15.60%,3.30%,8.80%,14.70%,11.40%,13.80%,9.70%,11.10%,8.10%,3.30%,"43,872","65,316",,(X),31.30%,(X)
"Amite County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Amite County, Mississippi",    Married-couple families,"2,529",8.00%,2.60%,3.10%,17.80%,10.80%,18.50%,11.60%,13.80%,9.30%,4.60%,"60,898",N,,(X),(X),(X)
"Amite County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Amite County, Mississippi",    Nonfamily households,"1,890",25.80%,27.20%,20.10%,6.00%,9.30%,9.20%,1.40%,1.10%,0.00%,0.00%,"14,396","22,282",,(X),(X),25.90%
"Amite County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Attala County, Mississippi","Attala County, Mississippi",,,,,,,,,,,,,,,,,
"Attala County, Mississippi",    Households,"6,890",13.10%,10.40%,10.70%,15.30%,11.30%,12.60%,9.30%,12.70%,1.30%,3.20%,"35,631","56,857",,44.20%,(X),(X)
"Attala County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Attala County, Mississippi",    Families,"4,838",11.50%,4.10%,8.20%,14.90%,14.10%,15.20%,11.30%,15.60%,1.90%,3.20%,"46,004","64,595",,(X),51.20%,(X)
"Attala County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Attala County, Mississippi",    Married-couple families,"3,043",4.40%,1.50%,4.50%,13.60%,15.30%,19.50%,12.10%,21.20%,2.60%,5.10%,"62,586",N,,(X),(X),(X)
"Attala County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Attala County, Mississippi",    Nonfamily households,"2,052",18.90%,24.30%,17.40%,15.60%,7.70%,2.90%,4.20%,6.00%,0.00%,3.00%,"18,253","36,712",,(X),(X),27.20%
"Attala County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Benton County, Mississippi","Benton County, Mississippi",,,,,,,,,,,,,,,,,
"Benton County, Mississippi",    Households,"3,183",12.20%,6.50%,12.30%,13.80%,16.50%,17.10%,11.50%,6.00%,2.60%,1.40%,"39,758","50,939",,35.90%,(X),(X)
"Benton County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Benton County, Mississippi",    Families,"2,211",8.10%,2.80%,8.60%,12.00%,20.90%,20.80%,12.90%,8.00%,3.70%,2.10%,"48,690","60,500",,(X),36.00%,(X)
"Benton County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Benton County, Mississippi",    Married-couple families,"1,621",5.00%,0.00%,6.50%,11.60%,19.40%,22.00%,16.70%,10.90%,5.10%,2.80%,"55,057",N,,(X),(X),(X)
"Benton County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Benton County, Mississippi",    Nonfamily households,972,21.60%,15.00%,20.90%,17.80%,6.50%,9.10%,8.00%,0.90%,0.20%,0.00%,"21,406","28,597",,(X),(X),35.40%
"Benton County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Bolivar County, Mississippi","Bolivar County, Mississippi",,,,,,,,,,,,,,,,,
"Bolivar County, Mississippi",    Households,"12,114",15.50%,9.50%,14.50%,12.40%,12.80%,13.90%,8.80%,7.70%,2.40%,2.60%,"32,412","54,134",,39.90%,(X),(X)
"Bolivar County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Bolivar County, Mississippi",    Families,"7,717",12.90%,5.30%,10.50%,13.20%,13.50%,17.50%,10.90%,11.00%,2.70%,2.60%,"42,035","62,417",,(X),46.20%,(X)
"Bolivar County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Bolivar County, Mississippi",    Married-couple families,"4,292",3.40%,2.70%,3.90%,13.90%,12.30%,21.60%,15.70%,18.10%,3.90%,4.50%,"63,829",N,,(X),(X),(X)
"Bolivar County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Bolivar County, Mississippi",    Nonfamily households,"4,397",21.90%,16.10%,22.30%,10.70%,12.70%,7.30%,3.00%,1.60%,1.70%,2.70%,"18,697","37,504",,(X),(X),27.20%
"Bolivar County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Calhoun County, Mississippi","Calhoun County, Mississippi",,,,,,,,,,,,,,,,,
"Calhoun County, Mississippi",    Households,"5,771",9.90%,7.80%,13.80%,11.90%,16.90%,18.70%,10.60%,8.50%,1.20%,0.70%,"40,345","48,434",,57.10%,(X),(X)
"Calhoun County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Calhoun County, Mississippi",    Families,"3,772",4.40%,3.00%,11.90%,11.50%,18.70%,20.90%,14.80%,12.20%,1.60%,1.00%,"51,087","58,645",,(X),62.00%,(X)
"Calhoun County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Calhoun County, Mississippi",    Married-couple families,"2,629",1.60%,1.40%,8.30%,11.20%,17.80%,23.90%,15.00%,16.90%,2.30%,1.40%,"60,402",N,,(X),(X),(X)
"Calhoun County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Calhoun County, Mississippi",    Nonfamily households,"1,999",20.70%,16.90%,19.60%,12.70%,13.90%,13.10%,1.80%,1.40%,0.00%,0.00%,"20,808","27,291",,(X),(X),46.80%
"Calhoun County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Carroll County, Mississippi","Carroll County, Mississippi",,,,,,,,,,,,,,,,,
"Carroll County, Mississippi",    Households,"4,018",10.60%,6.20%,15.50%,9.90%,9.80%,16.30%,14.60%,13.10%,1.60%,2.40%,"46,729","60,525",,34.00%,(X),(X)
"Carroll County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Carroll County, Mississippi",    Families,"2,790",3.90%,2.80%,9.40%,10.80%,10.80%,21.50%,16.00%,18.90%,2.30%,3.50%,"65,248","74,858",,(X),38.30%,(X)
"Carroll County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Carroll County, Mississippi",    Married-couple families,"2,161",1.80%,0.00%,8.40%,9.50%,10.30%,22.40%,18.70%,23.30%,3.00%,2.60%,"67,310",N,,(X),(X),(X)
"Carroll County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Carroll County, Mississippi",    Nonfamily households,"1,228",27.90%,13.80%,26.90%,7.80%,9.80%,2.40%,11.40%,0.00%,0.00%,0.00%,"16,957","27,258",,(X),(X),24.30%
"Carroll County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Chickasaw County, Mississippi","Chickasaw County, Mississippi",,,,,,,,,,,,,,,,,
"Chickasaw County, Mississippi",    Households,"6,523",11.80%,10.70%,15.20%,11.60%,14.50%,13.30%,13.60%,5.50%,2.80%,1.00%,"35,592","48,529",,52.30%,(X),(X)
"Chickasaw County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Chickasaw County, Mississippi",    Families,"4,490",9.20%,5.20%,11.90%,10.40%,17.00%,15.60%,18.10%,7.40%,3.70%,1.40%,"46,336","58,289",,(X),57.70%,(X)
"Chickasaw County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Chickasaw County, Mississippi",    Married-couple families,"2,858",5.50%,1.90%,6.20%,5.60%,19.20%,19.00%,24.70%,10.00%,5.80%,2.00%,"62,364",N,,(X),(X),(X)
"Chickasaw County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Chickasaw County, Mississippi",    Nonfamily households,"2,033",18.30%,22.90%,24.60%,14.30%,8.30%,6.60%,3.50%,0.70%,0.80%,0.00%,"17,934","25,226",,(X),(X),40.30%
"Chickasaw County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Choctaw County, Mississippi","Choctaw County, Mississippi",,,,,,,,,,,,,,,,,
"Choctaw County, Mississippi",    Households,"3,353",8.50%,7.60%,16.80%,14.90%,12.50%,15.50%,11.50%,8.80%,1.20%,2.70%,"36,648","57,903",,47.30%,(X),(X)
"Choctaw County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Choctaw County, Mississippi",    Families,"2,112",4.90%,3.40%,8.70%,17.90%,13.80%,16.90%,15.60%,12.90%,1.90%,4.00%,"53,333","72,969",,(X),50.80%,(X)
"Choctaw County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Choctaw County, Mississippi",    Married-couple families,"1,762",1.30%,2.30%,6.00%,18.40%,14.20%,17.90%,17.70%,15.20%,2.30%,4.80%,"64,056",N,,(X),(X),(X)
"Choctaw County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Choctaw County, Mississippi",    Nonfamily households,"1,241",15.10%,15.40%,30.70%,11.30%,10.20%,10.50%,4.50%,1.90%,0.00%,0.50%,"19,174","31,125",,(X),(X),41.40%
"Choctaw County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Claiborne County, Mississippi","Claiborne County, Mississippi",,,,,,,,,,,,,,,,,
"Claiborne County, Mississippi",    Households,"2,900",20.30%,7.80%,13.90%,12.20%,14.90%,15.30%,7.70%,4.30%,1.90%,1.90%,"32,268","51,510",,59.50%,(X),(X)
"Claiborne County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Claiborne County, Mississippi",    Families,"1,816",19.10%,3.70%,19.20%,11.80%,12.70%,19.60%,7.60%,4.80%,0.70%,0.70%,"31,558","41,131",,(X),62.20%,(X)
"Claiborne County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Claiborne County, Mississippi",    Married-couple families,968,10.00%,0.00%,14.90%,15.30%,12.90%,24.30%,13.80%,6.20%,1.30%,1.20%,"48,810",N,,(X),(X),(X)
"Claiborne County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Claiborne County, Mississippi",    Nonfamily households,"1,084",22.20%,17.20%,10.30%,7.80%,17.40%,10.10%,6.00%,1.20%,3.80%,4.00%,"25,179","65,179",,(X),(X),52.30%
"Claiborne County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Clarke County, Mississippi","Clarke County, Mississippi",,,,,,,,,,,,,,,,,
"Clarke County, Mississippi",    Households,"6,253",12.30%,8.30%,15.00%,11.50%,12.10%,16.70%,8.30%,9.90%,3.30%,2.50%,"38,631","57,087",,34.70%,(X),(X)
"Clarke County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Clarke County, Mississippi",    Families,"4,372",10.30%,5.10%,10.20%,8.40%,13.20%,21.30%,9.70%,13.70%,4.70%,3.40%,"54,915","68,055",,(X),36.70%,(X)
"Clarke County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Clarke County, Mississippi",    Married-couple families,"2,961",5.70%,0.50%,3.30%,8.90%,14.60%,24.00%,12.80%,18.80%,6.90%,4.40%,"68,491",N,,(X),(X),(X)
"Clarke County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Clarke County, Mississippi",    Nonfamily households,"1,881",18.40%,16.00%,28.20%,15.90%,9.70%,8.10%,2.40%,0.80%,0.10%,0.40%,"22,044","29,609",,(X),(X),29.20%
"Clarke County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Clay County, Mississippi","Clay County, Mississippi",,,,,,,,,,,,,,,,,
"Clay County, Mississippi",    Households,"7,728",13.00%,7.20%,14.70%,17.20%,13.20%,12.50%,8.80%,9.50%,2.00%,1.90%,"33,209","54,175",,54.00%,(X),(X)
"Clay County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Clay County, Mississippi",    Families,"4,860",9.30%,3.30%,12.30%,15.80%,14.70%,16.90%,10.20%,12.30%,2.90%,2.40%,"45,318","58,647",,(X),54.80%,(X)
"Clay County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Clay County, Mississippi",    Married-couple families,"3,177",3.30%,0.20%,8.00%,16.70%,13.40%,20.70%,13.10%,16.60%,4.40%,3.60%,"63,023",N,,(X),(X),(X)
"Clay County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Clay County, Mississippi",    Nonfamily households,"2,868",20.10%,14.10%,18.50%,19.80%,10.50%,5.20%,5.30%,4.70%,0.60%,1.20%,"23,758","45,700",,(X),(X),51.60%
"Clay County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Coahoma County, Mississippi","Coahoma County, Mississippi",,,,,,,,,,,,,,,,,
"Coahoma County, Mississippi",    Households,"8,614",16.30%,9.60%,17.90%,11.20%,14.30%,11.90%,10.10%,5.20%,1.70%,1.70%,"30,761","48,652",,46.10%,(X),(X)
"Coahoma County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Coahoma County, Mississippi",    Families,"5,442",8.40%,8.40%,18.10%,10.40%,16.00%,14.60%,12.20%,7.60%,2.60%,1.70%,"37,281","56,052",,(X),49.60%,(X)
"Coahoma County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Coahoma County, Mississippi",    Married-couple families,"2,436",2.80%,1.20%,10.30%,7.30%,17.90%,18.40%,22.00%,11.40%,5.40%,3.30%,"61,622",N,,(X),(X),(X)
"Coahoma County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Coahoma County, Mississippi",    Nonfamily households,"3,172",30.20%,14.90%,18.60%,12.60%,9.00%,9.10%,2.60%,1.10%,0.10%,1.70%,"17,733","33,287",,(X),(X),39.10%
"Coahoma County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Copiah County, Mississippi","Copiah County, Mississippi",,,,,,,,,,,,,,,,,
"Copiah County, Mississippi",    Households,"9,568",11.30%,4.80%,13.60%,8.40%,17.50%,16.30%,13.30%,8.10%,4.10%,2.60%,"44,252","65,886",,46.10%,(X),(X)
"Copiah County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Copiah County, Mississippi",    Families,"6,597",6.60%,2.10%,11.40%,6.10%,18.40%,18.70%,17.30%,10.90%,5.00%,3.50%,"58,125","78,626",,(X),47.70%,(X)
"Copiah County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Copiah County, Mississippi",    Married-couple families,"4,352",2.00%,0.60%,8.70%,6.20%,13.00%,20.80%,21.30%,14.80%,7.10%,5.40%,"73,801",N,,(X),(X),(X)
"Copiah County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Copiah County, Mississippi",    Nonfamily households,"2,971",24.00%,10.80%,18.50%,12.00%,15.00%,11.50%,4.00%,1.30%,2.20%,0.60%,"22,188","36,309",,(X),(X),41.80%
"Copiah County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Covington County, Mississippi","Covington County, Mississippi",,,,,,,,,,,,,,,,,
"Covington County, Mississippi",    Households,"7,042",13.70%,11.40%,13.90%,12.80%,11.80%,15.20%,5.90%,12.30%,2.40%,0.70%,"32,917","48,786",,35.80%,(X),(X)
"Covington County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Covington County, Mississippi",    Families,"5,014",10.90%,5.70%,14.20%,13.90%,13.70%,16.20%,7.90%,13.40%,3.40%,0.90%,"39,766","54,556",,(X),36.40%,(X)
"Covington County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Covington County, Mississippi",    Married-couple families,"3,539",3.40%,2.60%,14.40%,16.30%,12.90%,15.70%,10.30%,18.30%,4.80%,1.20%,"50,363",N,,(X),(X),(X)
"Covington County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Covington County, Mississippi",    Nonfamily households,"2,028",20.70%,26.40%,14.60%,8.80%,7.10%,11.60%,0.80%,9.70%,0.00%,0.20%,"15,709","33,729",,(X),(X),32.40%
"Covington County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"DeSoto County, Mississippi","DeSoto County, Mississippi",,,,,,,,,,,,,,,,,
