County_Name,Civilian employed population 16 years and over,"Agriculture, forestry, fishing and hunting, and mining",Construction,Manufacturing,Wholesale trade,Retail trade,"Transportation and warehousing, and utilities",Information,"Finance and insurance, and real estate and rental and leasing","Professional, scientific, and management, and administrative and waste management services","Educational services, and health care and social assistance","Arts, entertainment, and recreation, and accommodation and food services","Other services, except public administration",Public administration,PERCENT ALLOCATED,Industry
    Total,,,,,,,,,,,,,,,,
        Estimate,34.90%,55.90%,20.20%,30.40%,17.40%,10.90%,9.70%,55.40%,55.60%,53.90%,64.40%,17.50%,14.60%,38.00%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,14.20%,5.60%,0.50%,0.60%,1.10%,6.00%,2.80%,0.00%,1.10%,12.00%,22.00%,69.90%,29.70%,30.80%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,19.70%,4.00%,3.50%,11.70%,33.70%,55.60%,18.00%,23.80%,40.10%,21.50%,11.30%,7.80%,18.40%,20.90%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,11.20%,26.80%,69.40%,3.60%,10.20%,4.40%,8.70%,14.10%,2.10%,2.90%,1.60%,0.40%,28.30%,3.10%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,19.90%,7.60%,6.40%,53.70%,37.60%,23.20%,60.80%,6.70%,1.10%,9.70%,0.70%,4.40%,9.00%,7.10%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Sibley County, Minnesota","7,934",746,715,"1,815",275,558,382,69,316,400,"1,691",324,347,296,,8.00%
    Total,,,,,,,,,,,,,,,,
        Estimate,29.90%,49.60%,15.00%,15.10%,10.20%,6.50%,5.50%,40.60%,36.10%,42.30%,51.90%,29.60%,28.20%,52.00%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,14.30%,3.80%,0.40%,0.50%,0.70%,5.60%,1.80%,1.40%,5.70%,24.00%,36.60%,59.00%,25.10%,14.90%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,16.10%,5.20%,2.50%,9.80%,34.50%,57.00%,24.90%,17.40%,57.60%,17.00%,8.30%,7.70%,8.10%,26.00%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,15.40%,37.00%,70.50%,8.50%,8.00%,11.10%,7.90%,39.10%,0.60%,2.50%,0.90%,0.00%,30.00%,4.40%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,24.30%,4.40%,11.60%,66.20%,46.50%,19.90%,59.90%,1.40%,0.00%,14.30%,2.20%,3.70%,8.60%,2.70%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Stearns County, Minnesota","85,498","2,846","5,896","11,748","2,005","10,202","4,621",981,"4,775","5,236","24,114","6,895","3,906","2,273",,10.20%
    Total,,,,,,,,,,,,,,,,
        Estimate,35.90%,55.70%,18.40%,19.10%,17.40%,12.00%,14.90%,59.00%,46.20%,54.60%,61.90%,14.10%,26.70%,41.90%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,17.10%,0.70%,0.70%,2.30%,2.00%,4.10%,3.50%,0.00%,3.20%,17.90%,23.80%,70.00%,33.20%,29.70%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,20.50%,2.60%,6.20%,11.50%,37.90%,57.50%,26.30%,31.50%,45.50%,21.20%,10.50%,10.60%,12.90%,22.90%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,9.10%,33.50%,68.20%,4.50%,8.10%,5.10%,5.10%,7.00%,2.50%,1.50%,1.30%,1.30%,15.10%,4.50%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,17.50%,7.60%,6.60%,62.70%,34.60%,21.30%,50.20%,2.40%,2.70%,4.80%,2.50%,4.00%,12.10%,1.10%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Steele County, Minnesota","18,725",755,"1,136","4,536",458,"2,280",633,195,"1,564",985,"3,618","1,078",697,790,,7.90%
    Total,,,,,,,,,,,,,,,,
        Estimate,35.00%,50.30%,13.40%,24.50%,18.80%,8.80%,6.50%,66.70%,51.50%,51.70%,62.90%,26.30%,32.70%,45.70%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,12.80%,0.50%,0.50%,1.20%,1.10%,4.80%,3.30%,0.00%,3.20%,10.50%,25.50%,57.60%,33.70%,33.00%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,20.80%,9.00%,7.60%,12.70%,58.10%,53.00%,12.00%,25.10%,42.80%,25.30%,9.30%,10.40%,6.90%,18.60%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,9.20%,39.30%,74.30%,5.70%,2.80%,1.70%,5.70%,7.20%,2.00%,3.50%,1.10%,0.80%,13.80%,1.00%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,22.20%,0.80%,4.20%,55.90%,19.20%,31.70%,72.50%,1.00%,0.40%,9.10%,1.20%,4.80%,12.90%,1.60%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Stevens County, Minnesota","5,329",662,437,715,65,469,135,58,153,268,"1,634",355,164,214,,10.10%
    Total,,,,,,,,,,,,,,,,
        Estimate,35.80%,41.70%,25.40%,28.40%,9.20%,6.00%,5.20%,74.10%,28.10%,44.00%,54.00%,21.10%,18.30%,40.20%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,15.50%,0.80%,0.00%,1.10%,9.20%,6.40%,2.20%,0.00%,6.50%,12.30%,25.40%,59.70%,43.30%,15.90%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,21.20%,11.60%,1.40%,17.20%,56.90%,67.80%,24.40%,12.10%,59.50%,28.40%,14.10%,16.30%,9.80%,28.00%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,13.80%,44.30%,69.10%,4.10%,1.50%,1.50%,6.70%,13.80%,5.90%,0.00%,1.80%,0.00%,10.40%,13.60%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,13.70%,1.70%,4.10%,49.20%,23.10%,18.30%,61.50%,0.00%,0.00%,15.30%,4.70%,2.80%,18.30%,2.30%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Swift County, Minnesota","4,634",571,262,677,134,451,323,70,213,176,"1,101",227,268,161,,6.00%
    Total,,,,,,,,,,,,,,,,
        Estimate,36.20%,65.10%,16.40%,25.10%,14.90%,5.80%,13.30%,60.00%,45.50%,39.80%,56.40%,19.40%,18.70%,50.30%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,15.00%,0.00%,0.40%,0.60%,2.20%,8.40%,0.00%,0.00%,19.20%,14.80%,30.10%,65.20%,23.10%,26.10%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,20.70%,4.90%,5.00%,11.20%,52.20%,64.30%,49.50%,4.30%,35.20%,17.60%,11.00%,11.90%,14.60%,14.90%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,10.90%,22.90%,69.10%,6.90%,9.00%,2.20%,10.50%,0.00%,0.00%,5.10%,0.90%,0.00%,22.80%,6.80%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,17.20%,7.00%,9.20%,56.10%,21.60%,19.30%,26.60%,35.70%,0.00%,22.70%,1.60%,3.50%,20.90%,1.90%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Todd County, Minnesota","10,928",909,764,"2,314",291,"1,095",635,163,360,573,"2,500",543,463,318,,10.60%
    Total,,,,,,,,,,,,,,,,
        Estimate,28.20%,57.60%,13.60%,9.90%,5.50%,8.80%,4.70%,37.40%,41.90%,30.90%,52.10%,33.30%,21.40%,34.60%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,15.10%,0.80%,0.90%,1.30%,11.30%,6.10%,1.30%,0.00%,1.40%,29.00%,31.40%,57.10%,37.10%,20.80%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,19.00%,2.30%,1.70%,11.80%,41.90%,60.50%,19.70%,46.60%,55.30%,19.50%,13.00%,6.60%,8.00%,22.60%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,13.60%,32.90%,76.80%,6.60%,7.90%,6.20%,13.50%,6.70%,1.40%,5.60%,1.80%,0.00%,22.50%,21.40%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,24.20%,6.40%,6.90%,70.50%,33.30%,18.40%,60.80%,9.20%,0.00%,15.00%,1.80%,2.90%,11.00%,0.60%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Traverse County, Minnesota","1,666",331,91,114,101,127,63,4,62,111,414,27,120,101,,4.60%
    Total,,,,,,,,,,,,,,,,
        Estimate,35.50%,64.70%,2.20%,20.20%,8.90%,15.00%,20.60%,100.00%,29.00%,25.20%,53.60%,0.00%,10.80%,26.70%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,19.40%,0.00%,1.10%,0.00%,0.00%,4.70%,0.00%,0.00%,0.00%,59.50%,39.10%,92.60%,39.20%,15.80%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,19.20%,3.00%,2.20%,23.70%,50.50%,50.40%,34.90%,0.00%,71.00%,0.90%,4.30%,7.40%,28.30%,44.60%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,13.70%,23.90%,73.60%,0.00%,21.80%,3.10%,9.50%,0.00%,0.00%,7.20%,1.20%,0.00%,20.00%,12.90%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,12.20%,8.50%,20.90%,56.10%,18.80%,26.80%,34.90%,0.00%,0.00%,7.20%,1.70%,0.00%,1.70%,0.00%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Wabasha County, Minnesota","11,316",784,952,"1,665",255,"1,007",474,70,442,575,"3,417",820,486,369,,10.60%
    Total,,,,,,,,,,,,,,,,
        Estimate,37.50%,58.90%,18.60%,25.10%,20.40%,10.50%,16.70%,52.90%,41.00%,60.90%,58.80%,20.90%,16.00%,34.10%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,16.90%,2.00%,0.10%,1.60%,0.00%,5.10%,2.70%,0.00%,2.50%,25.70%,23.40%,72.40%,27.20%,32.20%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,19.20%,1.10%,6.50%,8.70%,42.70%,62.40%,18.80%,35.70%,52.30%,9.20%,16.10%,6.60%,22.60%,29.30%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,11.10%,28.80%,61.00%,5.90%,16.10%,6.60%,6.50%,7.10%,3.80%,1.00%,0.50%,0.00%,31.50%,4.30%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,15.20%,9.10%,13.80%,58.60%,20.80%,15.50%,55.30%,4.30%,0.50%,3.10%,1.10%,0.10%,2.70%,0.00%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Wadena County, Minnesota","6,016",494,493,925,197,740,320,61,158,303,"1,552",357,284,132,,9.20%
    Total,,,,,,,,,,,,,,,,
        Estimate,26.70%,32.00%,8.70%,13.70%,4.10%,1.20%,12.50%,32.80%,12.00%,58.40%,53.00%,24.10%,13.00%,45.50%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,18.10%,0.60%,0.60%,2.70%,18.30%,8.10%,0.00%,3.30%,1.30%,17.50%,34.00%,66.40%,40.80%,20.50%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,18.00%,2.80%,2.20%,9.10%,30.50%,62.30%,20.90%,13.10%,86.10%,9.20%,9.60%,3.60%,9.90%,19.70%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,16.50%,59.30%,80.30%,7.00%,11.20%,4.70%,10.30%,27.90%,0.60%,2.60%,0.70%,0.60%,33.80%,11.40%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,20.60%,5.30%,8.10%,67.50%,36.00%,23.60%,56.30%,23.00%,0.00%,12.20%,2.70%,5.30%,2.50%,3.00%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Waseca County, Minnesota","9,460",531,703,"1,782",259,"1,050",430,155,441,523,"2,386",425,365,410,,11.20%
    Total,,,,,,,,,,,,,,,,
        Estimate,33.00%,59.90%,20.20%,14.00%,13.10%,7.80%,12.10%,35.50%,45.40%,60.40%,56.40%,20.50%,18.90%,41.00%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,14.50%,0.90%,0.00%,1.00%,0.00%,4.40%,2.80%,0.00%,2.50%,21.40%,27.10%,59.80%,29.60%,39.50%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,22.20%,11.50%,6.70%,15.00%,43.60%,69.90%,8.40%,25.20%,51.50%,8.80%,14.80%,17.20%,17.00%,10.70%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,10.70%,23.70%,63.70%,7.30%,20.10%,2.90%,6.70%,27.70%,0.70%,0.40%,0.70%,0.00%,28.50%,7.80%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,19.50%,4.00%,9.40%,62.70%,23.20%,15.00%,70.00%,11.60%,0.00%,9.00%,1.00%,2.60%,6.00%,1.00%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Washington County, Minnesota","136,572","1,116","7,570","20,049","4,083","13,648","6,532","2,414","11,524","15,023","31,420","10,108","5,775","7,310",,12.40%
    Total,,,,,,,,,,,,,,,,
        Estimate,48.00%,55.90%,25.20%,53.40%,31.10%,14.10%,19.20%,56.80%,60.60%,66.80%,69.00%,18.00%,33.70%,55.80%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,13.80%,3.80%,0.20%,0.80%,0.90%,4.50%,2.00%,0.90%,0.80%,12.10%,18.40%,66.20%,31.30%,21.70%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,21.10%,4.50%,8.20%,13.50%,48.40%,59.80%,25.80%,33.90%,34.80%,16.00%,10.10%,11.20%,12.20%,18.60%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,6.30%,25.20%,61.60%,3.80%,6.60%,2.20%,7.40%,5.20%,1.40%,2.00%,0.60%,0.40%,14.00%,3.00%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,10.80%,10.70%,4.80%,28.50%,13.10%,19.40%,45.60%,3.20%,2.40%,3.10%,1.80%,4.20%,8.80%,0.90%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Watonwan County, Minnesota","5,309",457,597,941,140,642,333,59,206,192,"1,151",225,164,202,,10.20%
    Total,,,,,,,,,,,,,,,,
        Estimate,31.90%,37.60%,14.60%,10.90%,26.40%,21.20%,24.00%,23.70%,37.90%,51.60%,65.90%,13.80%,15.90%,37.10%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,11.20%,0.00%,0.20%,1.80%,0.00%,3.40%,0.00%,0.00%,7.30%,22.40%,22.20%,83.60%,6.10%,21.30%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,18.50%,0.90%,8.20%,2.90%,40.00%,63.20%,23.40%,52.50%,53.40%,7.80%,9.40%,0.90%,25.00%,28.20%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,16.80%,59.30%,75.40%,1.80%,5.70%,4.50%,11.70%,0.00%,0.00%,3.10%,1.50%,0.40%,31.10%,2.50%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,21.50%,2.20%,1.70%,82.60%,27.90%,7.60%,40.80%,23.70%,1.50%,15.10%,1.00%,1.30%,22.00%,10.90%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Wilkin County, Minnesota","3,153",369,210,416,162,304,162,57,132,133,796,131,161,120,,10.70%
    Total,,,,,,,,,,,,,,,,
        Estimate,38.30%,53.70%,7.60%,17.50%,3.70%,14.10%,28.40%,84.20%,14.40%,39.80%,68.50%,5.30%,60.20%,47.50%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,14.20%,1.40%,0.00%,7.00%,0.00%,3.30%,0.00%,0.00%,0.00%,8.30%,25.60%,91.60%,18.00%,32.50%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,16.60%,1.90%,2.40%,4.80%,56.80%,49.00%,19.80%,10.50%,85.60%,43.60%,2.50%,1.50%,1.20%,14.20%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,15.60%,37.40%,85.20%,8.90%,8.00%,15.50%,24.10%,3.50%,0.00%,3.80%,0.60%,0.00%,16.10%,0.80%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,15.30%,5.70%,4.80%,61.80%,31.50%,18.10%,27.80%,1.80%,0.00%,4.50%,2.80%,1.50%,4.30%,5.00%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Winona County, Minnesota","28,638","1,044","1,273","6,017",930,"3,183",848,452,887,"1,293","8,625","2,214","1,243",629,,12.20%
    Total,,,,,,,,,,,,,,,,
        Estimate,34.40%,48.60%,15.20%,30.10%,32.60%,7.30%,9.00%,44.90%,41.10%,40.00%,53.80%,18.10%,24.10%,46.40%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,19.30%,0.40%,2.20%,2.90%,1.50%,11.50%,0.40%,2.70%,3.90%,20.90%,29.40%,67.20%,33.40%,27.30%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,21.00%,3.60%,5.70%,12.30%,47.30%,65.70%,18.20%,44.00%,48.90%,12.10%,13.90%,7.80%,16.90%,18.10%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,8.00%,39.00%,69.40%,5.30%,1.50%,2.10%,9.20%,0.70%,4.10%,6.00%,0.60%,3.70%,18.70%,7.50%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,17.30%,8.40%,7.50%,49.30%,17.10%,13.50%,63.30%,7.70%,1.90%,21.00%,2.20%,3.30%,6.90%,0.60%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Wright County, Minnesota","73,363","1,094","8,216","12,231","2,824","7,983","3,202","1,057","4,957","6,533","16,172","4,039","3,236","1,819",,10.50%
    Total,,,,,,,,,,,,,,,,
        Estimate,38.70%,35.90%,20.30%,36.90%,21.60%,11.90%,16.10%,36.90%,57.20%,50.20%,68.00%,17.50%,22.50%,46.20%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,12.60%,4.40%,0.30%,1.30%,0.00%,5.40%,1.10%,0.00%,1.30%,19.50%,19.20%,61.80%,35.70%,25.50%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,21.50%,7.40%,5.00%,16.60%,52.70%,56.40%,21.40%,47.20%,37.40%,19.30%,10.50%,14.60%,8.70%,21.10%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,12.60%,38.70%,70.80%,5.50%,6.60%,5.70%,7.30%,13.30%,4.10%,4.50%,0.40%,0.50%,19.30%,5.70%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,14.60%,13.60%,3.60%,39.70%,19.20%,20.60%,54.10%,2.60%,0.10%,6.50%,1.90%,5.60%,13.80%,1.50%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Yellow Medicine County, Minnesota","4,875",485,385,561,218,626,210,47,223,192,"1,210",353,198,167,,8.40%
    Total,,,,,,,,,,,,,,,,
        Estimate,31.70%,67.80%,11.70%,12.50%,3.70%,18.20%,15.70%,59.60%,50.70%,44.30%,47.40%,10.50%,16.20%,46.70%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,17.60%,1.60%,0.30%,1.20%,0.00%,3.00%,0.00%,0.00%,6.30%,22.40%,37.60%,72.20%,16.70%,14.40%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,19.90%,3.70%,2.60%,15.20%,55.00%,48.60%,12.90%,27.70%,43.00%,23.40%,9.30%,17.00%,15.20%,30.50%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,13.90%,25.60%,67.80%,12.50%,17.40%,9.30%,10.50%,12.80%,0.00%,4.70%,0.20%,0.00%,37.40%,7.20%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,16.90%,1.20%,17.70%,58.60%,23.90%,20.90%,61.00%,0.00%,0.00%,5.20%,5.60%,0.30%,14.60%,1.20%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Adams County, Mississippi","10,312",407,647,512,132,"1,388",887,65,415,711,"2,544","1,544",435,625,,19.50%
    Total,,,,,,,,,,,,,,,,
        Estimate,32.70%,16.70%,11.40%,8.20%,23.50%,15.30%,28.00%,66.20%,23.60%,51.20%,56.10%,24.70%,25.50%,42.90%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,24.00%,0.00%,0.00%,0.00%,0.00%,3.20%,4.30%,10.80%,2.90%,27.30%,31.50%,61.30%,37.20%,42.90%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,19.90%,21.90%,2.00%,9.00%,43.90%,53.20%,25.30%,23.10%,63.40%,8.20%,7.70%,13.80%,17.20%,9.30%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,12.60%,51.80%,84.50%,17.00%,3.00%,4.20%,17.80%,0.00%,10.10%,3.20%,3.30%,0.00%,14.50%,3.70%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,10.90%,9.60%,2.00%,65.80%,29.50%,24.10%,24.70%,0.00%,0.00%,10.10%,1.40%,0.30%,5.50%,1.30%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Alcorn County, Mississippi","15,127",183,955,"3,442",414,"1,852",743,149,466,"1,106","3,813","1,040",472,492,,8.70%
    Total,,,,,,,,,,,,,,,,
        Estimate,29.20%,24.60%,10.20%,16.80%,19.60%,5.10%,8.50%,53.00%,41.20%,42.00%,57.70%,26.70%,24.20%,25.60%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,14.70%,0.00%,0.00%,2.60%,0.00%,1.10%,0.00%,4.70%,0.00%,20.30%,26.30%,47.30%,33.70%,46.10%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,21.90%,11.50%,5.10%,10.00%,42.30%,69.70%,23.80%,16.80%,57.30%,24.60%,8.70%,14.30%,18.90%,26.00%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,9.40%,57.40%,72.80%,4.40%,0.00%,2.30%,16.40%,25.50%,1.50%,7.10%,1.50%,2.10%,22.90%,0.20%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,24.80%,6.60%,11.90%,66.20%,38.20%,21.90%,51.30%,0.00%,0.00%,6.10%,5.80%,9.50%,0.40%,2.00%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Amite County, Mississippi","3,838",258,199,616,27,220,347,96,88,185,"1,151",155,253,243,,12.20%
    Total,,,,,,,,,,,,,,,,
        Estimate,35.40%,39.90%,1.50%,32.00%,0.00%,0.00%,0.00%,70.80%,3.40%,77.30%,62.40%,24.50%,13.40%,21.00%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,15.10%,0.00%,0.00%,0.50%,0.00%,3.60%,0.60%,0.00%,0.00%,10.30%,30.00%,49.70%,21.30%,29.60%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,14.40%,3.90%,0.00%,7.30%,18.50%,57.70%,9.80%,15.60%,90.90%,2.70%,4.60%,25.80%,7.10%,49.40%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,13.00%,48.40%,94.00%,15.30%,0.00%,0.00%,6.60%,13.50%,5.70%,2.70%,0.00%,0.00%,18.60%,0.00%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,22.10%,7.80%,4.50%,45.00%,81.50%,38.60%,83.00%,0.00%,0.00%,7.00%,3.00%,0.00%,39.50%,0.00%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Attala County, Mississippi","7,253",248,633,"1,223",132,882,262,105,275,377,"1,878",566,309,363,,14.10%
    Total,,,,,,,,,,,,,,,,
        Estimate,24.80%,0.00%,31.30%,4.70%,27.30%,5.60%,3.80%,27.60%,35.30%,27.60%,48.40%,12.70%,42.70%,28.40%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,18.60%,9.70%,0.00%,0.00%,0.00%,7.90%,2.30%,0.00%,0.00%,33.40%,30.00%,64.00%,13.60%,43.30%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,20.10%,0.00%,2.70%,6.30%,10.60%,58.30%,14.90%,36.20%,63.30%,35.80%,12.20%,15.20%,11.70%,26.70%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,11.10%,55.20%,52.60%,5.60%,37.90%,3.60%,16.40%,36.20%,0.00%,3.20%,1.30%,8.10%,4.90%,1.70%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,25.50%,35.10%,13.40%,83.50%,24.20%,24.60%,62.60%,0.00%,1.50%,0.00%,8.10%,0.00%,27.20%,0.00%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Benton County, Mississippi","3,363",140,409,577,232,357,334,0,59,174,576,155,199,151,,9.60%
    Total,,,,,,,,,,,,,,,,
