County Name,Label _Grouping,Total,"Total Less than $10,000","Total $10,000 to $14,999","Total 15,000 to $24,999","Total $25,000 to $34,999","Total $35,000 to $49,999","Total $50,000 to $74,999","Total $75,000 to $99,999","Total $100,000 to $149,999","Total $150,000 to $199,999","Total $200,000 or more",Median income (dollars),Mean income (dollars),PERCENT ALLOCATED,PERCENT ALLOCATED Household income in the past 12 months,PERCENT ALLOCATED Family income in the past 12 months,PERCENT ALLOCATED Nonfamily income in the past 12 months
"Johnson County, Missouri",    Married-couple families,"10,019",1.20%,1.20%,2.60%,7.60%,10.50%,22.80%,19.40%,25.40%,5.00%,4.10%,"78,826","91,605",,(X),(X),(X)
"Johnson County, Missouri",    Nonfamily households,"7,340",8.60%,9.60%,15.00%,14.70%,19.40%,23.10%,5.40%,3.50%,0.50%,0.30%,"36,300","41,511",,(X),(X),36.40%
"Knox County, Missouri",    Households,"1,400",6.20%,12.30%,17.10%,12.20%,14.80%,15.40%,10.10%,10.90%,0.70%,0.40%,"37,588","55,400",,50.40%,(X),(X)
"Knox County, Missouri",    Families,882,3.10%,3.60%,13.80%,13.20%,12.70%,21.10%,15.00%,15.90%,1.10%,0.60%,"55,833","72,372",,(X),56.70%,(X)
"Knox County, Missouri",    Married-couple families,765,2.40%,3.70%,12.20%,12.70%,12.50%,21.60%,15.90%,17.10%,1.30%,0.70%,"58,705",N,,(X),(X),(X)
"Knox County, Missouri",    Nonfamily households,518,11.60%,27.00%,22.60%,10.60%,18.30%,5.60%,1.90%,2.30%,0.00%,0.00%,"19,063","26,347",,(X),(X),39.60%
"Laclede County, Missouri",    Households,"14,413",5.70%,6.80%,10.70%,12.00%,17.40%,22.50%,11.20%,10.20%,2.10%,1.30%,"46,582","57,214",,40.30%,(X),(X)
"Laclede County, Missouri",    Families,"10,112",3.10%,3.20%,9.60%,10.80%,17.20%,25.40%,14.00%,12.00%,2.90%,1.70%,"55,558","64,814",,(X),44.30%,(X)
"Laclede County, Missouri",    Married-couple families,"7,878",1.60%,1.10%,7.80%,9.00%,17.50%,25.30%,16.70%,15.00%,3.80%,2.20%,"63,114",N,,(X),(X),(X)
"Laclede County, Missouri",    Nonfamily households,"4,301",13.00%,15.90%,17.30%,15.20%,17.00%,12.30%,3.00%,6.00%,0.00%,0.20%,"26,588","36,468",,(X),(X),30.20%
"Lafayette County, Missouri",    Households,"12,711",4.40%,4.20%,8.30%,10.10%,14.10%,17.10%,14.70%,16.90%,5.60%,4.70%,"62,076","77,785",,33.80%,(X),(X)
"Lafayette County, Missouri",    Families,"8,662",2.00%,3.60%,4.70%,9.70%,11.20%,18.50%,18.00%,19.50%,6.80%,6.10%,"76,250","88,344",,(X),34.30%,(X)
"Lafayette County, Missouri",    Married-couple families,"6,524",0.80%,1.00%,3.30%,5.60%,12.00%,17.00%,22.50%,22.60%,8.30%,7.00%,"86,623",N,,(X),(X),(X)
"Lafayette County, Missouri",    Nonfamily households,"4,049",10.20%,8.40%,15.60%,15.30%,16.20%,14.20%,8.50%,8.00%,2.20%,1.40%,"35,508","50,340",,(X),(X),32.60%
"Lawrence County, Missouri",    Households,"14,849",7.30%,5.50%,12.10%,12.10%,19.90%,17.80%,11.10%,9.40%,2.70%,2.10%,"44,060","58,172",,36.60%,(X),(X)
"Lawrence County, Missouri",    Families,"10,249",5.20%,2.60%,10.70%,9.80%,20.20%,19.20%,13.00%,12.90%,3.50%,2.90%,"51,969","67,194",,(X),37.30%,(X)
"Lawrence County, Missouri",    Married-couple families,"7,799",2.70%,1.30%,6.50%,7.40%,20.40%,22.20%,15.70%,15.70%,4.60%,3.60%,"63,267","77,103",,(X),(X),(X)
"Lawrence County, Missouri",    Nonfamily households,"4,600",13.80%,14.10%,18.90%,17.00%,16.20%,12.10%,6.00%,1.00%,0.50%,0.50%,"27,283","33,880",,(X),(X),33.20%
"Lewis County, Missouri",    Households,"3,597",8.00%,6.30%,11.20%,14.40%,14.00%,18.80%,11.90%,9.10%,3.10%,3.30%,"45,118","60,243",,40.60%,(X),(X)
"Lewis County, Missouri",    Families,"2,329",3.10%,1.80%,5.70%,16.40%,13.30%,23.10%,15.40%,11.80%,4.60%,5.10%,"58,125","75,201",,(X),42.60%,(X)
"Lewis County, Missouri",    Married-couple families,"1,922",1.80%,1.50%,4.20%,14.20%,12.90%,23.00%,18.20%,13.70%,5.30%,5.30%,"63,750",N,,(X),(X),(X)
"Lewis County, Missouri",    Nonfamily households,"1,268",17.70%,14.90%,21.40%,11.50%,17.00%,12.50%,3.30%,1.50%,0.20%,0.00%,"22,807","29,314",,(X),(X),36.00%
"Lincoln County, Missouri",    Households,"19,818",6.40%,3.10%,7.10%,8.90%,10.60%,18.10%,15.60%,20.80%,6.70%,2.80%,"70,424","78,169",,31.90%,(X),(X)
"Lincoln County, Missouri",    Families,"14,540",4.60%,1.20%,4.80%,6.80%,9.70%,19.90%,16.40%,24.00%,8.90%,3.60%,"78,107","88,236",,(X),30.00%,(X)
"Lincoln County, Missouri",    Married-couple families,"11,614",1.90%,0.30%,3.20%,4.40%,8.40%,19.80%,18.20%,28.30%,11.00%,4.50%,"91,195",N,,(X),(X),(X)
"Lincoln County, Missouri",    Nonfamily households,"5,278",12.40%,8.60%,13.80%,16.30%,14.60%,13.40%,11.30%,8.90%,0.50%,0.20%,"34,280","45,506",,(X),(X),36.00%
"Linn County, Missouri",    Households,"5,002",6.30%,6.10%,11.50%,9.80%,15.50%,19.20%,13.60%,11.50%,4.80%,1.90%,"51,150","65,730",,40.20%,(X),(X)
"Linn County, Missouri",    Families,"3,441",4.90%,4.20%,7.00%,10.10%,16.70%,18.60%,14.30%,14.60%,7.00%,2.60%,"57,957","75,602",,(X),40.40%,(X)
"Linn County, Missouri",    Married-couple families,"2,639",2.90%,3.10%,4.20%,7.60%,13.60%,20.30%,16.90%,18.90%,9.00%,3.40%,"72,675",N,,(X),(X),(X)
"Linn County, Missouri",    Nonfamily households,"1,561",12.90%,10.20%,24.70%,12.40%,16.20%,11.80%,8.50%,3.00%,0.00%,0.30%,"26,268","36,301",,(X),(X),36.20%
"Livingston County, Missouri",    Households,"5,907",5.40%,5.50%,13.20%,11.20%,13.60%,23.80%,11.60%,10.70%,2.10%,2.80%,"50,818","61,391",,37.10%,(X),(X)
"Livingston County, Missouri",    Families,"3,720",3.60%,3.00%,6.70%,7.60%,14.70%,24.20%,17.50%,15.60%,2.80%,4.20%,"63,373","74,133",,(X),38.80%,(X)
"Livingston County, Missouri",    Married-couple families,"2,942",1.10%,1.60%,4.60%,6.80%,13.90%,25.40%,20.40%,18.00%,3.40%,4.90%,"71,300",N,,(X),(X),(X)
"Livingston County, Missouri",    Nonfamily households,"2,187",8.90%,11.00%,24.60%,15.70%,11.80%,22.90%,2.60%,2.00%,0.00%,0.40%,"27,213","37,932",,(X),(X),34.20%
"McDonald County, Missouri",    Households,"8,393",5.90%,7.60%,13.20%,13.20%,15.20%,20.50%,9.50%,10.60%,2.00%,2.30%,"42,876","57,288",,36.90%,(X),(X)
"McDonald County, Missouri",    Families,"6,259",5.50%,4.50%,12.10%,13.10%,16.60%,21.90%,10.80%,11.60%,2.30%,1.70%,"47,032","58,875",,(X),36.30%,(X)
"McDonald County, Missouri",    Married-couple families,"4,823",3.20%,3.20%,7.30%,13.20%,17.50%,23.60%,12.80%,14.10%,2.80%,2.20%,"54,691",N,,(X),(X),(X)
"McDonald County, Missouri",    Nonfamily households,"2,134",10.50%,15.90%,19.10%,14.90%,15.60%,10.80%,7.50%,0.50%,1.00%,4.30%,"27,083","44,175",,(X),(X),37.10%
"Macon County, Missouri",    Households,"5,908",6.00%,5.30%,13.00%,16.10%,13.70%,21.20%,12.70%,9.40%,1.30%,1.40%,"44,696","55,231",,36.90%,(X),(X)
"Macon County, Missouri",    Families,"3,699",2.60%,3.80%,7.90%,12.20%,12.50%,25.00%,18.80%,13.60%,1.40%,2.10%,"59,653","66,709",,(X),39.50%,(X)
"Macon County, Missouri",    Married-couple families,"2,933",1.10%,1.40%,5.00%,10.90%,12.40%,28.20%,22.00%,14.90%,1.40%,2.60%,"63,712",N,,(X),(X),(X)
"Macon County, Missouri",    Nonfamily households,"2,209",13.40%,9.20%,20.00%,22.40%,15.10%,14.00%,2.50%,2.20%,1.00%,0.20%,"26,844","34,495",,(X),(X),32.10%
"Madison County, Missouri",    Households,"4,851",7.30%,7.50%,13.60%,11.00%,12.40%,19.20%,11.20%,10.90%,4.50%,2.30%,"47,984","63,990",,35.80%,(X),(X)
"Madison County, Missouri",    Families,"3,296",2.10%,3.80%,7.80%,8.20%,12.30%,25.50%,15.50%,15.50%,6.50%,2.80%,"63,105","77,262",,(X),39.00%,(X)
"Madison County, Missouri",    Married-couple families,"2,650",1.00%,1.40%,6.60%,6.00%,12.80%,26.20%,17.00%,19.10%,6.30%,3.50%,"71,201",N,,(X),(X),(X)
"Madison County, Missouri",    Nonfamily households,"1,555",18.50%,16.30%,27.10%,19.30%,8.20%,5.70%,2.30%,1.30%,0.20%,1.20%,"21,195","34,809",,(X),(X),29.00%
"Maries County, Missouri",    Households,"3,808",7.90%,5.30%,9.50%,13.00%,15.90%,18.80%,12.60%,13.10%,1.30%,2.60%,"48,276","62,236",,38.20%,(X),(X)
"Maries County, Missouri",    Families,"2,438",5.90%,1.40%,6.00%,12.90%,15.00%,16.90%,18.10%,17.70%,2.10%,3.90%,"62,105","74,401",,(X),40.20%,(X)
"Maries County, Missouri",    Married-couple families,"1,937",3.90%,0.30%,4.00%,11.40%,15.50%,17.60%,20.30%,19.80%,2.60%,4.70%,"70,150",N,,(X),(X),(X)
"Maries County, Missouri",    Nonfamily households,"1,370",15.00%,12.10%,16.50%,14.50%,14.40%,20.40%,2.90%,4.00%,0.00%,0.20%,"28,633","37,451",,(X),(X),33.90%
"Marion County, Missouri",    Households,"11,537",8.20%,3.80%,11.30%,9.70%,13.50%,23.90%,11.50%,14.10%,2.30%,1.80%,"54,277","64,713",,40.90%,(X),(X)
"Marion County, Missouri",    Families,"7,661",5.00%,1.40%,9.20%,8.90%,12.30%,24.10%,14.40%,19.60%,2.90%,2.10%,"64,001","73,004",,(X),40.40%,(X)
"Marion County, Missouri",    Married-couple families,"5,827",1.90%,1.00%,5.70%,6.60%,10.30%,26.40%,16.70%,24.90%,3.80%,2.80%,"74,093",N,,(X),(X),(X)
"Marion County, Missouri",    Nonfamily households,"3,876",16.70%,9.40%,16.50%,15.00%,17.50%,15.50%,5.20%,2.00%,0.90%,1.30%,"29,649","43,180",,(X),(X),40.90%
"Mercer County, Missouri",    Households,"1,333",8.10%,7.40%,11.00%,10.70%,12.80%,23.00%,14.10%,11.60%,0.20%,1.20%,"50,030","58,214",,44.50%,(X),(X)
"Mercer County, Missouri",    Families,821,4.30%,0.90%,6.30%,7.80%,16.80%,26.30%,18.30%,17.40%,0.00%,1.90%,"72,774","72,809",,(X),48.40%,(X)
"Mercer County, Missouri",    Married-couple families,726,3.20%,1.00%,6.90%,7.00%,14.60%,27.40%,18.60%,19.10%,0.00%,2.20%,"73,294",N,,(X),(X),(X)
"Mercer County, Missouri",    Nonfamily households,512,16.00%,17.80%,18.40%,15.40%,7.00%,16.80%,5.90%,2.10%,0.60%,0.00%,"22,885","33,177",,(X),(X),38.30%
"Miller County, Missouri",    Households,"10,452",6.20%,5.80%,11.10%,13.80%,15.10%,19.40%,13.10%,9.70%,2.40%,3.50%,"47,964","63,637",,36.00%,(X),(X)
"Miller County, Missouri",    Families,"6,956",3.60%,1.90%,8.50%,10.80%,13.60%,23.10%,17.30%,12.90%,3.50%,4.90%,"63,363","76,874",,(X),36.50%,(X)
"Miller County, Missouri",    Married-couple families,"5,622",1.20%,0.40%,5.60%,10.20%,12.30%,23.70%,21.00%,15.40%,4.20%,6.00%,"71,120",N,,(X),(X),(X)
"Miller County, Missouri",    Nonfamily households,"3,496",13.90%,15.50%,18.30%,18.60%,17.40%,7.40%,5.10%,2.70%,0.30%,0.80%,"26,139","34,019",,(X),(X),32.30%
"Mississippi County, Missouri",    Households,"4,998",13.40%,9.30%,16.00%,12.10%,14.10%,12.90%,11.30%,7.90%,1.50%,1.40%,"34,354","48,709",,33.70%,(X),(X)
"Mississippi County, Missouri",    Families,"3,426",11.00%,6.10%,12.60%,14.60%,15.10%,13.50%,13.80%,9.70%,1.70%,1.80%,"40,625","55,297",,(X),33.40%,(X)
"Mississippi County, Missouri",    Married-couple families,"2,225",2.80%,2.60%,8.40%,12.30%,16.50%,19.50%,19.40%,13.10%,2.60%,2.80%,"54,685",N,,(X),(X),(X)
"Mississippi County, Missouri",    Nonfamily households,"1,572",18.80%,16.30%,23.30%,9.20%,12.50%,9.60%,5.20%,3.90%,0.60%,0.60%,"17,939","32,671",,(X),(X),34.30%
"Moniteau County, Missouri",    Households,"5,450",5.20%,6.00%,7.90%,11.60%,14.00%,17.50%,19.40%,12.70%,3.90%,1.80%,"57,012","66,126",,40.20%,(X),(X)
"Moniteau County, Missouri",    Families,"3,858",2.60%,2.30%,6.20%,8.60%,12.70%,21.30%,22.70%,17.80%,3.80%,1.90%,"71,214","75,314",,(X),39.80%,(X)
"Moniteau County, Missouri",    Married-couple families,"3,211",0.90%,1.30%,3.20%,8.50%,10.70%,22.40%,26.40%,19.80%,4.60%,2.20%,"77,541",N,,(X),(X),(X)
"Moniteau County, Missouri",    Nonfamily households,"1,592",11.60%,16.00%,13.80%,19.50%,18.10%,7.60%,7.70%,2.30%,3.30%,0.30%,"29,611","39,456",,(X),(X),40.10%
"Monroe County, Missouri",    Households,"3,731",9.10%,8.20%,10.90%,12.50%,17.30%,15.50%,14.00%,9.80%,1.80%,0.80%,"43,422","55,940",,33.80%,(X),(X)
"Monroe County, Missouri",    Families,"2,388",2.60%,4.70%,6.50%,9.50%,19.00%,20.40%,19.90%,13.20%,2.80%,1.30%,"60,556","70,602",,(X),36.20%,(X)
"Monroe County, Missouri",    Married-couple families,"1,889",2.20%,3.60%,4.60%,7.40%,19.00%,19.90%,22.20%,16.00%,3.50%,1.60%,"63,373",N,,(X),(X),(X)
"Monroe County, Missouri",    Nonfamily households,"1,343",21.10%,14.80%,20.70%,17.20%,14.30%,7.10%,3.10%,1.70%,0.00%,0.00%,"20,239","27,022",,(X),(X),29.10%
"Montgomery County, Missouri",    Households,"4,995",7.40%,6.00%,11.00%,8.90%,14.00%,22.10%,13.60%,12.80%,2.80%,1.30%,"52,123","61,121",,37.70%,(X),(X)
"Montgomery County, Missouri",    Families,"3,296",2.80%,3.50%,7.80%,6.80%,13.60%,24.60%,17.30%,17.50%,4.10%,2.00%,"65,054","73,320",,(X),36.80%,(X)
"Montgomery County, Missouri",    Married-couple families,"2,564",0.90%,1.80%,5.20%,4.60%,13.00%,25.80%,19.20%,22.30%,5.10%,2.00%,"73,750",N,,(X),(X),(X)
"Montgomery County, Missouri",    Nonfamily households,"1,699",18.20%,13.20%,16.70%,13.50%,13.10%,16.00%,5.80%,3.40%,0.30%,0.00%,"26,890","34,873",,(X),(X),37.70%
"Morgan County, Missouri",    Households,"7,639",9.50%,5.20%,15.30%,14.20%,13.60%,17.70%,9.90%,10.60%,1.00%,3.10%,"41,477","63,736",,37.20%,(X),(X)
"Morgan County, Missouri",    Families,"5,122",8.20%,2.40%,9.70%,11.90%,14.40%,21.70%,13.00%,13.90%,1.40%,3.40%,"54,973","76,943",,(X),37.40%,(X)
"Morgan County, Missouri",    Married-couple families,"4,118",3.50%,1.20%,8.30%,9.50%,16.10%,23.70%,14.50%,17.10%,1.80%,4.20%,"64,770",N,,(X),(X),(X)
"Morgan County, Missouri",    Nonfamily households,"2,517",13.80%,12.10%,25.10%,18.60%,12.10%,8.70%,3.40%,3.70%,0.00%,2.50%,"24,080","35,721",,(X),(X),36.60%
"New Madrid County, Missouri",    Households,"7,281",8.60%,8.70%,14.00%,12.60%,15.60%,16.40%,10.80%,10.00%,2.40%,0.80%,"40,129","53,266",,32.90%,(X),(X)
"New Madrid County, Missouri",    Families,"4,734",6.00%,5.30%,12.20%,12.50%,15.00%,17.40%,13.20%,14.40%,3.00%,1.10%,"49,325","62,399",,(X),31.70%,(X)
"New Madrid County, Missouri",    Married-couple families,"3,154",1.20%,2.90%,6.70%,7.20%,16.40%,22.60%,17.50%,19.70%,4.20%,1.60%,"65,536",N,,(X),(X),(X)
"New Madrid County, Missouri",    Nonfamily households,"2,547",15.60%,14.90%,18.80%,15.20%,16.40%,12.40%,3.30%,2.10%,1.30%,0.00%,"25,515","32,328",,(X),(X),32.30%
"Newton County, Missouri",    Households,"22,123",5.30%,3.80%,10.40%,12.90%,15.30%,20.20%,12.20%,12.00%,3.10%,4.90%,"52,067","78,240",,34.80%,(X),(X)
"Newton County, Missouri",    Families,"15,415",2.30%,2.50%,7.50%,11.00%,14.10%,20.60%,16.00%,15.20%,4.10%,6.80%,"65,045","94,223",,(X),34.40%,(X)
"Newton County, Missouri",    Married-couple families,"12,869",1.40%,1.50%,5.50%,9.80%,13.50%,20.80%,17.60%,17.10%,4.50%,8.10%,"70,650","103,792",,(X),(X),(X)
"Newton County, Missouri",    Nonfamily households,"6,708",13.50%,7.80%,19.10%,17.10%,16.50%,18.20%,4.20%,2.70%,0.60%,0.30%,"30,499","37,989",,(X),(X),32.90%
"Nodaway County, Missouri",    Households,"8,510",8.60%,4.90%,13.90%,9.70%,17.00%,17.20%,14.00%,9.60%,3.10%,1.90%,"46,303","61,082",,35.80%,(X),(X)
"Nodaway County, Missouri",    Families,"4,644",3.00%,2.10%,7.20%,6.90%,13.60%,23.30%,20.10%,15.70%,5.10%,2.90%,"67,279","80,721",,(X),34.80%,(X)
"Nodaway County, Missouri",    Married-couple families,"3,711",0.80%,1.50%,4.80%,5.10%,11.20%,25.40%,23.20%,18.00%,6.40%,3.60%,"76,343",N,,(X),(X),(X)
"Nodaway County, Missouri",    Nonfamily households,"3,866",15.60%,8.60%,22.40%,13.10%,22.40%,9.30%,5.00%,2.50%,0.40%,0.70%,"26,985","36,069",,(X),(X),36.60%
"Oregon County, Missouri",    Households,"4,298",12.10%,9.50%,19.70%,10.70%,16.90%,16.10%,5.80%,6.70%,1.90%,0.60%,"32,766","43,639",,39.10%,(X),(X)
"Oregon County, Missouri",    Families,"2,966",7.60%,7.90%,16.50%,10.00%,18.10%,21.60%,6.30%,8.70%,2.60%,0.70%,"41,139","50,318",,(X),42.00%,(X)
"Oregon County, Missouri",    Married-couple families,"2,332",5.50%,5.40%,12.70%,8.30%,19.80%,25.70%,7.80%,11.00%,3.30%,0.60%,"48,061",N,,(X),(X),(X)
"Oregon County, Missouri",    Nonfamily households,"1,332",22.50%,13.10%,28.40%,12.80%,13.50%,1.80%,5.50%,1.90%,0.30%,0.20%,"20,567","27,560",,(X),(X),30.60%
"Osage County, Missouri",    Households,"5,273",4.50%,4.30%,8.60%,7.50%,13.40%,22.30%,16.40%,16.40%,2.70%,3.90%,"62,087","87,288",,35.30%,(X),(X)
"Osage County, Missouri",    Families,"3,825",1.40%,0.50%,3.90%,6.30%,12.10%,24.90%,19.60%,22.30%,3.70%,5.30%,"77,623","106,745",,(X),36.30%,(X)
"Osage County, Missouri",    Married-couple families,"3,351",0.60%,0.40%,2.90%,4.70%,10.70%,24.80%,20.70%,24.90%,4.20%,6.10%,"82,237",N,,(X),(X),(X)
"Osage County, Missouri",    Nonfamily households,"1,448",12.70%,14.40%,22.30%,13.70%,16.20%,13.00%,7.00%,0.70%,0.00%,0.10%,"25,625","33,764",,(X),(X),31.40%
"Ozark County, Missouri",    Households,"4,082",9.90%,9.10%,19.20%,15.10%,16.90%,15.00%,6.70%,6.80%,0.60%,0.70%,"33,046","43,966",,37.90%,(X),(X)
"Ozark County, Missouri",    Families,"2,505",5.00%,3.10%,20.30%,12.40%,18.40%,20.80%,9.30%,9.20%,1.00%,0.50%,"40,049","50,795",,(X),43.60%,(X)
"Ozark County, Missouri",    Married-couple families,"2,170",3.20%,3.30%,20.40%,12.60%,19.50%,21.10%,7.60%,10.60%,1.20%,0.60%,"41,169",N,,(X),(X),(X)
"Ozark County, Missouri",    Nonfamily households,"1,577",18.10%,18.70%,19.20%,19.80%,12.60%,5.80%,1.90%,2.90%,0.00%,1.00%,"22,614","32,205",,(X),(X),29.00%
"Pemiscot County, Missouri",    Households,"6,640",15.60%,7.80%,15.60%,11.10%,13.30%,12.80%,9.10%,8.50%,4.40%,1.80%,"34,709","53,556",,28.70%,(X),(X)
"Pemiscot County, Missouri",    Families,"4,388",9.10%,4.20%,15.70%,10.10%,13.30%,16.80%,11.40%,10.80%,6.10%,2.60%,"47,977","65,664",,(X),27.80%,(X)
"Pemiscot County, Missouri",    Married-couple families,"2,600",4.80%,0.30%,5.50%,9.10%,14.20%,19.90%,16.00%,16.00%,10.10%,4.00%,"67,160",N,,(X),(X),(X)
"Pemiscot County, Missouri",    Nonfamily households,"2,252",28.90%,14.30%,18.60%,11.70%,13.30%,5.80%,4.30%,1.70%,1.10%,0.20%,"19,238","27,351",,(X),(X),29.80%
"Perry County, Missouri",    Households,"7,577",3.80%,4.60%,11.40%,9.90%,12.90%,22.40%,16.00%,13.90%,2.30%,2.70%,"56,861","68,476",,35.30%,(X),(X)
"Perry County, Missouri",    Families,"5,037",1.90%,1.50%,6.70%,7.30%,13.30%,22.40%,21.70%,19.10%,3.10%,3.00%,"71,563","80,240",,(X),34.30%,(X)
"Perry County, Missouri",    Married-couple families,"4,286",0.30%,1.30%,3.90%,7.40%,12.80%,21.30%,24.20%,21.80%,3.50%,3.60%,"77,171",N,,(X),(X),(X)
"Perry County, Missouri",    Nonfamily households,"2,540",8.20%,11.20%,22.40%,13.70%,13.50%,21.30%,4.00%,2.80%,0.90%,2.00%,"31,351","43,381",,(X),(X),36.50%
"Pettis County, Missouri",    Households,"16,193",5.20%,5.00%,11.60%,11.90%,17.00%,21.10%,12.10%,11.10%,2.50%,2.40%,"49,315","65,246",,38.60%,(X),(X)
"Pettis County, Missouri",    Families,"10,889",3.30%,3.00%,8.40%,10.70%,14.40%,24.50%,15.40%,14.50%,3.60%,2.20%,"58,460","72,643",,(X),39.90%,(X)
"Pettis County, Missouri",    Married-couple families,"8,425",2.10%,2.00%,4.20%,9.50%,12.70%,25.90%,18.40%,18.20%,4.50%,2.40%,"68,493","79,734",,(X),(X),(X)
"Pettis County, Missouri",    Nonfamily households,"5,304",10.00%,10.10%,20.20%,15.60%,21.30%,12.00%,4.60%,4.10%,0.20%,2.00%,"31,135","46,379",,(X),(X),33.50%
"Phelps County, Missouri",    Households,"18,213",10.70%,5.80%,12.50%,9.90%,15.00%,18.10%,10.30%,11.10%,3.70%,2.80%,"44,987","62,126",,32.10%,(X),(X)
"Phelps County, Missouri",    Families,"11,355",4.10%,2.40%,8.50%,9.00%,14.60%,20.80%,15.10%,16.00%,5.50%,3.80%,"60,228","78,329",,(X),33.30%,(X)
"Phelps County, Missouri",    Married-couple families,"8,479",1.10%,0.90%,6.10%,6.50%,10.10%,25.00%,18.20%,20.00%,7.00%,5.10%,"75,451",N,,(X),(X),(X)
"Phelps County, Missouri",    Nonfamily households,"6,858",23.20%,11.30%,19.20%,13.80%,15.70%,10.90%,2.40%,2.30%,0.60%,0.60%,"22,951","32,293",,(X),(X),28.70%
"Pike County, Missouri",    Households,"6,653",6.80%,6.40%,12.30%,12.40%,17.50%,16.10%,13.30%,11.10%,2.30%,1.90%,"44,920","60,416",,35.30%,(X),(X)
"Pike County, Missouri",    Families,"4,333",7.10%,3.20%,7.90%,8.10%,15.30%,19.40%,18.90%,14.50%,3.00%,2.40%,"59,300","71,105",,(X),35.60%,(X)
"Pike County, Missouri",    Married-couple families,"3,084",4.50%,0.90%,6.90%,6.00%,15.30%,20.70%,20.60%,17.70%,4.00%,3.40%,"70,500",N,,(X),(X),(X)
"Pike County, Missouri",    Nonfamily households,"2,320",11.20%,13.20%,20.50%,16.90%,21.90%,8.00%,3.70%,3.10%,0.90%,0.80%,"28,924","37,055",,(X),(X),34.90%
"Platte County, Missouri",    Households,"39,918",2.50%,1.90%,4.90%,8.40%,10.70%,16.60%,15.70%,20.00%,9.40%,10.00%,"82,448","103,822",,27.80%,(X),(X)
"Platte County, Missouri",    Families,"26,679",1.10%,0.70%,2.90%,5.60%,8.20%,14.40%,16.80%,24.20%,12.40%,13.50%,"100,420","122,659",,(X),28.40%,(X)
"Platte County, Missouri",    Married-couple families,"21,275",0.50%,0.30%,1.80%,3.30%,5.90%,12.70%,16.80%,27.60%,15.10%,16.10%,"113,139","136,738",,(X),(X),(X)
"Platte County, Missouri",    Nonfamily households,"13,239",5.70%,4.60%,9.90%,14.90%,16.50%,21.20%,11.90%,9.90%,3.00%,2.40%,"48,045","62,059",,(X),(X),24.80%
"Polk County, Missouri",    Households,"11,833",6.70%,6.20%,12.90%,10.80%,15.70%,19.50%,10.30%,11.50%,4.70%,1.90%,"47,614","62,041",,31.70%,(X),(X)
"Polk County, Missouri",    Families,"8,141",4.40%,2.90%,8.10%,10.20%,17.10%,21.70%,12.20%,15.20%,5.80%,2.30%,"56,435","72,390",,(X),29.20%,(X)
"Polk County, Missouri",    Married-couple families,"6,280",2.10%,1.60%,4.10%,8.50%,17.00%,23.10%,15.40%,17.80%,7.50%,3.00%,"66,202",N,,(X),(X),(X)
"Polk County, Missouri",    Nonfamily households,"3,692",14.10%,13.20%,25.00%,12.70%,12.40%,13.80%,3.30%,3.80%,0.70%,0.90%,"22,991","34,831",,(X),(X),33.60%
"Pulaski County, Missouri",    Households,"15,061",5.60%,3.90%,8.50%,7.40%,16.90%,22.50%,13.50%,16.30%,3.10%,2.30%,"58,426","68,486",,39.40%,(X),(X)
"Pulaski County, Missouri",    Families,"10,381",4.70%,1.70%,8.10%,4.90%,12.50%,24.40%,14.60%,22.10%,4.30%,2.80%,"69,120","78,230",,(X),39.20%,(X)
"Pulaski County, Missouri",    Married-couple families,"8,429",2.20%,1.00%,5.70%,4.40%,13.10%,23.50%,16.70%,25.00%,5.10%,3.40%,"75,333",N,,(X),(X),(X)
"Pulaski County, Missouri",    Nonfamily households,"4,680",10.60%,8.10%,9.50%,11.70%,26.10%,18.80%,11.20%,2.40%,0.60%,0.80%,"39,720","45,053",,(X),(X),39.40%
"Putnam County, Missouri",    Households,"1,698",6.80%,4.40%,10.00%,12.70%,17.10%,18.70%,16.50%,8.20%,4.40%,1.40%,"48,833","66,579",,41.20%,(X),(X)
"Putnam County, Missouri",    Families,"1,085",3.20%,2.30%,8.90%,10.00%,10.90%,23.90%,21.40%,11.20%,6.40%,1.90%,"62,398","80,944",,(X),37.60%,(X)
"Putnam County, Missouri",    Married-couple families,871,1.00%,0.80%,8.60%,10.10%,9.80%,26.40%,21.70%,11.30%,7.90%,2.40%,"65,139",N,,(X),(X),(X)
"Putnam County, Missouri",    Nonfamily households,613,13.50%,9.30%,13.70%,15.00%,28.90%,9.50%,6.50%,2.30%,0.80%,0.50%,"33,813","39,235",,(X),(X),46.70%
"Ralls County, Missouri",    Households,"4,132",8.70%,4.50%,9.20%,9.60%,12.40%,19.00%,16.40%,16.20%,3.00%,1.00%,"54,194","66,069",,33.40%,(X),(X)
"Ralls County, Missouri",    Families,"2,873",5.80%,1.50%,6.30%,5.40%,11.50%,23.20%,19.10%,21.90%,4.30%,1.00%,"69,578","75,155",,(X),36.50%,(X)
"Ralls County, Missouri",    Married-couple families,"2,462",5.70%,0.30%,5.20%,4.00%,9.70%,22.70%,21.80%,24.60%,5.00%,1.10%,"77,118",N,,(X),(X),(X)
"Ralls County, Missouri",    Nonfamily households,"1,259",15.70%,12.00%,16.40%,19.10%,14.50%,9.10%,9.70%,2.50%,0.00%,1.00%,"30,245","44,026",,(X),(X),25.80%
