County_Name,Civilian employed population 16 years and over,"Agriculture, forestry, fishing and hunting, and mining",Construction,Manufacturing,Wholesale trade,Retail trade,"Transportation and warehousing, and utilities",Information,"Finance and insurance, and real estate and rental and leasing","Professional, scientific, and management, and administrative and waste management services","Educational services, and health care and social assistance","Arts, entertainment, and recreation, and accommodation and food services","Other services, except public administration",Public administration,PERCENT ALLOCATED,PERCENT IMPUTED!!Industry
"Platte County, Missouri","50,923",620,"3,161","4,601","1,949","5,332","2,816","2,123","3,997","7,339","9,458","4,074","3,166","2,287",,7.50%
"St. Charles County, Missouri","210,699","1,347","12,975","24,756","6,897","25,360","9,251","5,702","21,059","21,288","45,422","19,989","10,624","6,029",,11.30%
"St. Francois County, Missouri",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,8.60%
"St. Louis County, Missouri","505,073","1,348","22,500","49,328","16,606","56,519","25,415","10,672","45,628","67,126","127,626","45,675","23,542","13,088",,9.70%
"St. Louis city, Missouri","152,050","1,139","5,799","12,672","3,129","16,134","7,371","3,526","11,103","18,971","39,861","18,757","6,348","7,240",,12.50%
"Cascade County, Montana","37,292","1,824","2,946","1,527",705,"3,889","1,981",618,"2,173","2,402","9,562","4,935","2,578","2,152",,8.20%
"Flathead County, Montana","43,794","1,198","5,735","2,476",958,"5,135","1,869",683,"3,602","4,558","10,782","3,379","2,069","1,350",,12.40%
"Gallatin County, Montana","56,194","1,730","6,190","2,305","2,048","7,861","2,024",440,"2,281","4,602","15,018","7,157","2,261","2,277",,9.10%
"Lewis and Clark County, Montana",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,6.80%
"Missoula County, Montana","60,583","1,342","3,508","1,731","1,470","9,080","2,419","1,784","3,477","6,207","15,774","7,603","3,553","2,635",,7.20%
"Yellowstone County, Montana","80,152","2,458","7,905","4,018","2,384","9,444","3,763","2,451","5,529","8,128","18,195","8,360","4,245","3,272",,7.80%
"Douglas County, Nebraska","284,474","2,732","18,605","22,870","7,676","31,136","13,460","6,657","30,311","36,796","69,399","26,103","11,581","7,148",,10.90%
"Lancaster County, Nebraska","167,273","1,874","11,706","15,579","3,852","18,841","7,083","2,711","12,632","16,862","45,204","14,337","7,189","9,403",,7.10%
"Sarpy County, Nebraska","91,817",882,"6,458","6,438","3,664","10,067","5,816","1,983","8,976","9,796","22,275","6,471","4,601","4,390",,8.40%
"Clark County, Nevada","975,157","3,082","59,913","35,113","17,297","117,985","49,536","13,581","62,795","116,646","141,085","281,820","42,635","33,669",,11.50%
"Washoe County, Nevada","219,522","1,966","13,752","14,804","7,612","27,469","13,597","3,200","12,869","26,746","40,848","37,273","10,993","8,393",,9.30%
"Cheshire County, New Hampshire","39,915",528,"2,702","4,976","2,080","4,928","1,991",677,"1,604","2,746","11,465","3,390","1,676","1,152",,7.50%
"Grafton County, New Hampshire","46,901",973,"3,497","4,453",673,"4,251","1,215",473,"1,900","3,833","16,542","5,512","2,081","1,498",,12.30%
"Hillsborough County, New Hampshire","221,277","1,332","13,142","30,421","6,985","25,254","8,157","5,660","16,089","29,426","51,812","15,274","11,429","6,296",,8.60%
"Merrimack County, New Hampshire","76,518",675,"5,770","7,801","2,201","9,799","2,265","1,333","4,865","7,531","20,703","6,586","3,027","3,962",,9.50%
"Rockingham County, New Hampshire","173,766","1,229","10,890","25,151","5,886","22,320","8,746","4,337","11,151","21,420","37,818","12,230","6,243","6,345",,9.20%
"Strafford County, New Hampshire","66,859",460,"2,586","7,493",678,"8,573","3,264",678,"4,887","7,282","17,705","8,186","1,930","3,137",,8.40%
"Atlantic County, New Jersey","128,434",571,"8,405","5,071","2,586","15,182","4,942","1,772","5,854","10,615","30,032","32,801","4,981","5,622",,8.50%
"Bergen County, New Jersey","477,434",447,"25,760","36,740","22,878","54,815","25,033","16,516","48,692","63,735","110,556","35,584","22,880","13,798",,11.70%
"Burlington County, New Jersey","219,598","1,422","10,567","17,343","8,169","25,289","11,152","5,475","18,443","28,295","55,536","16,508","7,251","14,148",,11.70%
"Camden County, New Jersey","248,104",279,"12,647","17,502","7,504","26,774","13,947","4,222","18,676","31,260","69,729","22,581","12,035","10,948",,10.20%
"Cape May County, New Jersey","41,556",383,"4,063","1,506",902,"4,504","1,065",579,"2,859","3,401","10,608","6,992","1,457","3,237",,7.40%
"Cumberland County, New Jersey","66,220","3,141","4,600","8,844","1,513","8,058","3,852",480,"2,713","4,803","17,267","4,512","2,071","4,366",,9.20%
"Essex County, New Jersey","371,110",157,"19,928","23,467","9,103","33,791","28,343","11,750","26,375","52,232","100,043","33,403","18,630","13,888",,15.80%
"Gloucester County, New Jersey","143,071",773,"9,638","10,120","4,727","16,599","9,134","2,735","9,749","16,900","38,346","12,432","6,114","5,804",,8.70%
"Hudson County, New Jersey","353,633",149,"19,564","24,002","14,030","35,561","27,366","11,955","39,603","52,637","71,127","30,051","17,364","10,224",,13.30%
"Hunterdon County, New Jersey","65,982",935,"3,777","7,025","3,438","6,178","1,660","2,610","6,152","9,740","14,155","5,044","2,865","2,403",,8.00%
"Mercer County, New Jersey","180,186",315,"7,622","14,930","4,924","20,198","7,873","3,029","15,404","25,475","44,496","14,722","8,047","13,151",,11.80%
"Middlesex County, New Jersey","403,939",464,"22,871","35,860","17,021","43,087","27,646","12,798","34,899","61,013","88,555","28,974","17,772","12,979",,11.10%
"Monmouth County, New Jersey","311,403",780,"21,444","18,789","8,820","36,510","14,327","13,021","31,521","40,222","72,109","27,968","14,862","11,030",,10.20%
"Morris County, New Jersey","263,313",345,"12,708","25,528","9,627","29,467","9,987","9,491","26,678","44,379","58,386","18,508","11,304","6,905",,9.10%
"Ocean County, New Jersey","259,480",523,"22,400","13,629","8,288","39,929","14,478","4,227","16,607","25,580","67,413","21,131","11,633","13,642",,11.90%
"Passaic County, New Jersey","229,788",59,"15,677","28,979","7,556","30,035","16,380","5,433","12,036","25,018","53,644","15,228","12,617","7,126",,11.40%
"Salem County, New Jersey","29,622",916,"2,578","3,913",727,"2,346","3,022",195,"1,799","2,268","7,270","2,039","1,463","1,086",,13.70%
"Somerset County, New Jersey","174,190","1,142","7,517","21,204","6,527","16,886","6,731","6,830","18,613","27,747","38,776","11,126","6,732","4,359",,12.90%
"Sussex County, New Jersey","76,720",695,"6,471","5,308","2,953","10,012","3,227","1,366","5,645","9,124","17,249","7,847","2,890","3,933",,10.50%
"Union County, New Jersey","274,936",117,"15,615","25,521","8,793","30,010","21,875","6,241","24,314","37,264","58,585","21,819","13,435","11,347",,13.20%
"Warren County, New Jersey","55,817",892,"4,121","4,406","1,724","9,058","2,609","1,180","4,437","8,098","9,647","5,071","3,023","1,551",,7.80%
"Bernalillo County, New Mexico","309,526","3,523","20,692","11,312","8,002","38,423","9,051","6,179","15,760","45,730","77,493","36,966","17,057","19,338",,9.50%
"Chaves County, New Mexico",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,9.40%
"Doña Ana County, New Mexico","88,709","2,401","6,380","3,160","1,692","9,420","3,609",895,"3,677","10,220","27,157","8,768","3,799","7,531",,6.30%
"Lea County, New Mexico","28,988","5,239","2,259",684,"2,087","2,931","2,343",469,971,"1,380","5,917","2,331","1,360","1,017",,9.60%
"McKinley County, New Mexico","25,513",862,"1,917","1,338",208,"2,848",749,870,502,"1,882","8,184","2,965","1,033","2,155",,17.40%
"Otero County, New Mexico",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,12.90%
"Sandoval County, New Mexico","61,134",617,"3,757","3,931","2,268","7,445","2,727","1,025","3,958","7,408","14,737","7,234","2,437","3,590",,8.40%
"San Juan County, New Mexico","51,078","5,804","4,723","1,528","2,011","4,873","4,323",385,"1,910","3,957","10,898","5,029","3,061","2,576",,8.70%
"Santa Fe County, New Mexico","71,599",976,"4,404","1,820",745,"8,299","2,191","1,388","3,508","11,728","15,814","10,395","3,968","6,363",,7.40%
"Valencia County, New Mexico",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,10.30%
"Albany County, New York","159,252",884,"7,836","7,174","2,924","15,502","5,955","3,637","12,026","15,761","43,298","15,517","9,658","19,080",,16.30%
"Bronx County, New York","600,417",800,"32,342","22,465","10,284","68,411","42,170","10,334","38,327","52,915","194,118","74,131","35,414","18,706",,12.80%
"Broome County, New York","88,826","1,285","3,849","8,197","2,276","11,759","3,508","1,598","3,343","8,405","26,708","9,670","4,613","3,615",,11.40%
"Cattaraugus County, New York","33,431","1,252","3,187","4,322",573,"4,597","1,217",269,931,"1,462","8,960","3,384","1,207","2,070",,8.70%
"Cayuga County, New York","38,360","1,295","2,133","5,253","1,337","4,320","1,682",351,"1,471","2,888","10,116","2,969","2,096","2,449",,12.80%
"Chautauqua County, New York","57,550","1,330","3,168","11,306",918,"6,604","2,124",503,"1,510","3,447","14,999","5,667","2,445","3,529",,8.40%
"Chemung County, New York","39,100",470,"1,956","6,111","1,370","4,477","1,819",852,"1,236","2,889","10,638","3,495","1,405","2,382",,9.50%
"Clinton County, New York",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,6.50%
"Dutchess County, New York","139,698","1,036","9,686","11,381","3,105","14,824","7,984","3,678","8,712","14,926","38,981","12,686","6,279","6,420",,13.60%
"Erie County, New York","451,150","1,166","23,739","44,870","12,949","50,732","20,150","7,335","36,482","45,740","121,692","46,895","18,641","20,759",,10.10%
"Jefferson County, New York","45,588",736,"2,989","2,495","1,216","5,787","1,943",590,"2,114","2,424","11,565","4,642","3,433","5,654",,8.20%
"Kings County, New York","1,228,592","1,665","60,646","41,357","26,235","115,564","79,832","52,283","90,148","163,981","352,328","128,767","69,733","46,053",,16.20%
"Livingston County, New York","28,749","1,036","2,208","4,159",975,"2,450",973,347,716,"3,080","8,043","2,577","1,158","1,027",,8.60%
"Madison County, New York","33,023",516,"1,997","4,285","1,347","4,320","1,664",455,949,"2,353","9,446","2,834","1,799","1,058",,9.80%
"Monroe County, New York","367,870","1,215","17,015","38,895","8,558","42,923","13,919","9,598","18,694","43,895","112,195","31,032","18,474","11,457",,10.10%
"Nassau County, New York","683,510",987,"38,583","30,358","22,353","70,402","40,687","22,996","67,328","82,929","198,955","48,585","30,380","28,967",,14.70%
"New York County, New York","908,640",264,"16,914","24,286","22,903","66,541","28,000","57,900","144,017","174,978","205,883","107,231","37,054","22,669",,13.60%
"Niagara County, New York","99,673",617,"5,744","14,118","2,948","12,786","5,297",973,"5,150","7,987","25,642","9,537","5,993","2,881",,11.80%
"Oneida County, New York","100,357",903,"5,278","10,969","1,847","12,463","3,903","1,065","5,615","7,956","30,664","8,340","4,385","6,969",,14.90%
"Onondaga County, New York","224,008","1,628","11,950","16,032","6,966","25,998","11,470","5,198","13,794","22,699","68,329","22,674","8,862","8,408",,12.40%
"Ontario County, New York","54,989",837,"3,182","7,190","1,278","6,622","1,592",785,"2,129","4,420","16,813","6,151","2,016","1,974",,8.20%
"Orange County, New York","171,199","1,037","8,895","14,316","6,756","21,803","9,835","4,725","9,294","14,437","45,706","14,793","8,021","11,581",,15.60%
"Oswego County, New York","52,656",392,"4,375","6,170","1,107","6,519","4,404","1,019","2,026","3,495","12,637","5,863","2,119","2,530",,8.80%
"Putnam County, New York","50,881",34,"5,075","1,829",975,"6,948","1,824","2,325","3,551","4,940","14,214","4,223","1,677","3,266",,15.80%
"Queens County, New York","1,146,156","2,113","79,954","46,191","29,724","113,870","95,157","28,220","87,074","131,443","272,870","137,568","74,406","47,566",,19.60%
"Rensselaer County, New York","82,322",607,"4,343","5,644","1,683","7,996","5,024","1,906","4,646","7,757","23,556","7,271","2,868","9,021",,13.40%
"Richmond County, New York","208,536",272,"16,477","5,045","2,752","21,271","13,783","5,376","21,075","24,664","61,620","14,626","7,833","13,742",,11.60%
"Rockland County, New York","149,123",150,"8,577","8,366","4,865","16,670","6,004","3,671","9,665","15,676","49,806","12,810","7,093","5,770",,11.00%
"St. Lawrence County, New York","43,107",997,"2,683","2,862",674,"5,771","1,337",553,"1,613","2,379","15,119","4,049","1,298","3,772",,11.70%
"Saratoga County, New York","115,673",830,"7,723","11,198","2,396","15,238","4,010","2,327","8,240","13,792","28,023","9,376","4,292","8,228",,7.20%
"Schenectady County, New York","72,969",121,"3,179","5,499","1,846","8,045","3,530","1,696","5,784","6,942","20,244","6,822","2,818","6,443",,12.50%
"Steuben County, New York","41,292","1,511","2,193","7,768",721,"4,625","1,635",773,"1,407","3,079","10,515","3,536","1,752","1,777",,8.20%
"Suffolk County, New York","744,715","3,156","57,239","51,280","23,337","84,752","42,317","21,485","52,865","87,288","195,702","57,078","33,634","34,582",,16.80%
"Sullivan County, New York","31,713",661,"2,985","1,732","1,958","4,122","1,933",816,"1,641","1,789","8,319","2,438","1,218","2,101",,8.20%
"Tompkins County, New York","50,549",833,"1,458","3,048",143,"4,964",929,"1,031","1,840","4,385","24,127","4,776","2,146",869,,14.90%
"Ulster County, New York","86,146","1,032","6,772","5,601","2,632","11,156","3,901","1,483","4,908","7,634","25,127","7,953","4,320","3,627",,15.00%
"Warren County, New York",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,11.40%
"Wayne County, New York","42,559","1,649","3,086","7,516",743,"4,889","1,485",655,"2,144","3,758","11,079","2,075","2,081","1,399",,9.90%
"Westchester County, New York","477,980",450,"28,840","19,613","11,693","46,854","19,843","15,124","51,226","71,693","124,739","41,173","28,137","18,595",,11.10%
"Alamance County, North Carolina","72,763",602,"4,938","12,015","1,679","9,018","1,891",704,"3,388","6,607","18,972","6,840","3,821","2,288",,11.50%
"Brunswick County, North Carolina",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,14.00%
"Buncombe County, North Carolina","117,832",992,"7,331","10,199","2,142","15,544","3,081","1,229","5,962","13,292","30,706","15,749","7,488","4,117",,7.60%
"Burke County, North Carolina","37,518",379,"2,490","7,815","1,056","4,126","1,157",447,878,"2,264","9,826","3,524","1,344","2,212",,7.50%
"Cabarrus County, North Carolina","95,271",459,"8,397","9,427","3,258","12,533","5,012","1,528","8,902","8,577","20,752","8,011","5,386","3,029",,10.20%
"Caldwell County, North Carolina",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,8.80%
"Carteret County, North Carolina","30,290",473,"2,799","1,374",289,"3,465","1,412",395,"2,455","3,146","6,169","4,497","1,366","2,450",,10.60%
"Catawba County, North Carolina","67,277",241,"3,915","19,735","2,557","7,733","2,564",785,"2,705","5,058","12,142","6,267","1,641","1,934",,7.40%
"Chatham County, North Carolina",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,9.30%
"Cleveland County, North Carolina",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,10.60%
"Craven County, North Carolina","42,091",401,"2,464","4,511","1,489","3,901","3,333",77,"2,185","3,442","9,045","4,796","2,191","4,256",,7.50%
"Cumberland County, North Carolina","122,639",599,"6,783","8,747","1,805","18,114","3,843","2,322","4,414","12,613","32,606","13,633","6,778","10,382",,10.60%
"Davidson County, North Carolina","73,582",527,"7,006","16,567","1,368","8,664","3,988","1,454","2,460","5,291","14,927","4,965","3,529","2,836",,9.60%
"Durham County, North Carolina","157,950","1,546","10,245","12,891","2,380","11,694","3,020","3,532","7,658","19,851","55,598","16,754","6,198","6,583",,9.70%
"Forsyth County, North Carolina","168,831",985,"11,109","19,835","4,470","18,162","7,191","2,287","10,794","18,312","46,199","15,083","9,019","5,385",,9.70%
"Gaston County, North Carolina","91,518",356,"4,779","18,646","3,121","12,482","5,989","1,414","5,234","7,389","16,776","7,312","4,921","3,099",,13.60%
"Guilford County, North Carolina","245,890","1,284","15,087","29,962","8,514","27,458","12,553","3,700","20,199","25,142","56,757","24,837","13,700","6,697",,12.00%
"Harnett County, North Carolina","49,142","1,201","4,661","4,674","1,689","6,192","2,136",814,"1,689","4,150","11,358","3,906","1,819","4,853",,10.40%
"Henderson County, North Carolina","49,582",845,"4,267","7,257","1,679","6,354","2,005",526,"3,573","3,739","12,771","3,966","1,533","1,067",,18.40%
"Iredell County, North Carolina","81,073",544,"4,806","15,815","2,110","11,320","4,084",422,"4,489","6,749","16,509","7,807","4,658","1,760",,9.90%
"Johnston County, North Carolina","87,561","1,453","9,266","8,471","4,395","11,509","2,848",768,"3,309","7,233","18,168","9,429","3,999","6,713",,7.40%
"Lincoln County, North Carolina","37,523",283,"2,632","8,298",703,"4,380","2,576",777,"1,975","3,324","6,163","3,048","1,772","1,592",,7.20%
"Mecklenburg County, North Carolina","534,403","1,343","35,618","41,743","18,428","61,186","27,929","16,417","70,900","73,514","98,664","53,045","25,196","10,420",,8.80%
"Moore County, North Carolina",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,9.80%
"Nash County, North Carolina","43,995","1,126","3,611","6,571",874,"5,019","2,410",625,"2,615","3,289","9,384","5,085","1,684","1,702",,7.10%
"New Hanover County, North Carolina","105,493",418,"7,608","7,493","2,903","14,203","4,704","3,376","5,648","10,805","28,266","12,108","5,629","2,332",,9.60%
"Onslow County, North Carolina","64,037",150,"4,756","2,653","1,146","10,285",965,"1,332","2,758","8,576","12,984","8,590","3,482","6,360",,10.90%
"Orange County, North Carolina","75,667",403,"3,733","4,999",956,"6,426","1,291","1,252","4,490","8,284","30,034","8,434","2,679","2,686",,16.00%
"Pitt County, North Carolina","81,798","1,063","5,243","9,105","1,393","9,598","2,547","1,531","3,707","4,752","24,554","10,210","4,117","3,978",,9.10%
"Randolph County, North Carolina","66,521","1,018","4,734","15,064","1,689","7,300","4,140",668,"2,008","5,093","12,479","5,519","4,084","2,725",,9.50%
"Robeson County, North Carolina","46,987","1,699","4,682","8,235",783,"5,900","2,364",279,"1,339","1,777","11,951","3,233","1,957","2,788",,9.10%
"Rockingham County, North Carolina","37,903",201,"3,042","7,006","1,596","5,943","1,911",101,"1,427","3,964","7,905","1,068","2,003","1,736",,12.70%
"Rowan County, North Carolina","60,385",427,"6,118","10,279","1,693","7,845","3,090",336,"1,937","4,397","13,744","5,990","3,144","1,385",,10.10%
"Rutherford County, North Carolina",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,7.20%
"Surry County, North Carolina","29,390",555,"2,258","4,403",896,"3,979","1,372",216,"1,017","2,198","6,901","3,690","1,275",630,,6.90%
"Union County, North Carolina","109,270","1,015","8,232","12,679","3,653","12,150","5,370","2,514","11,181","13,895","23,297","8,535","4,270","2,479",,8.80%
"Wake County, North Carolina","528,812","1,789","34,734","41,230","13,765","56,269","19,497","18,882","39,890","101,164","107,542","46,214","21,748","26,088",,8.40%
"Wayne County, North Carolina","51,874",914,"3,290","8,946","1,667","7,925","2,324",123,"1,490","1,656","13,148","5,394","1,768","3,229",,9.60%
"Wilkes County, North Carolina",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,8.20%
"Wilson County, North Carolina","35,530",420,"1,882","7,588",990,"3,653","1,059",167,"1,824","2,811","8,533","2,763","2,619","1,221",,13.10%
"Burleigh County, North Dakota","51,848","2,221","4,900","2,093","1,770","5,953","3,243",489,"2,760","4,414","13,868","4,006","2,516","3,615",,6.40%
"Cass County, North Dakota","97,937","2,177","7,688","9,844","4,281","10,599","4,040",888,"7,609","10,196","23,596","9,862","4,949","2,208",,7.60%
"Grand Forks County, North Dakota","39,783","1,570","2,907","1,744","1,247","7,190","1,758",152,"1,795","2,051","11,068","4,280","1,428","2,593",,9.00%
"Ward County, North Dakota","36,941","2,877","2,663",978,"1,432","5,859","2,729",487,"1,626","3,151","7,627","3,554","2,349","1,609",,20.40%
"Allen County, Ohio","49,872",422,"2,296","10,720","1,817","3,790","2,371",293,"2,521","3,140","12,168","5,247","2,703","2,384",,7.30%
"Ashtabula County, Ohio","39,519",619,"2,249","9,687","1,069","4,122","1,724",737,"1,141","2,213","10,635","2,989","1,305","1,029",,6.00%
"Athens County, Ohio",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,11.60%
"Belmont County, Ohio","29,437","2,319","1,646","2,846",746,"4,104","1,652",172,"1,223","2,127","7,547","2,486","1,306","1,263",,8.00%
"Butler County, Ohio","177,826","1,231","9,864","25,902","6,018","22,359","8,046","2,334","13,123","16,344","41,175","18,284","7,559","5,587",,9.40%
"Clark County, Ohio","60,796",479,"2,626","11,522","1,868","6,940","2,766",553,"3,490","5,452","15,451","4,856","2,727","2,066",,12.70%
"Clermont County, Ohio","100,135",138,"7,182","16,640","2,794","13,513","4,688","1,872","8,658","12,135","18,397","6,587","4,925","2,606",,9.40%
"Columbiana County, Ohio","45,330","1,312","2,247","9,181","1,532","4,657","3,784",596,"1,405","2,452","8,916","5,377","2,651","1,220",,7.20%
"Cuyahoga County, Ohio","579,887","1,201","22,292","72,261","15,557","63,013","25,313","10,920","43,849","60,637","153,951","61,769","25,174","23,950",,8.60%
"Delaware County, Ohio","99,464",642,"3,687","8,092","4,250","10,999","3,432","2,680","12,717","14,784","22,394","7,726","3,519","4,542",,7.80%
"Erie County, Ohio",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,10.20%
"Fairfield County, Ohio","71,443",519,"5,343","7,209","2,558","9,370","4,101","1,272","4,234","5,315","17,457","6,790","2,346","4,929",,5.80%
"Franklin County, Ohio","645,548",973,"24,127","48,474","17,708","81,588","38,547","13,864","69,709","80,829","151,913","67,105","25,915","24,796",,8.50%
"Geauga County, Ohio","47,945",655,"4,106","7,533","2,035","5,680","1,772","1,162","2,956","4,471","9,927","3,731","2,706","1,211",,7.40%
"Greene County, Ohio","78,307",645,"3,210","8,866","1,821","8,066","2,279","1,106","4,893","9,281","21,037","6,499","4,176","6,428",,11.50%
"Hamilton County, Ohio","392,385",801,"16,057","45,788","9,646","46,858","18,803","6,508","33,616","48,343","99,117","38,849","15,585","12,414",,8.70%
"Hancock County, Ohio","38,919",618,"1,854","10,681","1,572","3,986","2,319",467,"1,929","2,102","7,534","2,524","2,519",814,,6.00%
"Jefferson County, Ohio",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,7.50%
"Lake County, Ohio","120,554",685,"4,725","25,341","4,088","14,555","5,751","1,789","7,666","10,288","27,429","9,405","4,493","4,339",,7.40%
"Licking County, Ohio","79,938",755,"5,590","9,487","1,598","11,760","3,472","1,283","7,111","6,634","16,368","7,002","3,699","5,179",,6.50%
"Lorain County, Ohio","138,855","1,210","8,914","22,973","3,940","15,795","5,172","1,806","8,980","12,204","31,620","13,252","6,212","6,777",,9.00%
"Lucas County, Ohio","197,937",397,"8,895","32,443","5,099","22,077","11,292","2,195","6,585","19,714","53,534","20,517","9,720","5,469",,7.90%
"Mahoning County, Ohio","103,419",546,"5,693","13,486","2,750","14,583","5,051","1,220","6,016","9,118","25,624","9,912","5,598","3,822",,6.20%
"Marion County, Ohio",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,8.50%
"Medina County, Ohio","93,013",645,"5,028","15,522","2,617","10,573","4,853","1,122","7,113","8,160","21,784","7,755","4,503","3,338",,8.90%
"Miami County, Ohio","49,834",206,"2,585","12,152",580,"5,351","1,345",765,"2,762","4,768","10,299","4,879","1,631","2,511",,6.60%
"Montgomery County, Ohio","241,469",610,"12,779","31,620","5,520","25,129","9,715","4,538","13,557","24,657","64,486","25,261","11,493","12,104",,9.40%
"Muskingum County, Ohio","38,550",643,"1,623","4,528","1,251","5,627","1,827",590,"2,140","1,945","10,400","4,393","2,225","1,358",,6.70%
"Portage County, Ohio","79,799",756,"4,391","15,413","1,387","8,920","3,612","1,340","2,648","6,402","18,458","9,097","4,858","2,517",,8.40%
"Richland County, Ohio","51,798",723,"2,440","10,293",857,"6,651","2,461",810,"2,372","2,946","12,235","5,755","2,146","2,109",,9.30%
"Ross County, Ohio","31,967",412,"2,056","4,571",535,"4,105","1,789",737,"1,503","1,020","8,105","4,315","1,001","1,818",,7.80%
"Scioto County, Ohio",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,7.70%
"Stark County, Ohio","184,215","3,032","11,811","30,287","7,331","21,105","7,978","3,537","9,578","15,560","41,633","18,608","9,647","4,108",,7.80%
"Summit County, Ohio","264,497",591,"11,193","40,694","7,884","34,866","10,838","5,255","18,964","28,282","61,743","26,091","11,401","6,695",,7.80%
"Trumbull County, Ohio","89,646",842,"4,541","20,456","1,357","11,148","5,440","1,351","4,199","6,199","18,911","8,891","3,806","2,505",,7.70%
"Tuscarawas County, Ohio","43,425","1,574","1,604","10,075",912,"4,495","2,570",753,"1,802","2,963","9,182","3,285","2,730","1,480",,9.70%
"Warren County, Ohio","111,476",769,"5,680","17,428","4,929","12,871","3,590","1,771","7,747","13,684","25,772","7,110","5,512","4,613",,9.60%
"Wayne County, Ohio","57,664","1,936","3,661","14,399","1,395","5,399","3,427",310,"2,246","3,842","13,341","4,636","2,199",873,,9.50%
"Wood County, Ohio","68,188",788,"3,409","12,593","1,672","7,383","5,222",949,"2,260","4,920","16,536","7,284","2,863","2,309",,7.30%
"Canadian County, Oklahoma","65,288","3,227","4,241","6,349","1,967","9,400","3,586",749,"3,513","5,657","12,383","6,851","2,402","4,963",,16.50%
"Cleveland County, Oklahoma","137,046","3,982","7,073","9,106","4,001","15,882","6,116","2,515","8,020","12,794","36,703","13,724","6,929","10,201",,14.00%
"Comanche County, Oklahoma","52,450",966,"3,192","3,714",459,"6,375","2,185","1,203","4,057","4,803","11,696","5,010","3,940","4,850",,16.80%
"Creek County, Oklahoma","30,759","1,112","2,393","4,494","1,018","4,076","1,847",243,"1,240","2,554","6,214","2,676","1,593","1,299",,6.20%
"Muskogee County, Oklahoma","26,206",194,"1,878","3,414",993,"2,709","1,779",186,"1,008","1,660","7,391","2,416",861,"1,717",,11.30%
"Oklahoma County, Oklahoma","367,103","13,716","33,936","24,687","9,200","42,554","12,771","6,794","28,368","39,291","79,622","34,900","20,126","21,138",,14.00%
"Payne County, Oklahoma","36,880","1,885","2,163","1,901",942,"4,578",967,872,"1,597","1,946","12,318","3,943","1,826","1,942",,21.90%
"Pottawatomie County, Oklahoma","29,000","1,036","1,460","3,456",611,"3,925","1,400",254,942,"1,875","6,186","3,543",931,"3,381",,6.30%
"Rogers County, Oklahoma","44,256","1,103","3,475","6,456","1,503","4,312","4,115",890,"2,284","2,395","9,757","4,544","1,503","1,919",,10.00%
"Tulsa County, Oklahoma","315,206","6,891","20,135","36,434","9,661","35,830","17,835","8,269","20,507","36,434","67,614","27,923","18,763","8,910",,9.80%
"Wagoner County, Oklahoma","36,287",573,"3,613","4,085","1,397","3,360","2,153",728,"2,301","3,614","7,819","2,636","1,955","2,053",,11.10%
"Benton County, Oregon",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,11.40%
"Clackamas County, Oregon","199,068","3,721","13,826","23,882","8,429","23,624","9,168","3,350","12,685","23,933","42,253","17,385","9,112","7,700",,10.40%
"Deschutes County, Oregon","82,207","2,049","7,443","6,228","1,301","8,318","2,515","2,990","4,365","10,947","17,485","9,842","6,665","2,059",,8.60%
"Douglas County, Oregon","39,644","2,470","2,594","4,291",721,"3,658","1,980",915,"1,782","2,958","10,021","3,763","2,312","2,179",,8.90%
"Jackson County, Oregon","90,729","3,749","5,653","8,645","1,246","14,035","4,066","1,166","3,473","8,203","22,007","9,376","5,141","3,969",,11.00%
"Josephine County, Oregon",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,14.00%
"Klamath County, Oregon","25,846","2,137","1,075","2,241",595,"4,543","2,107",506,963,"1,736","5,416","1,826","1,017","1,684",,9.50%
"Lane County, Oregon","165,490","3,614","9,022","17,540","4,224","22,892","6,172","3,066","8,797","15,791","43,276","18,286","7,814","4,996",,10.30%
"Linn County, Oregon","49,437","2,639","2,948","7,393","1,010","6,649","2,415",304,"1,723","3,727","13,264","2,621","1,755","2,989",,9.80%
"Marion County, Oregon","148,397","9,654","12,270","16,052","3,511","18,872","4,627","1,538","7,260","14,242","31,438","11,659","7,096","10,178",,17.80%
