County_Name,Civilian employed population 16 years and over,"Agriculture, forestry, fishing and hunting, and mining",Construction,Manufacturing,Wholesale trade,Retail trade,"Transportation and warehousing, and utilities",Information,"Finance and insurance, and real estate and rental and leasing","Professional, scientific, and management, and administrative and waste management services","Educational services, and health care and social assistance","Arts, entertainment, and recreation, and accommodation and food services","Other services, except public administration",Public administration,PERCENT ALLOCATED,Industry
"St. Louis County, Missouri","501,864","1,773","25,580","47,656","15,041","47,092","23,537","11,907","51,377","65,825","129,136","45,330","21,428","16,182",,11.60%
"St. Louis city, Missouri","155,959",396,"6,365","11,994","3,878","13,016","9,132","3,661","11,612","16,826","47,838","17,295","7,466","6,480",,13.60%
"Cascade County, Montana","36,538",995,"2,288","1,480","1,537","5,953","1,697",446,"1,424","2,148","9,232","4,522","2,111","2,705",,9.70%
"Flathead County, Montana","50,886","2,041","4,528","3,656",989,"6,519","1,928",895,"3,932","5,101","10,890","5,310","2,663","2,434",,10.60%
"Gallatin County, Montana","66,453","2,111","6,700","3,997","1,724","9,251","1,990",702,"3,520","8,435","14,159","9,231","2,832","1,801",,12.00%
"Lewis and Clark County, Montana",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,6.50%
"Missoula County, Montana","65,342","2,546","3,725","2,661","1,085","9,061","3,744","1,557","3,765","6,425","18,644","7,078","3,043","2,008",,18.20%
"Yellowstone County, Montana","83,435","2,673","6,720","3,636","2,850","11,403","3,910","1,621","3,991","8,899","22,538","8,506","3,689","2,999",,9.80%
"Douglas County, Nebraska","300,759","2,989","23,225","24,225","6,195","28,880","14,811","7,258","34,532","38,207","75,197","25,572","13,971","5,697",,12.10%
"Lancaster County, Nebraska","174,872","2,269","13,643","16,347","2,985","18,816","7,949","3,909","13,973","16,396","47,134","12,207","8,980","10,264",,21.50%
"Sarpy County, Nebraska","96,738",564,"6,798","5,862","2,336","10,922","4,528","1,928","11,839","10,590","23,563","7,614","3,558","6,636",,11.00%
"Clark County, Nevada","1,088,640","4,321","77,140","40,573","17,330","123,558","73,474","18,969","60,127","126,116","168,973","289,363","50,999","37,697",,16.70%
"Washoe County, Nevada","241,666","1,568","21,825","19,923","7,262","28,829","15,546","3,076","11,856","27,871","47,144","33,575","12,708","10,483",,12.70%
"Cheshire County, New Hampshire","38,911",685,"2,706","4,901","1,829","4,882","1,346",786,"1,864","2,756","10,828","3,001","1,909","1,418",,13.20%
"Grafton County, New Hampshire","46,689",539,"2,947","4,978",816,"5,168","1,315",306,931,"4,593","15,538","6,461","1,753","1,344",,8.00%
"Hillsborough County, New Hampshire","231,821","1,351","16,270","33,415","4,953","29,735","10,298","4,908","14,397","28,462","53,431","17,683","9,168","7,750",,8.50%
"Merrimack County, New Hampshire","81,008",750,"6,858","8,882","2,770","8,627","2,895","2,639","4,540","8,856","20,514","6,512","3,134","4,031",,8.30%
"Rockingham County, New Hampshire","175,623",798,"11,998","22,993","4,638","20,348","8,493","4,060","13,424","24,499","37,733","14,681","6,635","5,323",,10.80%
"Strafford County, New Hampshire","70,435",140,"3,741","11,761",892,"9,241","3,273","1,460","3,894","5,718","18,092","5,766","2,711","3,746",,9.40%
"Atlantic County, New Jersey","128,756",292,"9,480","6,203","2,610","13,077","6,752","1,538","5,384","10,984","31,651","28,982","5,414","6,389",,11.50%
"Bergen County, New Jersey","489,722",585,"26,274","35,516","19,592","46,512","25,596","13,817","55,099","71,863","124,327","32,982","20,822","16,737",,14.20%
"Burlington County, New Jersey","222,953",836,"13,376","15,607","6,351","24,466","13,725","4,757","18,726","23,581","62,246","17,077","7,604","14,601",,13.60%
"Camden County, New Jersey","252,039",643,"18,454","18,311","7,820","30,692","15,144","3,669","18,048","28,354","67,484","21,194","10,690","11,536",,13.60%
"Cape May County, New Jersey","42,389",833,"5,220",729,887,"3,464","1,505",522,"3,197","4,294","10,084","7,664","1,688","2,302",,9.90%
"Cumberland County, New Jersey","60,564","1,443","3,530","8,255","2,419","6,745","2,202",412,"2,235","6,356","15,817","4,389","2,049","4,712",,16.00%
"Essex County, New Jersey","389,652",617,"28,150","24,610","9,852","38,413","34,502","9,149","32,727","52,768","94,371","28,173","17,709","18,611",,18.40%
"Gloucester County, New Jersey","154,166",414,"11,971","11,655","5,684","17,331","12,322","2,989","9,816","17,591","43,312","11,218","4,504","5,359",,11.40%
"Hudson County, New Jersey","365,487",438,"18,921","24,179","11,295","30,877","29,363","11,074","44,565","68,642","69,674","30,328","15,134","10,997",,14.70%
"Hunterdon County, New Jersey","67,524","1,623","5,122","8,465","2,329","6,311","1,821","1,531","5,902","9,386","14,570","4,906","3,131","2,427",,9.30%
"Mercer County, New Jersey","176,443","1,082","7,224","11,447","5,434","15,186","8,871","4,113","15,016","27,251","50,198","12,062","7,497","11,062",,11.80%
"Middlesex County, New Jersey","420,530",566,"21,720","33,718","14,747","40,904","38,754","10,740","37,393","63,706","102,774","24,862","15,927","14,719",,15.00%
"Monmouth County, New Jersey","325,993","1,819","24,318","18,467","9,690","32,476","13,881","10,634","30,843","46,019","84,157","26,767","13,241","13,681",,12.40%
"Morris County, New Jersey","261,264",795,"14,037","31,624","9,389","27,950","10,241","7,747","25,039","42,075","56,973","17,808","9,720","7,866",,10.10%
"Ocean County, New Jersey","265,895",786,"20,331","13,453","7,137","37,349","13,918","3,325","18,120","28,931","70,599","24,970","12,120","14,856",,14.90%
"Passaic County, New Jersey","252,644",400,"17,766","32,052","8,389","29,725","20,917","4,613","15,115","28,523","56,911","20,221","9,966","8,046",,18.50%
"Salem County, New Jersey","30,044",324,"2,601","2,903","1,209","2,952","2,724",178,"1,330","2,991","7,841","2,378","1,156","1,457",,16.40%
"Somerset County, New Jersey","175,521",569,"7,826","24,081","5,539","17,517","8,372","7,110","18,980","25,493","36,807","12,128","7,079","4,020",,11.40%
"Sussex County, New Jersey","76,174",848,"6,426","7,652","1,939","9,455","3,470","2,160","4,097","9,861","17,307","6,388","2,694","3,877",,14.30%
"Union County, New Jersey","284,667",610,"16,989","25,084","9,604","27,535","30,958","5,021","21,722","38,456","61,799","19,756","14,931","12,202",,13.60%
"Warren County, New Jersey","54,272",350,"3,940","5,639","2,054","3,849","3,253",902,"3,334","7,207","13,293","4,090","3,378","2,983",,9.00%
"Bernalillo County, New Mexico","328,045","4,021","22,236","14,016","8,301","32,821","13,603","4,948","18,106","46,344","88,100","34,496","20,037","21,016",,11.50%
"Chaves County, New Mexico",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,10.10%
"Doña Ana County, New Mexico","89,732","3,997","6,775","3,814",854,"10,688","4,797",532,"3,793","10,595","26,238","6,768","5,097","5,784",,18.20%
"Lea County, New Mexico",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,5.80%
"McKinley County, New Mexico",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,9.90%
"Otero County, New Mexico",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,7.00%
"Sandoval County, New Mexico","68,757",752,"4,174","3,490","2,049","8,254","2,325","1,531","5,384","7,661","17,586","6,167","3,767","5,617",,11.70%
"San Juan County, New Mexico","46,994","4,254","4,231","2,146",221,"5,531","2,064",466,"1,898","2,537","12,698","5,678","2,147","3,123",,11.50%
"Santa Fe County, New Mexico","71,465",789,"5,809","1,942",815,"7,406","1,740","1,688","3,077","10,569","15,442","10,361","5,159","6,668",,10.00%
"Valencia County, New Mexico",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,23.10%
"Albany County, New York","161,176",793,"8,315","8,051","2,941","14,596","6,162","3,034","12,277","20,646","41,975","14,245","7,668","20,473",,14.80%
"Bronx County, New York","597,281",683,"34,177","19,643","10,661","62,209","49,421","10,340","37,592","55,026","196,880","70,714","29,701","20,234",,17.70%
"Broome County, New York","83,927",249,"4,797","8,033","1,836","10,054","3,852",605,"3,983","7,235","27,987","7,114","4,720","3,462",,13.20%
"Cattaraugus County, New York","33,941",942,"2,711","4,747",550,"3,503","1,554",82,"1,834","2,068","9,484","3,480","1,182","1,804",,10.50%
"Cayuga County, New York","36,929","1,234","3,209","4,002",827,"3,585","2,373",418,"1,068","2,610","9,259","3,136","2,183","3,025",,9.90%
"Chautauqua County, New York","55,381","1,179","3,583","10,105","1,358","5,439","1,894",540,"1,856","3,856","15,362","5,240","1,939","3,030",,11.70%
"Chemung County, New York","37,294",558,"1,948","3,888",305,"4,114","2,148",929,"1,904","2,871","11,820","3,164","1,207","2,438",,11.00%
"Clinton County, New York",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,9.50%
"Dutchess County, New York","149,344","2,039","9,369","7,941","3,111","16,294","8,484","2,232","10,157","17,262","44,652","13,965","7,700","6,138",,16.80%
"Erie County, New York","459,590","1,446","22,760","44,861","10,998","52,229","22,138","6,568","34,640","47,627","135,420","39,302","20,366","21,235",,11.20%
"Jefferson County, New York","38,093",565,"2,890","2,477",743,"6,157","1,258",634,930,"2,842","10,558","3,479","1,063","4,497",,9.40%
"Kings County, New York","1,241,187","1,198","67,597","33,075","26,424","110,737","87,297","62,618","86,992","176,701","363,198","124,375","55,758","45,217",,21.10%
"Livingston County, New York","31,478","1,278","2,431","4,118","1,001","2,640",524,722,"1,628","2,453","9,756","2,746",957,"1,224",,21.80%
"Madison County, New York","34,541",890,"2,971","2,596",729,"3,366","1,451",754,"2,052","2,819","9,990","4,013","1,312","1,598",,9.00%
"Monroe County, New York","371,882","1,144","14,092","41,962","7,639","39,133","15,408","8,162","17,453","48,062","119,450","32,742","15,712","10,923",,13.50%
"Nassau County, New York","697,994","1,922","44,679","28,655","22,327","63,601","43,062","19,434","70,619","88,611","207,017","49,296","25,112","33,659",,18.20%
"New York County, New York","926,498",912,"17,324","28,285","17,003","59,565","25,994","54,764","156,625","187,348","218,824","101,902","34,039","23,913",,17.20%
"Niagara County, New York","100,792","1,770","6,822","13,876","2,088","13,758","5,429","1,033","5,993","8,076","24,378","9,372","3,448","4,749",,9.60%
"Oneida County, New York","102,625","1,523","4,622","9,512","2,139","11,043","4,922","1,053","8,186","9,447","27,080","10,553","4,092","8,453",,13.30%
"Onondaga County, New York","225,435","1,127","12,879","16,491","6,168","22,525","13,155","5,065","14,531","22,944","70,865","19,938","10,246","9,501",,12.10%
"Ontario County, New York","56,557",959,"3,438","6,421","2,059","6,778","1,286","1,130","2,972","5,431","18,020","4,630","1,362","2,071",,15.00%
"Orange County, New York","181,758","1,663","12,016","11,152","6,028","21,247","12,760","3,424","8,597","18,932","53,626","12,261","8,834","11,218",,16.90%
"Oswego County, New York","55,881",464,"4,157","7,127","1,784","9,443","4,337",366,"1,881","4,165","13,424","5,099","1,843","1,791",,9.90%
"Putnam County, New York","52,900",484,"4,713","2,105",903,"4,946","2,920","2,027","2,186","5,210","18,764","3,284","2,533","2,825",,21.20%
"Queens County, New York","1,133,705",979,"88,227","36,277","25,181","104,316","94,162","30,179","80,248","131,966","293,337","132,294","70,332","46,207",,18.90%
"Rensselaer County, New York","82,091",733,"6,555","6,861","1,337","6,062","4,107","1,159","4,303","7,812","25,779","5,694","3,875","7,814",,11.90%
"Richmond County, New York","227,121",730,"17,678","6,096","4,043","21,219","15,655","4,531","21,207","25,920","69,993","15,314","7,979","16,756",,18.60%
"Rockland County, New York","149,595",754,"8,490","8,448","4,052","12,023","7,864","3,678","7,760","18,001","52,833","11,576","6,727","7,389",,18.30%
"St. Lawrence County, New York","44,202","1,878","2,212","3,462",346,"5,017","2,093",585,"1,788","1,646","16,808","3,381","1,773","3,213",,12.60%
"Saratoga County, New York","121,942","1,300","7,814","12,125","2,706","11,619","3,971","2,462","7,504","13,550","32,159","12,568","4,044","10,120",,9.70%
"Schenectady County, New York","74,466",254,"4,477","5,912","1,984","7,469","4,919","1,784","5,421","7,531","19,814","5,619","3,740","5,542",,10.80%
"Steuben County, New York","43,536","1,421","3,203","8,170",278,"4,747","1,293",564,"1,278","3,108","12,273","3,778","1,976","1,447",,8.40%
"Suffolk County, New York","774,500","2,160","60,569","50,195","23,661","82,627","44,243","17,079","54,483","87,566","225,032","57,758","31,882","37,245",,20.10%
"Sullivan County, New York",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,8.50%
"Tompkins County, New York",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,17.50%
"Ulster County, New York","88,593",674,"6,440","5,623","1,262","9,686","3,947","1,444","4,581","8,788","26,023","10,072","5,367","4,686",,14.10%
"Warren County, New York",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,6.60%
"Wayne County, New York","46,313","1,596","3,973","7,038",508,"5,869","1,535",965,"1,940","3,669","11,119","3,906","2,232","1,963",,11.20%
"Westchester County, New York","485,843","1,525","31,455","20,607","12,674","42,615","21,588","15,229","50,068","70,430","137,449","40,299","21,149","20,755",,17.50%
"Alamance County, North Carolina","83,546",498,"8,639","9,275","2,626","10,516","4,683",967,"4,484","5,403","20,711","8,102","4,226","3,416",,13.40%
"Brunswick County, North Carolina","59,107",79,"5,508","4,252","1,521","9,158","3,799",999,"3,629","5,175","13,162","6,651","2,796","2,378",,14.50%
"Buncombe County, North Carolina","129,187",859,"10,988","12,249","2,263","12,282","5,129","1,393","6,475","13,534","31,750","22,055","5,531","4,679",,10.30%
"Burke County, North Carolina",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,9.50%
"Cabarrus County, North Carolina","111,345","1,261","7,989","11,479","2,059","13,028","5,029","2,099","11,281","10,556","24,750","13,841","4,806","3,167",,17.80%
"Caldwell County, North Carolina",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,4.60%
"Carteret County, North Carolina","32,170",904,"2,694","2,147",890,"4,439","1,658",260,"1,903","2,599","6,360","4,636","1,236","2,444",,12.10%
"Catawba County, North Carolina","78,360",415,"3,119","22,056","2,189","8,280","3,544","1,094","3,049","6,951","13,304","8,377","3,865","2,117",,10.20%
"Chatham County, North Carolina",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,8.70%
"Cleveland County, North Carolina","40,293",294,"3,329","8,366",479,"4,893","3,396",198,732,"2,950","7,914","4,472","1,414","1,856",,12.10%
"Craven County, North Carolina",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,9.00%
"Cumberland County, North Carolina","130,444",566,"9,925","10,999","1,991","17,772","6,737","1,666","4,152","12,255","32,471","15,868","6,595","9,447",,12.00%
"Davidson County, North Carolina","74,673",355,"6,544","14,302","1,971","7,004","5,737","1,523","3,230","6,529","15,142","5,339","5,275","1,722",,9.50%
"Durham County, North Carolina","165,940",331,"9,913","10,518","3,274","15,053","4,863","1,946","8,351","22,365","59,396","14,556","10,377","4,997",,10.80%
"Forsyth County, North Carolina","177,326",525,"12,807","20,755","3,315","23,868","8,665","1,480","12,680","16,735","47,877","15,150","8,644","4,825",,13.00%
"Franklin County, North Carolina",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,16.20%
"Gaston County, North Carolina","106,380",406,"8,666","17,809","2,845","10,852","7,510","1,909","6,050","9,121","22,629","8,140","6,006","4,437",,9.10%
"Guilford County, North Carolina","255,934","1,197","14,461","32,002","9,760","29,583","15,086","4,852","18,117","24,362","62,535","27,889","9,443","6,647",,15.80%
"Harnett County, North Carolina","53,320",619,"6,590","6,464",938,"5,498","2,738",759,"1,816","4,323","11,091","5,830","1,734","4,920",,12.10%
"Henderson County, North Carolina","55,279",609,"5,550","6,997","1,164","8,835","1,590",693,"3,034","5,623","9,958","5,968","3,540","1,718",,10.40%
"Iredell County, North Carolina","92,550",747,"6,345","17,624","2,746","13,124","4,805","1,167","3,879","9,380","19,241","7,296","5,023","1,173",,10.60%
"Johnston County, North Carolina","101,502",700,"13,101","10,290","3,308","12,030","4,435","2,027","5,269","9,158","20,304","8,981","5,039","6,860",,9.70%
"Lincoln County, North Carolina",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,8.20%
"Mecklenburg County, North Carolina","607,305","1,231","41,456","46,425","22,607","62,612","40,652","12,313","77,853","87,970","113,221","60,043","29,479","11,443",,12.00%
"Moore County, North Carolina",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,12.40%
"Nash County, North Carolina",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,18.50%
"New Hanover County, North Carolina","118,704",650,"6,703","7,406","1,978","15,023","4,573","3,327","8,529","15,784","29,355","17,118","4,589","3,669",,13.50%
"Onslow County, North Carolina","68,223",768,"8,278","3,071",324,"8,311","2,803",422,"2,727","6,755","14,867","11,469","3,327","5,101",,14.30%
"Orange County, North Carolina","74,346",452,"3,378","4,993",700,"5,540",997,"2,027","3,012","11,664","28,539","7,552","3,021","2,471",,13.20%
"Pitt County, North Carolina","86,219","1,658","5,406","7,113","2,403","10,206","2,877","2,049","3,144","6,354","26,840","10,756","4,279","3,134",,29.40%
"Randolph County, North Carolina","62,678",942,"4,708","15,492","1,562","7,912","3,672","1,083","2,659","4,685","10,017","5,854","2,233","1,859",,9.80%
"Robeson County, North Carolina","47,513","1,255","4,530","7,193","1,118","4,503","2,055",444,"1,991","2,909","13,654","3,523","1,390","2,948",,8.60%
"Rockingham County, North Carolina","40,538",315,"3,129","6,371","1,386","3,764","2,769",216,"2,211","3,772","8,233","3,707","2,875","1,790",,15.00%
"Rowan County, North Carolina","65,063","1,201","7,651","10,237","1,898","5,737","3,120",437,"2,256","4,387","13,768","6,908","4,763","2,700",,6.90%
"Rutherford County, North Carolina",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,19.40%
"Surry County, North Carolina","33,336",438,"3,529","4,488",398,"4,601","1,764",181,888,"2,694","8,743","2,825","2,012",775,,11.40%
"Union County, North Carolina","119,702","1,160","11,371","13,275","3,589","13,814","6,582","1,420","10,364","15,369","23,082","10,562","6,250","2,864",,16.20%
"Wake County, North Carolina","589,553","1,883","36,060","48,773","12,551","55,514","26,669","15,456","46,505","122,551","125,415","47,122","25,110","25,944",,12.50%
"Wayne County, North Carolina","48,552","1,706","2,739","7,885","1,333","7,145","2,426",342,"1,607","3,244","9,694","4,110","2,519","3,802",,8.80%
"Wilkes County, North Carolina",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,7.30%
"Wilson County, North Carolina",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,18.80%
"Burleigh County, North Dakota","49,384","1,207","3,476","2,135","1,221","5,862","3,436",670,"2,587","4,248","13,454","3,841","3,063","4,184",,10.00%
"Cass County, North Dakota","109,073","2,075","9,618","8,773","5,355","10,839","4,407",731,"7,518","10,379","31,974","10,171","4,385","2,848",,8.80%
"Grand Forks County, North Dakota","38,053","1,319","2,170","1,907",934,"5,211","1,706",384,"2,273","1,895","13,265","3,535","1,956","1,498",,9.90%
"Ward County, North Dakota","36,473","3,091","2,385",973,"1,254","4,940","1,163",409,"2,091","2,993","10,225","3,562","1,051","2,336",,14.50%
"Allen County, Ohio","47,165",402,"2,446","10,601",767,"5,503","2,537",500,"1,254","3,281","11,315","5,733","1,174","1,652",,9.00%
"Ashtabula County, Ohio","43,253","1,195","2,747","9,044",635,"3,311","2,008",434,"2,048","2,100","10,389","4,653","2,497","2,192",,5.70%
"Athens County, Ohio",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,8.70%
"Belmont County, Ohio","29,703","1,585","2,234","1,743",953,"3,990","1,795",351,"1,488","1,684","7,158","4,549","1,205",968,,11.00%
"Butler County, Ohio","184,893",350,"11,357","31,343","4,484","22,225","9,569","2,015","12,065","17,698","44,487","16,252","7,826","5,222",,9.40%
"Clark County, Ohio","60,900",591,"3,582","9,821","1,543","7,622","2,959",434,"2,578","4,061","14,746","7,014","2,817","3,132",,12.60%
"Clermont County, Ohio","105,011",155,"8,023","14,903","3,131","14,087","4,723","1,101","8,920","13,787","20,141","8,608","4,615","2,817",,10.60%
"Columbiana County, Ohio","45,657",778,"3,525","8,288",666,"4,324","2,998","1,208","1,583","3,230","11,142","4,525","2,620",770,,8.40%
"Cuyahoga County, Ohio","599,438","1,401","26,505","70,677","16,339","66,889","26,234","10,599","44,254","69,382","158,114","56,532","27,917","24,595",,11.00%
"Delaware County, Ohio","107,971",211,"4,153","11,947","3,092","11,941","3,139","2,148","12,972","14,812","27,358","7,833","4,686","3,679",,8.30%
"Erie County, Ohio","36,433",522,"1,541","5,855",539,"3,940","2,422",758,"2,063","2,911","8,143","5,181","1,938",620,,8.50%
"Fairfield County, Ohio","81,377",501,"5,495","7,379","2,348","12,129","4,352","1,990","5,375","5,944","19,777","7,400","3,609","5,078",,10.50%
"Franklin County, Ohio","710,813","1,904","33,532","52,541","19,253","81,573","48,268","16,582","64,758","89,182","176,424","64,725","31,942","30,129",,9.80%
"Geauga County, Ohio","47,058",684,"5,851","6,923","1,170","4,503",936,392,"2,733","5,867","11,094","2,889","2,246","1,770",,9.30%
"Greene County, Ohio","80,903",352,"3,135","7,155","1,284","10,379","2,492","1,915","2,564","10,758","20,381","8,014","3,025","9,449",,9.70%
"Hamilton County, Ohio","416,586",523,"20,058","47,782","12,432","40,870","26,294","5,539","31,952","53,928","103,024","43,778","16,890","13,516",,9.80%
"Hancock County, Ohio","38,579","1,367","2,117","10,309","1,184","4,143","2,021",507,791,"2,229","8,674","3,301","1,059",877,,7.60%
"Jefferson County, Ohio","27,383",740,"2,402","3,412",536,"3,023","1,267",588,"2,185","2,001","6,839","2,127","1,310",953,,8.70%
"Lake County, Ohio","117,813","1,040","6,693","23,746","3,090","14,526","4,214","1,145","10,266","9,384","23,804","10,716","5,068","4,121",,9.70%
"Licking County, Ohio","88,848","1,573","5,142","10,196","1,720","11,236","4,655","1,092","8,635","7,140","21,573","7,602","3,671","4,613",,8.70%
"Lorain County, Ohio","144,045",509,"8,830","22,480","3,305","17,023","7,371","1,874","6,646","13,166","35,534","14,429","5,335","7,543",,8.90%
"Lucas County, Ohio","197,998",786,"11,001","34,875","5,946","24,676","11,153","2,751","9,183","19,334","46,554","18,437","7,339","5,963",,12.00%
"Mahoning County, Ohio","105,990",819,"6,812","14,495","2,259","13,965","6,513","1,117","4,520","7,894","25,815","12,268","5,377","4,136",,8.00%
"Marion County, Ohio",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,8.90%
"Medina County, Ohio","92,579",701,"5,584","14,458","3,278","8,581","3,268","1,265","7,605","11,190","21,707","7,985","4,032","2,925",,10.80%
"Miami County, Ohio","50,272",706,"2,815","13,240","1,184","6,351","2,573","1,000","1,612","3,573","8,377","4,537","2,177","2,127",,9.20%
"Montgomery County, Ohio","250,384",477,"13,361","33,448","4,862","25,308","12,823","3,558","17,651","29,333","64,145","22,901","10,287","12,230",,13.10%
"Muskingum County, Ohio","37,643",673,"2,507","3,832","1,097","4,680","2,824",241,"1,278","2,353","10,057","4,565","2,515","1,021",,6.90%
"Portage County, Ohio","83,619",396,"6,493","12,937","2,725","10,023","3,150","1,064","4,249","5,470","18,840","10,322","5,099","2,851",,8.70%
"Richland County, Ohio","54,751",535,"3,159","10,190","1,029","6,333","2,938",512,"1,763","3,539","15,031","4,497","2,818","2,407",,11.40%
"Ross County, Ohio",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,9.80%
"Scioto County, Ohio",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,14.60%
"Stark County, Ohio","176,840","1,263","10,966","31,519","6,458","21,226","8,962","1,975","9,710","13,225","40,513","16,899","9,990","4,134",,7.20%
"Summit County, Ohio","270,057",459,"14,665","39,178","8,926","31,399","13,160","4,460","16,522","29,780","64,496","26,995","12,293","7,724",,8.70%
"Trumbull County, Ohio","84,658",486,"4,840","16,933","1,727","10,099","4,216","1,092","4,765","5,525","20,023","7,500","4,338","3,114",,8.40%
"Tuscarawas County, Ohio","42,651","1,808","3,186","9,556",882,"4,753","2,132",315,897,"3,710","8,414","3,817","1,694","1,487",,7.90%
"Warren County, Ohio","120,711","1,139","5,549","21,944","2,884","14,219","3,488","1,345","10,080","15,408","26,206","9,353","4,194","4,902",,9.80%
"Wayne County, Ohio","56,554","1,984","4,376","14,861","1,235","6,506","2,535",473,"1,652","3,440","12,987","2,780","2,336","1,389",,8.70%
"Wood County, Ohio","71,571",453,"3,756","12,982","1,944","6,340","4,451",442,"3,460","4,663","19,999","8,117","2,473","2,491",,10.10%
"Canadian County, Oklahoma","73,990","4,169","4,210","4,108","2,279","13,466","4,409",794,"4,012","9,001","13,736","6,049","3,637","4,120",,10.30%
"Cleveland County, Oklahoma","143,135","3,498","7,248","8,314","2,295","15,834","6,310","2,510","7,138","14,933","40,969","14,506","7,401","12,179",,17.00%
"Comanche County, Oklahoma","47,014",758,"2,142","3,978",943,"5,696","1,454",775,"2,000","3,473","14,159","4,976","2,083","4,577",,9.70%
"Creek County, Oklahoma","31,212","1,023","2,886","4,451",706,"3,565","1,851",365,"1,609","3,030","6,407","2,194","1,691","1,434",,7.50%
"Muskogee County, Oklahoma","26,252",359,"1,414","3,415",722,"2,899","1,760",527,652,"1,590","6,851","2,782","1,278","2,003",,9.50%
"Oklahoma County, Oklahoma","378,230","13,167","26,306","26,147","10,037","39,628","19,799","5,609","24,859","43,567","84,556","39,504","17,669","27,382",,15.20%
"Payne County, Oklahoma","36,962","1,104","2,070","1,532",456,"3,359","1,565",829,"1,122","3,380","13,546","5,885","1,378",736,,10.90%
"Pottawatomie County, Oklahoma","30,858","1,174","1,822","2,547",692,"4,142","1,885",250,944,"1,919","7,995","2,943","1,707","2,838",,17.50%
"Rogers County, Oklahoma","45,878",860,"4,368","6,582","1,443","5,290","3,715",625,"2,057","3,453","9,195","4,662","1,764","1,864",,8.80%
"Tulsa County, Oklahoma","319,917","7,585","21,243","34,844","9,501","35,100","20,029","6,513","19,633","34,302","69,617","33,893","17,682","9,975",,15.00%
"Wagoner County, Oklahoma","38,619",609,"3,098","5,895",881,"4,559","2,199",383,"2,356","3,468","7,744","3,693","1,853","1,881",,14.50%
"Benton County, Oregon","47,115","1,745","2,423","4,815",726,"4,596",716,959,"1,941","4,375","15,286","5,415","1,780","2,338",,10.30%
"Clackamas County, Oregon","204,267","3,358","13,914","21,313","7,696","26,255","13,994","3,061","15,336","23,165","42,841","15,239","9,458","8,637",,10.80%
"Deschutes County, Oregon","96,972","2,669","6,483","8,578","2,130","12,974","3,083","1,373","4,889","10,780","22,199","11,360","6,101","4,353",,14.80%
"Douglas County, Oregon","45,270","2,727","3,343","4,736",489,"6,008","1,808",476,"2,142","2,903","9,800","7,079","1,564","2,195",,11.80%
"Jackson County, Oregon","95,442","3,381","6,209","7,449","2,668","13,979","3,971","2,072","4,255","8,358","24,135","10,520","4,408","4,037",,11.50%
"Josephine County, Oregon",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,12.30%
"Klamath County, Oregon",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,16.20%
"Lane County, Oregon","183,052","4,673","12,912","18,970","6,481","22,404","7,775","2,521","9,448","16,617","46,203","20,290","7,684","7,074",,10.30%
"Linn County, Oregon","60,491","2,598","4,631","7,973",985,"5,672","4,463",617,"2,561","4,401","15,602","4,298","3,510","3,180",,11.40%
"Marion County, Oregon","155,541","5,393","15,724","14,696","3,577","18,202","6,233","1,207","8,390","11,416","36,698","16,231","6,209","11,565",,9.80%
"Multnomah County, Oregon","452,939","4,143","21,944","42,061","10,845","44,929","22,356","11,115","26,689","72,187","112,167","47,729","20,803","15,971",,9.20%
"Polk County, Oregon",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,11.10%
"Umatilla County, Oregon",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,24.30%
"Washington County, Oregon","317,845","2,779","17,648","55,976","9,023","36,488","13,331","5,507","20,529","39,905","67,358","28,316","12,755","8,230",,10.40%
"Yamhill County, Oregon","50,136","2,705","3,724","7,849",947,"5,355","1,378",249,"2,883","4,264","12,748","3,593","1,938","2,503",,10.60%
