County_Name,Civilian employed population 16 years and over,"Agriculture, forestry, fishing and hunting, and mining",Construction,Manufacturing,Wholesale trade,Retail trade,"Transportation and warehousing, and utilities",Information,"Finance and insurance, and real estate and rental and leasing","Professional, scientific, and management, and administrative and waste management services","Educational services, and health care and social assistance","Arts, entertainment, and recreation, and accommodation and food services","Other services, except public administration",Public administration,PERCENT ALLOCATED,Industry
"Yellowstone County, Montana","75,790","3,287","5,827","3,296","4,233","9,479","4,998","1,091","4,154","6,885","16,758","7,727","4,719","3,336",,3.70%
"Douglas County, Nebraska","266,557","1,758","14,446","22,006","7,133","32,352","13,054","7,410","28,532","32,266","65,364","24,080","11,347","6,809",,5.10%
"Lancaster County, Nebraska","151,319","1,668","8,964","13,002","3,872","17,238","6,030","3,549","13,382","13,725","40,424","13,840","6,899","8,726",,3.30%
"Sarpy County, Nebraska","83,285",479,"4,041","5,685","2,934","9,010","4,841","2,104","9,062","10,030","20,821","6,765","2,737","4,776",,4.80%
"Clark County, Nevada","872,794","3,309","56,744","29,212","17,698","100,242","39,735","14,636","55,671","96,050","124,884","254,286","41,909","38,418",,6.80%
"Washoe County, Nevada","193,408","1,519","10,432","10,983","7,021","26,127","9,791","3,511","11,635","20,824","38,583","34,314","8,508","10,160",,5.60%
"Cheshire County, New Hampshire","38,857",428,"2,482","4,200","1,580","4,419","1,771",751,"2,468","1,955","12,543","3,483","2,032",745,,5.10%
"Grafton County, New Hampshire","44,916",782,"3,410","4,179",702,"6,412",958,648,"1,551","3,292","15,096","5,177","1,165","1,544",,3.00%
"Hillsborough County, New Hampshire","210,628","1,340","14,004","33,246","6,283","25,159","8,852","4,029","15,618","24,583","49,022","13,347","7,611","7,534",,5.20%
"Merrimack County, New Hampshire","76,317",487,"5,291","7,561","2,641","10,265","2,917","1,282","4,323","6,964","19,947","5,843","4,079","4,717",,5.30%
"Rockingham County, New Hampshire","159,582","1,080","11,024","20,342","6,718","23,410","7,034","4,129","10,741","16,780","34,526","11,550","7,147","5,101",,6.40%
"Strafford County, New Hampshire","64,209",910,"3,423","7,031","1,696","9,855","1,672","1,109","4,341","5,890","17,189","5,618","2,846","2,629",,13.60%
"Atlantic County, New Jersey","126,545",600,"6,973","4,574","2,577","13,827","5,374","1,590","7,248","9,414","27,902","35,127","5,395","5,944",,5.80%
"Bergen County, New Jersey","438,302",919,"24,897","40,015","19,216","47,458","22,703","16,169","45,159","58,730","99,084","28,699","20,540","14,713",,7.10%
"Burlington County, New Jersey","218,844",882,"11,393","18,488","7,951","24,035","11,788","4,439","18,360","25,635","53,075","13,912","10,274","18,612",,5.90%
"Camden County, New Jersey","238,746",473,"12,733","16,372","7,763","28,212","13,560","4,424","16,998","28,238","68,154","19,928","11,225","10,666",,7.00%
"Cape May County, New Jersey","43,681",428,"3,898","1,337","1,017","5,529","1,359",357,"2,762","3,912","9,769","7,024","2,864","3,425",,4.10%
"Cumberland County, New Jersey","62,728","2,153","4,148","7,867","1,445","6,789","2,956",704,"2,203","5,305","18,850","3,954","2,324","4,030",,8.90%
"Essex County, New Jersey","344,146",839,"19,412","21,063","8,192","33,180","24,477","11,875","31,756","44,064","89,318","25,779","17,380","16,811",,11.30%
"Gloucester County, New Jersey","140,392",400,"8,065","13,392","6,085","18,181","8,567","2,455","10,326","15,812","37,053","8,958","5,680","5,418",,4.80%
"Hudson County, New Jersey","312,480",88,"17,452","25,036","12,919","31,641","24,887","10,909","34,463","42,737","60,295","23,187","16,461","12,405",,8.20%
"Hunterdon County, New Jersey","62,763",655,"3,617","7,711","1,670","6,822","2,222","2,317","6,033","8,552","14,680","4,034","1,961","2,489",,5.20%
"Mercer County, New Jersey","175,496","1,041","6,524","16,492","4,788","15,887","7,626","4,102","15,125","22,924","45,499","12,747","7,923","14,818",,7.10%
"Middlesex County, New Jersey","392,654",628,"18,052","39,615","17,826","43,951","26,800","12,486","36,177","52,832","83,080","29,705","15,450","16,052",,7.30%
"Monmouth County, New Jersey","305,172","1,043","16,060","20,781","10,399","33,644","14,981","13,058","33,142","39,280","70,468","24,158","11,999","16,159",,5.00%
"Morris County, New Jersey","242,762",605,"13,025","29,462","8,531","24,489","11,615","10,352","26,164","33,295","55,177","12,728","8,589","8,730",,4.80%
"Ocean County, New Jersey","240,290",813,"18,437","15,388","7,462","32,590","13,194","5,708","14,989","22,030","61,378","22,428","11,712","14,161",,5.70%
"Passaic County, New Jersey","223,928",106,"12,406","30,737","9,361","27,233","10,168","5,816","17,055","25,463","50,431","16,915","11,461","6,776",,6.90%
"Salem County, New Jersey","27,213",421,"2,399","3,359","1,100","3,088","2,222",314,"1,497","3,184","5,298","1,369","1,499","1,463",,6.50%
"Somerset County, New Jersey","166,170",419,"8,430","22,572","3,857","16,233","5,939","6,392","18,836","24,680","38,417","9,145","6,519","4,731",,9.60%
"Sussex County, New Jersey","73,343",674,"5,495","7,922","2,303","8,536","3,791","2,074","6,642","7,963","16,268","6,629","2,033","3,013",,2.90%
"Union County, New Jersey","255,497",177,"17,557","24,870","10,869","25,990","18,211","7,394","21,793","29,021","53,596","19,342","13,531","13,146",,10.20%
"Warren County, New Jersey","52,725",455,"4,238","7,013",913,"6,165","3,362",971,"3,578","5,144","11,081","4,030","2,320","3,455",,7.40%
"Bernalillo County, New Mexico","313,133","2,402","22,197","14,327","7,556","38,113","11,667","6,814","14,235","42,501","79,301","34,732","12,892","26,396",,7.50%
"Chaves County, New Mexico",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,1.60%
"Do?a Ana County, New Mexico","84,796","2,413","6,236","4,489","1,057","8,706","4,520","2,151","3,379","8,062","24,745","7,929","3,968","7,141",,4.90%
"McKinley County, New Mexico",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,11.60%
"Sandoval County, New Mexico","57,074",727,"4,096","5,010","1,376","7,496","2,312",747,"3,265","5,656","12,803","6,102","2,035","5,449",,4.30%
"San Juan County, New Mexico","50,157","5,872","3,263","2,398",713,"5,613","4,805",535,"1,461","2,729","11,718","5,236","2,222","3,592",,6.60%
"Santa Fe County, New Mexico","66,852","1,106","4,745","1,317","1,410","8,038","1,967",985,"3,446","9,610","12,996","9,707","3,562","7,963",,6.40%
"Valencia County, New Mexico",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,2.90%
"Albany County, New York","152,948",490,"5,607","7,129","3,344","16,951","6,140","3,992","11,472","15,235","44,276","13,363","6,583","18,366",,6.00%
"Bronx County, New York","524,948",707,"28,747","18,634","10,342","62,689","37,729","10,524","37,711","44,030","166,086","55,189","34,473","18,087",,9.20%
"Broome County, New York","88,506",631,"4,322","10,395","2,230","12,543","2,801",915,"4,686","8,171","24,238","8,625","4,773","4,176",,6.00%
"Cattaraugus County, New York","34,550","1,259","2,399","4,320",757,"4,956","1,534",414,"1,290","2,202","9,236","2,730","1,270","2,183",,6.70%
"Cayuga County, New York","36,971","1,473","1,977","5,162",806,"5,018","1,833",442,"1,419","2,325","8,198","3,902","1,659","2,757",,6.30%
"Chautauqua County, New York","57,902","1,640","2,424","8,489","1,455","6,511","2,266",855,"1,980","3,496","17,684","4,911","3,563","2,628",,3.80%
"Chemung County, New York","40,394","1,096","2,159","5,441",409,"5,100","1,634",703,"2,347","2,499","12,723","2,180","1,511","2,592",,9.00%
"Clinton County, New York","34,901",840,"2,695","4,492",553,"4,598","1,811",524,"1,448","1,790","9,864","2,112","1,334","2,840",,3.30%
"Dutchess County, New York","141,561","1,009","11,245","11,419","2,787","15,522","5,712","3,704","9,043","13,663","43,157","11,512","5,860","6,928",,5.30%
"Erie County, New York","427,523","1,290","17,979","45,232","12,971","51,420","19,075","7,287","33,273","41,147","121,163","36,530","20,037","20,119",,6.60%
"Jefferson County, New York","46,054",317,"4,278","2,893",718,"6,245","2,778",666,"1,538","3,617","10,668","4,332","2,604","5,400",,4.70%
"Kings County, New York","1,087,107","1,294","59,330","45,713","26,183","103,875","64,291","41,019","86,638","135,845","310,555","100,298","64,125","47,941",,12.20%
"Livingston County, New York","30,981","1,738","2,683","3,968",351,"3,200",973,329,"1,074","2,454","10,173","1,762",872,"1,404",,7.80%
"Madison County, New York","31,975",695,"2,075","3,712","1,202","2,753","1,547",425,"1,629","2,840","8,789","3,310","1,191","1,807",,4.40%
"Monroe County, New York","344,863","1,119","14,301","43,764","7,425","39,940","12,681","8,427","19,513","36,742","111,671","24,663","14,166","10,451",,6.40%
"Nassau County, New York","640,457","1,610","34,273","30,254","24,047","63,967","34,382","16,473","64,831","79,945","187,618","40,088","32,315","30,654",,9.00%
"New York County, New York","839,414",815,"13,183","32,507","17,896","61,992","21,740","52,409","135,840","156,452","194,262","90,641","36,381","25,296",,7.50%
"Niagara County, New York","97,503","1,177","7,239","11,873","2,707","12,474","4,501","1,515","5,247","8,330","26,215","9,112","3,922","3,191",,5.50%
"Oneida County, New York","101,109","1,309","5,170","10,917","1,851","10,960","3,570","1,829","8,128","6,714","29,838","7,750","3,509","9,564",,6.40%
"Onondaga County, New York","220,285","1,283","9,325","17,806","6,350","24,936","11,601","5,126","15,178","21,421","66,003","19,550","12,827","8,879",,7.80%
"Ontario County, New York","54,703","1,378","3,149","9,404","1,605","5,791","1,226",995,"2,789","4,717","15,218","4,713","2,435","1,283",,4.50%
"Orange County, New York","166,479","2,216","11,649","12,314","6,266","21,603","9,230","3,832","9,425","14,725","46,585","11,861","5,515","11,258",,9.00%
"Oswego County, New York","52,866",865,"3,889","6,300","1,816","6,300","4,408",713,"1,861","3,433","13,606","4,605","2,676","2,394",,6.20%
"Putnam County, New York",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,4.80%
"Queens County, New York","1,047,992","1,469","69,941","47,429","31,841","115,464","83,492","27,119","89,668","103,950","239,349","117,255","73,766","47,249",,12.80%
"Rensselaer County, New York","78,930",337,"4,703","5,100","2,048","8,997","3,808","1,015","4,904","7,485","21,795","6,512","3,239","8,987",,4.80%
"Richmond County, New York","199,327",198,"14,859","6,854","2,885","20,115","13,274","5,690","21,756","19,756","57,897","11,295","9,892","14,856",,8.00%
"Rockland County, New York","140,341",92,"7,738","10,044","3,669","15,088","5,253","4,178","9,303","17,689","45,795","7,029","7,330","7,133",,7.90%
"St. Lawrence County, New York","45,409","1,861","2,962","2,795",686,"5,050","1,324",946,"2,144","2,435","15,467","3,359","2,011","4,369",,6.80%
"Saratoga County, New York","112,618",361,"6,916","9,141","2,930","14,121","3,774","2,176","8,344","12,060","29,309","10,840","5,022","7,624",,4.00%
"Schenectady County, New York","73,056",180,"2,312","4,214","1,443","10,191","3,404","1,705","6,115","6,652","20,326","5,485","4,426","6,603",,4.80%
"Steuben County, New York","43,318","1,832","2,999","9,226",738,"4,324","1,972",529,"1,356","2,069","11,456","3,049","2,078","1,690",,4.40%
"Suffolk County, New York","720,726","2,164","56,469","55,922","25,800","87,305","40,414","20,802","51,642","77,995","183,819","46,082","31,567","40,745",,7.50%
"Sullivan County, New York","33,030",834,"3,656","2,431",752,"4,401","1,862",859,"1,837","2,689","7,652","2,765","1,543","1,749",,13.50%
"Tompkins County, New York","48,498",801,"1,658","2,394",277,"3,502","1,203",734,"1,382","4,997","23,612","5,043","1,601","1,294",,13.30%
"Ulster County, New York","84,462",855,"5,183","5,487","1,636","12,713","3,900","1,431","4,139","7,654","23,560","6,600","6,329","4,975",,5.70%
"Warren County, New York","31,139",469,"2,222","2,225",652,"3,641","1,273","1,362","1,490","2,199","7,697","4,689","1,639","1,581",,5.00%
"Wayne County, New York","45,451","1,639","2,963","9,642","1,133","4,341","1,363",538,"1,599","3,539","12,011","2,889","2,430","1,364",,3.60%
"Westchester County, New York","455,939",671,"30,406","19,320","11,915","39,865","18,487","14,139","50,568","61,344","129,654","35,588","27,380","16,602",,6.70%
"Alamance County, North Carolina","66,788",922,"4,315","10,750","1,209","8,337","1,978",835,"3,889","6,402","16,073","6,118","2,570","3,390",,8.30%
"Brunswick County, North Carolina","41,791",276,"5,387","2,901",744,"6,937","2,097",745,"3,108","3,773","7,626","4,573","1,782","1,842",,5.50%
"Buncombe County, North Carolina","111,444","1,369","6,694","8,836","2,996","13,501","1,450","1,587","6,432","12,511","32,483","13,576","4,656","5,353",,6.70%
"Burke County, North Carolina",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,4.10%
"Cabarrus County, North Carolina","77,476",228,"5,576","8,482","1,964","8,802","3,780","1,712","8,022","8,124","17,356","6,973","3,937","2,520",,6.70%
"Caldwell County, North Carolina",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,5.80%
"Carteret County, North Carolina",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,3.20%
"Catawba County, North Carolina","70,179",589,"4,036","16,820","3,536","8,314","3,884",490,"3,058","4,179","12,905","5,610","4,390","2,368",,6.80%
"Cleveland County, North Carolina","39,686","1,040","2,190","7,744",915,"5,996","1,936",157,"1,835","3,127","8,417","3,412","1,789","1,128",,9.50%
"Craven County, North Carolina","37,167",530,"2,662","3,569",250,"2,970","2,007",720,"1,479","2,284","8,149","4,330","2,302","5,915",,4.00%
"Cumberland County, North Carolina","118,665","1,067","7,687","8,116","1,915","14,756","5,028","1,406","4,081","9,828","34,486","11,613","6,835","11,847",,6.80%
"Davidson County, North Carolina","71,092",178,"3,982","14,799","1,491","9,531","3,620","1,151","3,468","5,337","16,089","5,761","3,277","2,408",,5.40%
"Durham County, North Carolina","128,308",741,"8,204","6,370","2,397","9,274","4,346","3,021","7,056","19,019","44,697","10,876","6,978","5,329",,5.40%
"Forsyth County, North Carolina","156,458",401,"9,593","18,428","6,150","16,880","6,065","2,006","10,562","16,118","43,094","15,330","7,335","4,496",,4.80%
"Gaston County, North Carolina","82,205",96,"4,800","14,765","3,347","10,042","4,661",659,"4,262","6,596","17,652","7,491","5,063","2,771",,8.20%
"Guilford County, North Carolina","224,194",722,"11,536","28,502","9,802","27,005","9,627","4,682","16,934","22,658","52,433","22,962","11,039","6,292",,5.80%
"Harnett County, North Carolina","43,834",786,"3,908","4,451",617,"6,009","1,741",404,"2,105","4,258","10,104","3,685","1,460","4,306",,4.90%
"Henderson County, North Carolina",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,6.10%
"Iredell County, North Carolina","66,675",854,"4,258","12,766","2,483","10,851","2,287","1,376","3,997","4,838","12,892","6,426","2,200","1,447",,6.80%
"Johnston County, North Carolina","77,471",827,"6,849","9,131","3,297","9,889","3,746","1,472","5,545","7,151","14,736","5,028","3,211","6,589",,4.40%
"Lincoln County, North Carolina","33,558",323,"2,996","5,670","1,054","3,980","3,027",535,"2,374","2,185","6,325","2,857","1,353",879,,4.60%
"Mecklenburg County, North Carolina","445,716",429,"29,969","38,831","16,776","52,531","25,589","12,104","54,496","54,248","82,440","43,585","24,148","10,570",,4.70%
"Moore County, North Carolina",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,6.30%
"Nash County, North Carolina","42,790",568,"2,542","7,479","1,504","5,688","1,789","1,130","3,320","2,439","9,395","3,385","1,834","1,717",,8.70%
"New Hanover County, North Carolina","96,896",171,"6,678","6,084","3,004","12,148","3,679","3,053","5,265","10,508","24,367","13,117","5,648","3,174",,4.60%
"Onslow County, North Carolina","55,285",439,"4,102","2,365",236,"6,470","2,310",766,"3,112","4,890","12,253","7,939","2,318","8,085",,3.90%
"Orange County, North Carolina",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,5.30%
"Pitt County, North Carolina","80,520",942,"5,523","7,452","2,902","9,481","2,746","1,266","4,121","5,442","25,498","7,827","4,529","2,791",,4.50%
"Randolph County, North Carolina","62,781","1,501","4,813","17,595","1,500","7,449","2,487",521,"2,662","4,442","11,236","4,377","2,866","1,332",,4.70%
"Robeson County, North Carolina","44,599","1,158","4,871","7,188",752,"4,844","2,082",191,"2,315","1,767","11,694","3,123","2,021","2,593",,4.30%
"Rockingham County, North Carolina",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,5.30%
"Rowan County, North Carolina","58,312",872,"5,140","7,419","2,673","9,820","3,351",410,"1,880","3,353","13,624","4,637","2,760","2,373",,7.70%
"Rutherford County, North Carolina",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,2.60%
"Surry County, North Carolina",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,4.30%
"Union County, North Carolina","94,191","1,787","7,713","13,632","2,496","11,223","3,729","2,323","8,878","9,650","17,679","5,786","5,786","3,509",,4.90%
"Wake County, North Carolina","448,710","1,525","24,783","38,715","14,416","51,145","17,584","11,500","29,963","73,272","95,599","41,681","21,437","27,090",,5.90%
"Wayne County, North Carolina","51,470","2,886","2,710","7,907","2,312","6,397","1,844",781,"1,641","2,656","11,874","3,296","3,014","4,152",,6.00%
"Wilkes County, North Carolina",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,3.90%
"Wilson County, North Carolina","32,301","1,392","2,076","5,580","1,500","3,258","1,059",320,"2,114","2,480","7,513","2,259","1,300","1,450",,5.10%
"Burleigh County, North Dakota","44,104","1,343","3,760","1,733","1,409","5,617","2,529",601,"2,599","4,157","11,630","2,928","1,746","4,052",,2.70%
"Cass County, North Dakota","90,256","1,640","6,000","8,270","3,496","10,978","3,479","1,890","7,381","8,179","21,373","9,037","5,514","3,019",,1.90%
"Grand Forks County, North Dakota","36,134","1,307","2,472","2,504",885,"4,306","1,539",549,"1,497","2,207","11,558","4,514","1,487","1,309",,2.70%
"Allen County, Ohio","44,717",740,"2,368","9,162","1,653","5,691","1,314",565,"1,551","3,587","10,459","3,705","2,189","1,733",,8.90%
"Ashtabula County, Ohio","43,330",575,"2,713","9,000",886,"5,813","3,042",519,"1,117","2,166","10,766","2,702","2,557","1,474",,5.70%
"Belmont County, Ohio","29,135","1,246","1,992","2,047",543,"3,919","1,671",808,"1,496","1,431","7,954","2,930","1,289","1,809",,3.00%
"Butler County, Ohio","170,645",925,"7,488","29,696","5,411","20,642","7,990","2,018","11,222","17,735","39,673","15,392","6,237","6,216",,7.60%
"Clark County, Ohio","57,900",673,"2,540","7,467","2,591","7,505","2,286",433,"3,132","3,334","15,563","6,473","2,524","3,379",,4.60%
"Clermont County, Ohio","94,269",367,"4,968","15,309","2,180","13,137","4,158","1,064","8,110","9,196","20,232","7,645","5,037","2,866",,6.30%
"Columbiana County, Ohio","43,698",726,"2,473","7,067","1,033","5,753","3,083",949,"1,650","3,003","10,735","4,372","1,842","1,012",,3.40%
"Cuyahoga County, Ohio","572,933",846,"21,072","66,614","15,753","61,488","26,727","10,726","45,583","61,891","159,409","50,674","27,610","24,540",,5.50%
"Delaware County, Ohio","85,536",765,"3,364","7,860","2,859","9,178","3,111","2,379","10,059","11,056","21,887","5,660","3,255","4,103",,4.00%
"Erie County, Ohio","35,269",448,"1,995","5,165",474,"5,121",971,318,"1,322","1,941","8,547","5,556","1,995","1,416",,7.40%
"Fairfield County, Ohio","69,450",445,"4,665","5,495","2,760","8,767","6,216","1,239","5,056","4,908","16,081","5,787","3,701","4,330",,3.90%
"Franklin County, Ohio","573,927","1,713","22,494","43,348","17,964","76,223","26,838","12,388","58,703","64,208","139,776","52,209","26,158","31,905",,5.50%
"Geauga County, Ohio","44,238",115,"3,951","7,751","1,156","4,625","1,530",434,"3,297","4,128","9,696","3,727","2,665","1,163",,4.90%
"Greene County, Ohio","70,013","1,401","2,655","7,078","1,748","8,119","2,993","1,359","4,257","7,450","18,016","5,193","2,797","6,947",,5.40%
"Hamilton County, Ohio","367,321",90,"16,255","43,665","10,360","44,451","14,392","7,108","26,333","43,316","95,001","37,319","16,109","12,922",,6.30%
"Hancock County, Ohio",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,3.90%
"Jefferson County, Ohio","28,107",540,"1,352","3,907",676,"4,194","1,999",288,"1,219","1,287","6,629","3,561","1,753",702,,6.60%
"Lake County, Ohio","114,195",769,"6,511","22,370","3,486","13,154","4,292","1,588","8,826","10,149","25,628","9,348","4,670","3,404",,4.50%
"Licking County, Ohio","78,762",602,"6,134","9,284","1,656","8,317","4,836","1,076","8,055","5,956","18,761","6,222","2,616","5,247",,3.70%
"Lorain County, Ohio","135,796",568,"8,176","24,257","3,403","14,513","6,537","3,265","6,784","12,307","32,596","11,385","6,211","5,794",,5.20%
"Lucas County, Ohio","193,662",528,"8,059","26,569","5,539","22,673","11,391","2,892","9,846","18,235","51,170","20,140","9,904","6,716",,4.70%
"Mahoning County, Ohio","96,464",564,"4,878","12,497","2,773","12,875","4,222","2,476","5,296","6,983","27,509","8,224","4,426","3,741",,4.20%
"Marion County, Ohio","28,388",584,"1,598","7,025",629,"3,579",898,308,878,"1,956","6,867","1,785","1,506",775,,9.20%
"Medina County, Ohio","87,569",644,"5,980","13,762","2,986","10,042","5,211","2,169","6,485","7,713","19,247","5,607","3,199","4,524",,3.40%
"Miami County, Ohio","46,748",222,"2,865","10,591",972,"6,222","1,489",544,"1,119","4,109","10,339","3,911","2,799","1,566",,5.10%
"Montgomery County, Ohio","231,879",324,"11,005","26,986","5,474","28,750","10,211","6,414","13,058","23,130","61,591","22,357","9,413","13,166",,5.60%
"Muskingum County, Ohio","36,808",522,"3,619","5,265","1,179","6,226","1,996",377,"1,663","2,599","8,460","2,838","1,211",853,,3.70%
"Portage County, Ohio","77,333",209,"4,384","14,349","2,631","8,866","2,605","2,198","3,166","5,798","18,759","8,623","3,279","2,466",,6.40%
"Richland County, Ohio","51,205",590,"2,060","11,393","1,548","6,063","2,122",715,"1,916","3,924","10,809","3,545","1,994","4,526",,9.00%
"Ross County, Ohio",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,4.10%
"Scioto County, Ohio",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,5.30%
"Stark County, Ohio","168,075","1,111","9,589","26,573","4,697","18,901","8,716","3,380","10,095","13,172","41,581","17,562","8,054","4,644",,4.10%
"Summit County, Ohio","249,952",810,"11,149","36,528","8,520","30,411","11,143","4,102","19,316","23,560","61,816","21,761","12,523","8,313",,3.70%
"Trumbull County, Ohio","86,807",672,"4,580","15,647","1,634","11,219","4,845","1,649","3,874","6,789","20,045","8,650","4,006","3,197",,4.30%
"Tuscarawas County, Ohio","40,524",613,"1,846","10,403",702,"5,025","2,021",364,"1,424","2,460","8,822","3,847","2,028",969,,5.90%
"Warren County, Ohio","101,692",237,"4,601","19,719","3,418","13,284","2,754","1,806","6,955","11,866","22,346","6,920","3,959","3,827",,5.80%
"Wayne County, Ohio","53,009","1,911","3,212","11,152","1,064","7,080","3,077",626,"2,548","3,136","12,248","3,618","2,512",825,,5.50%
"Wood County, Ohio","57,825",293,"2,407","9,656","1,550","7,081","2,785","1,162","2,146","4,161","17,059","4,550","3,043","1,932",,3.90%
"Canadian County, Oklahoma","56,088","1,994","3,128","3,903","3,096","6,314","2,225","1,080","4,021","4,951","12,844","5,259","2,342","4,931",,4.10%
"Cleveland County, Oklahoma","122,363","2,429","7,759","7,817","1,886","14,464","4,654","2,339","7,628","10,028","32,341","11,460","7,410","12,148",,4.50%
"Comanche County, Oklahoma","47,730","1,280","3,225","4,408",445,"5,893","2,043",691,"2,568","3,639","10,829","6,132","1,657","4,920",,7.60%
"Creek County, Oklahoma","30,677",943,"2,970","4,180",995,"3,543","2,639",906,"1,147","1,889","6,356","1,990","2,014","1,105",,3.00%
"Muskogee County, Oklahoma",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,3.80%
"Oklahoma County, Oklahoma","336,125","7,049","24,860","22,160","10,208","39,822","16,970","8,872","25,148","31,191","73,548","34,035","18,490","23,772",,6.50%
"Payne County, Oklahoma","38,623","1,146","2,231","2,797","1,117","4,631","1,222",407,"1,597","1,602","15,155","3,076","2,663",979,,8.00%
"Pottawatomie County, Oklahoma","30,803",744,"2,647","3,046",425,"2,578","1,577",202,"1,397","2,373","6,994","3,895","1,858","3,067",,4.40%
"Rogers County, Oklahoma","41,219",572,"2,767","7,403","1,762","4,200","3,577","1,020","1,814","3,801","8,335","2,418","2,330","1,220",,7.60%
"Tulsa County, Oklahoma","284,180","3,961","18,892","32,579","9,395","32,504","14,437","9,696","19,728","29,988","61,899","28,613","13,866","8,622",,7.00%
"Wagoner County, Oklahoma","35,446",594,"2,833","4,196","1,054","4,358","1,984",955,"2,560","3,010","7,659","3,153","1,631","1,459",,3.00%
"Benton County, Oregon","40,325","1,547","1,287","2,574",433,"5,815","1,096",231,"1,504","4,593","14,875","3,329","1,256","1,785",,2.20%
"Clackamas County, Oregon","174,392","3,991","13,533","20,711","7,586","21,493","9,137","2,559","14,675","18,850","33,954","12,856","8,761","6,286",,4.60%
"Deschutes County, Oregon","66,715",851,"5,085","3,873","1,027","7,310","2,876","1,295","4,405","9,547","14,125","8,908","4,401","3,012",,4.20%
"Douglas County, Oregon","38,593","2,079","2,433","3,755","1,397","5,094","1,691",385,943,"2,254","8,862","4,992","1,884","2,824",,4.60%
"Jackson County, Oregon","84,959","2,825","4,347","6,370","1,657","12,897","3,752","2,477","5,521","6,909","20,201","9,237","4,891","3,875",,8.30%
"Josephine County, Oregon",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,6.60%
"Klamath County, Oregon",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,5.10%
"Lane County, Oregon","155,311","3,127","9,152","14,376","6,423","16,722","5,242","2,334","8,969","14,626","44,941","14,497","9,053","5,849",,4.80%
"Linn County, Oregon","46,951","3,044","3,195","6,749","1,294","7,485","1,246",345,"2,646","3,173","10,480","2,525","2,461","2,308",,2.90%
"Marion County, Oregon","130,889","8,957","6,307","14,318","4,264","15,032","5,263","1,542","6,568","10,214","29,999","9,154","5,973","13,298",,4.50%
"Multnomah County, Oregon","359,931","3,409","16,354","36,153","10,562","38,940","16,742","10,247","22,367","44,331","89,307","39,111","18,791","13,617",,4.00%
"Polk County, Oregon","31,589","1,538","1,144","1,728",621,"3,460",912,"1,037","1,326","2,465","8,912","2,458","1,805","4,183",,3.00%
"Umatilla County, Oregon","31,498","3,409",972,"3,271",681,"5,021","1,796",617,567,"1,962","5,994","3,697","1,148","2,363",,3.60%
"Washington County, Oregon","255,515","4,060","12,792","42,361","8,099","30,273","8,776","4,955","21,608","30,207","51,314","19,217","12,665","9,188",,4.10%
"Yamhill County, Oregon","43,739","2,207","2,162","6,092","1,204","4,932","1,756","1,267","1,643","3,427","9,668","4,865","2,600","1,916",,4.40%
"Adams County, Pennsylvania","52,368","1,649","5,076","8,767","1,145","5,067","3,403",914,"2,210","3,475","11,161","4,687","1,637","3,177",,3.00%
"Allegheny County, Pennsylvania","589,876","2,044","29,394","45,760","16,253","66,817","27,863","13,125","51,590","64,534","170,789","55,039","27,198","19,470",,6.20%
"Armstrong County, Pennsylvania","31,764","1,247","2,347","4,657",695,"3,524","2,529",507,988,"2,085","8,345","2,067","1,677","1,096",,3.80%
"Beaver County, Pennsylvania","77,709",345,"4,953","8,502","2,116","10,053","7,188",794,"5,057","7,255","18,884","6,417","4,123","2,022",,8.50%
"Berks County, Pennsylvania","193,364","3,283","10,555","32,843","6,246","21,699","9,077","3,462","10,613","16,398","49,407","14,904","10,856","4,021",,5.30%
"Blair County, Pennsylvania","58,564",902,"4,395","8,144","2,048","8,902","3,541",993,"2,109","3,361","14,575","4,844","2,737","2,013",,4.30%
"Bucks County, Pennsylvania","318,956",825,"20,568","38,083","10,065","43,713","12,667","6,685","22,448","37,907","76,720","25,541","13,820","9,914",,4.50%
"Butler County, Pennsylvania","88,193","1,026","5,649","11,914","4,282","12,458","5,195","1,373","4,719","8,778","19,203","8,046","2,607","2,943",,6.80%
"Cambria County, Pennsylvania","62,467","1,296","4,075","6,509","1,875","7,739","3,668",956,"2,766","4,512","16,212","5,094","3,523","4,242",,4.70%
"Carbon County, Pennsylvania",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,3.60%
