County_Name,Civilian employed population 16 years and over,"Agriculture, forestry, fishing and hunting, and mining",Construction,Manufacturing,Wholesale trade,Retail trade,"Transportation and warehousing, and utilities",Information,"Finance and insurance, and real estate and rental and leasing","Professional, scientific, and management, and administrative and waste management services","Educational services, and health care and social assistance","Arts, entertainment, and recreation, and accommodation and food services","Other services, except public administration",Public administration,PERCENT ALLOCATED,Industry
"White Pine County, Nevada","3,742",685,272,70,4,294,249,15,64,140,652,575,233,489,,15.70%
"Carson City, Nevada","25,998",190,"2,360","2,433",568,"3,059",874,443,958,"2,435","4,609","3,742","1,159","3,168",,11.20%
"Belknap County, New Hampshire","31,475",133,"2,901","3,063",646,"4,203",814,496,"1,773","3,180","7,946","3,379","1,723","1,218",,9.20%
"Carroll County, New Hampshire","24,215",378,"2,645","2,209",282,"2,682",815,491,"1,263","2,076","6,081","2,961","1,173","1,159",,10.10%
"Cheshire County, New Hampshire","39,376",335,"2,882","5,013","1,561","4,993","1,382",629,"2,013","2,959","11,244","2,996","1,487","1,882",,9.70%
"Coos County, New Hampshire","14,425",296,"1,293","1,352",253,"2,013",522,145,528,835,"3,645","1,617",779,"1,147",,8.70%
"Grafton County, New Hampshire","46,570",992,"2,754","4,125","1,145","4,950","1,521",647,"1,739","3,847","15,601","5,561","2,147","1,541",,8.30%
"Hillsborough County, New Hampshire","228,874","1,059","14,784","32,584","5,833","29,494","9,080","4,801","14,599","29,537","53,333","17,572","9,442","6,756",,10.20%
"Merrimack County, New Hampshire","79,513",642,"5,687","7,559","2,531","9,116","2,540","1,542","4,925","8,664","21,175","5,848","3,976","5,308",,9.20%
"Rockingham County, New Hampshire","173,513",873,"12,408","22,491","4,780","20,627","7,090","3,730","12,867","22,198","39,528","13,638","7,142","6,141",,10.50%
"Strafford County, New Hampshire","71,425",641,"3,173","10,397","1,353","8,452","2,862","1,310","5,453","7,010","16,003","8,060","3,039","3,672",,9.20%
"Sullivan County, New Hampshire","20,837",202,"1,558","3,311",676,"2,564",601,426,888,"1,702","5,834","1,638",684,753,,11.30%
"Atlantic County, New Jersey","125,436",434,"7,854","5,585","2,431","14,934","5,559","1,559","5,838","11,258","30,535","27,220","5,648","6,581",,12.10%
"Bergen County, New Jersey","480,172",529,"25,148","38,394","19,934","50,498","23,966","14,955","46,870","67,941","121,366","32,873","23,510","14,188",,14.00%
"Burlington County, New Jersey","224,384",775,"12,862","16,781","7,222","26,142","13,075","4,564","18,474","26,684","58,570","15,283","8,026","15,926",,12.90%
"Camden County, New Jersey","249,407",544,"14,413","18,151","7,851","30,567","16,034","4,785","17,533","29,940","65,741","20,405","11,124","12,319",,14.40%
"Cape May County, New Jersey","41,313",367,"3,866","1,261","1,144","4,611","1,549",517,"2,823","3,249","10,159","6,637","1,732","3,398",,11.00%
"Cumberland County, New Jersey","60,369","2,215","4,037","7,200","2,590","7,092","3,975",547,"1,674","5,147","16,041","3,289","2,040","4,522",,13.50%
"Essex County, New Jersey","379,534",586,"22,835","25,337","9,576","37,412","29,828","11,530","30,716","51,947","96,868","27,454","17,196","18,249",,16.70%
"Gloucester County, New Jersey","150,863",636,"10,573","11,245","5,917","17,903","9,656","2,718","10,429","16,361","41,583","10,791","5,575","7,476",,13.00%
"Hudson County, New Jersey","360,200",339,"17,921","24,243","11,523","34,994","28,845","12,380","43,237","61,446","68,570","30,981","14,701","11,020",,15.90%
"Hunterdon County, New Jersey","65,859",837,"4,379","7,849","1,880","6,237","1,997","2,191","5,516","9,606","14,736","4,917","2,798","2,916",,9.50%
"Mercer County, New Jersey","179,189",750,"8,598","13,413","5,272","16,341","10,242","3,750","15,148","26,876","47,766","12,550","7,158","11,325",,13.60%
"Middlesex County, New Jersey","408,185",518,"20,640","35,302","14,894","42,455","33,019","11,011","37,153","66,481","91,215","24,805","15,113","15,579",,14.50%
"Monmouth County, New Jersey","319,494",977,"22,837","18,646","9,152","34,653","15,298","9,810","32,581","45,718","77,804","26,246","11,461","14,311",,13.10%
"Morris County, New Jersey","259,034",510,"13,767","28,607","7,999","24,540","10,046","8,232","27,102","43,855","58,270","17,830","9,559","8,717",,11.40%
"Ocean County, New Jersey","261,595",663,"20,768","12,466","7,103","34,510","15,311","5,185","17,377","27,063","71,726","22,550","12,104","14,769",,13.90%
"Passaic County, New Jersey","244,212",268,"14,525","32,300","9,149","27,719","17,708","5,204","15,292","28,204","56,131","17,624","11,782","8,306",,16.10%
"Salem County, New Jersey","28,725",552,"2,162","3,231","1,068","2,883","2,836",337,"1,054","2,325","7,805","1,793","1,113","1,566",,12.80%
"Somerset County, New Jersey","175,459",808,"8,231","21,326","7,006","16,546","8,061","7,471","17,206","27,289","38,043","11,800","6,453","5,219",,14.80%
"Sussex County, New Jersey","75,433",733,"6,283","6,871","2,251","9,102","3,549","1,684","5,033","10,179","17,467","5,681","3,294","3,306",,12.00%
"Union County, New Jersey","282,632",513,"17,548","25,139","9,597","28,248","28,789","6,739","23,568","36,396","61,884","19,572","13,537","11,102",,15.30%
"Warren County, New Jersey","55,124",562,"3,688","6,181","1,446","6,196","3,089","1,313","3,096","6,497","13,043","4,164","3,259","2,590",,11.50%
"Bernalillo County, New Mexico","320,318","2,955","22,068","13,373","6,673","34,289","11,137","5,522","18,319","46,928","85,447","33,459","18,897","21,251",,11.50%
"Catron County, New Mexico",846,85,42,198,0,105,72,4,0,56,66,100,50,68,,9.60%
"Chaves County, New Mexico","27,141","2,061","1,723","1,513",554,"3,410","1,888",225,"1,189","1,550","7,376","2,715","1,396","1,541",,13.20%
"Cibola County, New Mexico","8,860",412,719,282,3,873,308,80,168,311,"2,481","1,377",558,"1,288",,6.10%
"Colfax County, New Mexico","4,888",259,409,263,102,701,196,23,221,242,885,911,269,407,,4.80%
"Curry County, New Mexico","19,811","1,341","1,503","1,652",339,"2,602","1,490",297,728,"1,266","3,988","2,065",917,"1,623",,11.40%
"De Baca County, New Mexico",638,133,124,16,12,27,81,10,35,23,116,5,3,53,,6.00%
"Doña Ana County, New Mexico","88,633","2,845","6,639","3,656","1,379","9,171","4,598","1,177","3,781","8,552","26,271","9,315","4,684","6,565",,13.00%
"Eddy County, New Mexico","26,292","4,436","2,108",902,827,"2,746","1,624",283,"1,074","2,198","4,629","2,319","1,518","1,628",,10.00%
"Grant County, New Mexico","9,562","1,267",654,261,71,904,199,99,335,271,"3,116","1,516",557,312,,5.80%
"Guadalupe County, New Mexico","1,496",56,96,43,0,103,129,0,15,95,404,215,53,287,,13.10%
"Harding County, New Mexico",206,23,15,4,28,7,3,0,4,2,67,29,6,18,,15.00%
"Hidalgo County, New Mexico","1,528",282,74,57,3,179,92,9,7,37,421,143,45,179,,11.60%
"Lea County, New Mexico","29,240","5,489","2,500",944,"1,018","3,174","2,381",234,879,"1,658","5,084","2,932","1,509","1,438",,7.90%
"Lincoln County, New Mexico","8,032",363,"1,081",85,96,952,413,75,382,"1,065","1,435","1,088",545,452,,8.70%
"Los Alamos County, New Mexico","10,139",87,250,150,21,223,112,132,271,"5,406","1,527",843,336,781,,7.10%
"Luna County, New Mexico","7,850",979,638,563,76,940,412,41,251,305,"2,086",913,256,390,,9.50%
"McKinley County, New Mexico","23,269",421,"1,015","1,310",151,"3,164",870,212,772,"1,275","8,003","2,481","1,277","2,318",,14.70%
"Mora County, New Mexico","1,340",23,41,11,40,36,15,27,4,81,450,156,204,252,,9.70%
"Otero County, New Mexico","23,413",727,"2,197",402,219,"2,945","1,127",491,"1,093","1,875","5,408","3,026","1,057","2,846",,8.80%
"Quay County, New Mexico","3,123",99,288,17,5,177,249,25,190,190,627,812,209,235,,6.10%
"Rio Arriba County, New Mexico","14,433",489,"1,046",308,92,"1,357",396,55,438,"2,802","3,534","1,453",868,"1,595",,18.30%
"Roosevelt County, New Mexico","7,825",961,318,601,69,768,571,128,255,428,"2,021",825,327,553,,12.10%
"Sandoval County, New Mexico","63,551",735,"4,538","3,072","1,762","8,530","2,322","1,103","4,584","7,130","15,307","6,078","3,404","4,986",,11.20%
"San Juan County, New Mexico","47,993","5,552","3,483","1,582",900,"5,723","3,514",464,"1,558","2,868","12,509","4,716","2,302","2,822",,10.40%
"San Miguel County, New Mexico","10,545",300,"1,016",178,87,706,403,60,278,721,"4,066","1,000",459,"1,271",,10.40%
"Santa Fe County, New Mexico","69,066",718,"4,773","1,721",653,"8,321","1,917",958,"3,117","10,348","15,487","9,818","4,460","6,775",,9.60%
"Sierra County, New Mexico","3,518",196,232,136,0,452,125,54,111,153,"1,350",359,183,167,,5.30%
"Socorro County, New Mexico","5,861",272,202,267,43,241,113,32,107,759,"2,584",475,382,384,,8.00%
"Taos County, New Mexico","13,460",276,"1,163",162,148,"2,195",184,231,739,"1,294","2,992","1,851","1,063","1,162",,13.40%
"Torrance County, New Mexico","5,449",489,521,166,128,593,250,23,169,391,"1,145",441,348,785,,7.70%
"Union County, New Mexico","1,357",312,49,126,19,111,23,42,40,57,247,114,45,172,,10.50%
"Valencia County, New Mexico","29,510",831,"2,728","1,501",420,"3,363","1,631",334,"1,369","3,109","7,196","2,670","1,498","2,860",,13.90%
"Albany County, New York","159,187",444,"6,936","8,879","2,866","15,762","5,240","3,024","12,177","19,228","44,013","13,301","7,343","19,974",,14.10%
"Allegany County, New York","19,694",550,"1,493","2,919",214,"1,888",701,222,484,881,"6,552","1,805",926,"1,059",,14.50%
"Bronx County, New York","591,083",721,"29,993","19,058","9,395","61,617","48,090","9,445","37,707","55,214","199,294","66,863","31,062","22,624",,17.90%
"Broome County, New York","83,285",428,"4,265","8,413","1,796","10,563","3,621","1,205","3,532","7,281","27,251","7,767","3,354","3,809",,13.70%
"Cattaraugus County, New York","33,410",794,"2,565","4,292",541,"3,672","1,539",279,"1,274","2,257","8,718","3,514","1,644","2,321",,10.70%
"Cayuga County, New York","35,795","1,407","2,750","4,674",730,"3,727","2,078",300,923,"2,025","9,811","3,272","1,540","2,558",,10.50%
"Chautauqua County, New York","55,889","1,396","3,338","9,305","1,229","6,329","2,486",560,"1,657","3,521","15,396","5,062","2,732","2,878",,10.20%
"Chemung County, New York","37,409",472,"1,829","5,408",618,"4,809","1,834",575,"1,620","2,479","10,702","3,099","1,852","2,112",,13.30%
"Chenango County, New York","21,628",754,"1,717","3,997",381,"2,056",626,649,"1,368","1,235","6,156","1,156",789,744,,12.80%
"Clinton County, New York","36,323",735,"1,966","4,550",643,"4,870","2,104",494,858,"1,997","9,676","3,458","1,783","3,189",,11.20%
"Columbia County, New York","29,352",869,"2,140","1,873",775,"3,228","1,237",610,"1,402","3,084","7,896","2,672","1,281","2,285",,13.70%
"Cortland County, New York","23,678",530,"1,417","2,430",333,"2,770",690,334,922,"1,887","7,465","2,817","1,105",978,,19.20%
"Delaware County, New York","19,905",793,"1,628","2,502",307,"2,165",854,345,735,"1,635","5,090","1,600","1,262",989,,11.60%
"Dutchess County, New York","146,455","1,666","9,061","8,988","2,847","16,373","7,499","2,540","9,114","16,225","42,458","13,730","8,823","7,131",,16.90%
"Erie County, New York","448,836","1,837","21,465","46,026","10,479","48,494","20,838","7,234","38,633","45,096","128,503","40,390","19,619","20,222",,11.40%
"Essex County, New York","16,952",463,"1,419","1,628",78,"1,547",546,364,723,"1,128","4,786","2,357","1,009",904,,8.20%
"Franklin County, New York","19,721",708,"1,180",744,175,"2,654",831,230,458,"1,214","6,173","1,828",831,"2,695",,10.40%
"Fulton County, New York","24,881",364,"1,608","2,785",471,"3,314","1,428",384,962,"1,830","7,089","1,711","1,388","1,547",,11.20%
"Genesee County, New York","29,157",892,"2,454","4,469",963,"3,005","1,235",511,"1,169","2,015","6,859","2,747","1,323","1,515",,11.30%
"Greene County, New York","20,869",334,"1,619","1,694",559,"2,735","1,260",417,"1,115","1,519","4,897","2,169",929,"1,622",,14.60%
"Hamilton County, New York","2,044",115,280,65,37,127,204,26,130,150,438,216,76,180,,8.90%
"Herkimer County, New York","28,964",738,"2,004","3,698",766,"3,757","1,207",299,"1,645","1,986","8,038","2,094","1,201","1,531",,15.00%
"Jefferson County, New York","42,808",818,"2,916","2,914",730,"6,204","1,580",785,"1,631","3,083","11,599","4,128","1,870","4,550",,10.90%
"Kings County, New York","1,216,982","1,035","59,699","37,448","26,121","110,043","81,507","57,957","92,108","175,057","349,032","119,003","60,219","47,753",,20.80%
"Lewis County, New York","11,830",801,"1,277","1,067",171,"1,221",522,131,391,773,"3,155",775,587,959,,8.50%
"Livingston County, New York","29,318",956,"2,414","3,199",612,"2,989","1,170",482,"1,020","2,143","8,742","2,537","1,446","1,608",,12.50%
"Madison County, New York","33,627","1,033","2,270","3,117",729,"3,489","1,413",598,"1,716","2,657","9,793","3,690","1,600","1,522",,11.70%
"Monroe County, New York","366,871","1,741","14,958","41,506","7,363","39,629","13,307","8,418","20,557","46,384","115,933","29,964","15,888","11,223",,13.60%
"Montgomery County, New York","22,235",489,"1,472","3,347",483,"2,374","1,580",351,931,"1,425","5,735","1,295","1,328","1,425",,12.00%
"Nassau County, New York","684,857","1,013","39,142","30,098","21,933","65,049","37,506","18,483","71,841","88,698","202,693","47,641","26,532","34,228",,19.60%
"New York County, New York","894,171",576,"17,392","27,233","15,831","61,235","23,214","52,546","145,903","187,480","211,775","88,606","38,382","23,998",,15.80%
"Niagara County, New York","99,735",928,"5,770","13,752","1,983","12,889","5,172","1,033","6,725","8,147","25,165","9,552","4,139","4,480",,12.20%
"Oneida County, New York","102,777","1,295","5,072","9,567","1,742","11,323","4,439","1,087","7,815","8,355","31,072","9,223","4,340","7,447",,13.10%
"Onondaga County, New York","220,251","1,233","11,124","17,127","6,419","23,379","11,732","4,603","15,388","22,535","69,847","18,320","9,870","8,674",,13.00%
"Ontario County, New York","54,818","1,107","3,561","6,375","1,325","6,458","1,526",824,"2,605","5,362","15,817","5,289","2,298","2,271",,12.70%
"Orange County, New York","176,196","1,359","12,595","11,658","5,239","22,707","11,722","3,568","9,792","16,071","48,058","12,629","8,423","12,375",,17.80%
"Orleans County, New York","17,425",776,"1,121","2,771",411,"2,080",762,229,"1,268","1,040","4,024","1,104",773,"1,066",,12.00%
"Oswego County, New York","54,589",849,"4,306","6,458","1,393","7,725","4,332",634,"2,180","4,052","13,771","4,609","2,025","2,255",,11.50%
"Otsego County, New York","27,795",852,"1,649","2,085",269,"3,551",988,305,"1,219","1,467","9,863","3,536","1,006","1,005",,11.50%
"Putnam County, New York","51,271",306,"4,244","2,127","1,181","4,926","2,428","1,412","3,961","6,152","15,037","3,642","2,978","2,877",,20.00%
"Queens County, New York","1,120,366","1,197","81,311","37,586","23,173","107,728","95,413","29,265","86,498","129,917","284,085","124,050","70,620","49,523",,20.40%
"Rensselaer County, New York","81,025",506,"5,589","6,712","1,448","7,229","3,989","1,334","4,822","9,132","21,728","6,434","3,752","8,350",,11.80%
"Richmond County, New York","217,404",201,"16,360","4,793","3,863","20,915","16,478","4,804","20,328","24,191","66,907","14,956","9,179","14,429",,18.10%
"Rockland County, New York","146,382",283,"8,709","8,621","3,308","14,532","6,509","3,701","9,767","16,965","48,776","10,873","7,141","7,197",,18.60%
"St. Lawrence County, New York","44,361","1,490","2,637","3,286",453,"5,370","2,348",559,"1,520","2,277","15,370","3,813","1,973","3,265",,14.70%
"Saratoga County, New York","121,132","1,001","7,023","13,101","3,065","12,358","4,683","1,873","8,209","14,117","30,835","10,854","5,466","8,547",,9.50%
"Schenectady County, New York","72,967",388,"3,746","4,610","1,431","9,176","3,557","1,352","4,738","8,132","20,568","5,591","3,478","6,200",,12.60%
"Schoharie County, New York","14,564",523,"1,428","1,145",280,"1,806",811,228,631,902,"3,865","1,079",745,"1,121",,12.40%
"Schuyler County, New York","8,221",296,501,"1,116",142,800,227,44,239,652,"2,615",827,351,411,,9.50%
"Seneca County, New York","15,479",644,"1,192","2,067",296,"1,630",528,311,570,786,"4,253","1,499",727,976,,11.80%
"Steuben County, New York","43,759","1,436","3,043","8,283",498,"4,779","1,452",547,"1,689","3,362","11,327","3,366","2,166","1,811",,9.60%
"Suffolk County, New York","752,725","3,068","56,860","50,045","24,175","83,901","41,785","18,312","52,332","90,772","212,263","50,609","30,247","38,356",,18.80%
"Sullivan County, New York","33,068",434,"2,239","1,827",606,"3,490","2,142",512,"1,667","2,437","10,165","3,662","1,513","2,374",,9.80%
"Tioga County, New York","22,563",422,"1,747","3,614",612,"2,252",861,295,787,"2,191","6,054","1,799","1,081",848,,9.10%
"Tompkins County, New York","51,137",880,"1,591","3,036",316,"4,370","1,091","1,041","1,840","5,683","22,509","4,960","2,596","1,224",,17.20%
"Ulster County, New York","85,866",770,"6,728","5,120","1,556","9,502","4,292","1,828","5,337","8,208","24,298","8,727","4,342","5,158",,13.20%
"Warren County, New York","32,257",197,"2,333","2,521",585,"3,856","1,180",253,"1,694","2,710","9,126","3,785","1,570","2,447",,11.30%
"Washington County, New York","28,146","1,083","2,169","3,847",397,"4,218","1,210",311,"1,105","2,239","6,520","2,273","1,035","1,739",,10.30%
"Wayne County, New York","44,377","1,536","3,038","7,372","1,166","5,908","1,693",636,"1,898","3,273","11,204","3,205","1,794","1,654",,12.70%
"Westchester County, New York","480,956","1,443","32,198","19,240","12,030","39,430","20,245","14,927","50,039","70,831","135,876","40,017","24,814","19,866",,16.00%
"Wyoming County, New York","18,792","1,358","1,435","2,384",443,"1,951",704,114,833,"1,467","4,029","1,749",968,"1,357",,10.30%
"Yates County, New York","11,019",762,"1,038","1,578",113,"1,121",358,158,307,745,"3,013",849,528,449,,11.30%
"Alamance County, North Carolina","77,752",527,"5,591","12,276","2,207","10,514","3,221",821,"3,666","6,675","19,818","6,431","3,053","2,952",,11.90%
"Alexander County, North Carolina","16,821",398,"1,255","4,772",390,"1,976","1,274",214,351,665,"3,246",923,756,601,,11.30%
"Alleghany County, North Carolina","4,587",261,545,519,84,582,105,6,368,426,"1,039",331,153,168,,4.40%
"Anson County, North Carolina","10,353",419,734,"2,748",167,709,651,58,278,301,"2,625",387,465,811,,9.10%
"Ashe County, North Carolina","12,391",571,"1,542","1,420",349,"1,710",359,325,550,697,"2,609","1,203",597,459,,6.60%
"Avery County, North Carolina","6,592",348,596,405,127,716,148,49,236,353,"1,919",799,238,658,,7.50%
"Beaufort County, North Carolina","19,680",773,"2,004","2,732",346,"1,811",582,157,"1,049","1,380","4,754","1,463","1,414","1,215",,6.80%
"Bertie County, North Carolina","6,955",670,284,"1,315",69,450,378,14,265,315,"1,597",757,325,516,,22.90%
"Bladen County, North Carolina","12,565","1,142","1,068","1,383",213,"1,390",645,46,461,559,"3,105",939,518,"1,096",,13.40%
"Brunswick County, North Carolina","53,944",383,"5,978","3,594",904,"7,660","3,130",875,"3,053","5,453","11,481","6,066","2,563","2,804",,11.90%
"Buncombe County, North Carolina","128,399","1,132","9,090","12,593","2,312","16,487","3,772","1,735","6,408","13,608","33,069","17,885","6,643","3,665",,9.30%
"Burke County, North Carolina","39,374",402,"2,047","9,568","1,011","4,134","1,364",362,993,"2,332","9,243","4,254","1,732","1,932",,10.70%
"Cabarrus County, North Carolina","105,370",606,"7,760","9,505","3,601","12,985","5,074","2,058","9,778","11,632","23,084","10,538","5,019","3,730",,17.30%
"Caldwell County, North Carolina","36,303",313,"2,336","8,938","1,767","4,305","1,811",464,"1,250","1,791","6,930","3,253","1,907","1,238",,8.90%
"Camden County, North Carolina","4,483",80,318,357,118,538,119,8,221,404,"1,210",362,469,279,,11.70%
"Carteret County, North Carolina","30,754",612,"2,523","1,863",553,"3,967","1,733",371,"1,866","3,101","6,201","3,893","1,607","2,464",,10.80%
"Caswell County, North Carolina","9,381",203,628,"1,219",144,"1,098",503,95,409,783,"2,716",744,273,566,,15.40%
"Catawba County, North Carolina","74,879",324,"3,666","20,071","2,448","8,652","4,042",991,"2,920","5,086","13,593","6,734","4,266","2,086",,10.50%
"Chatham County, North Carolina","33,187",584,"2,581","4,106",588,"3,354","1,108",530,"1,413","5,216","8,326","2,191","1,990","1,200",,10.50%
"Cherokee County, North Carolina","11,077",165,"1,357",992,97,"1,764",267,200,579,762,"2,349","1,445",730,370,,10.40%
"Chowan County, North Carolina","5,687",123,316,643,101,518,379,37,201,288,"1,919",209,465,488,,14.20%
"Clay County, North Carolina","4,452",10,607,240,58,697,205,76,144,199,"1,118",513,323,262,,14.60%
"Cleveland County, North Carolina","41,423",546,"2,932","7,936",651,"5,141","2,075",662,957,"3,176","9,653","3,625","2,202","1,867",,13.50%
"Columbus County, North Carolina","20,231",544,"1,469","2,298",305,"2,428","1,389",224,"1,352","1,789","4,657","2,279",671,826,,14.80%
"Craven County, North Carolina","39,977",925,"2,345","4,717",745,"4,726","1,985",538,"1,508","2,892","8,986","4,576","2,219","3,815",,10.70%
"Cumberland County, North Carolina","126,741",779,"7,255","10,438","2,315","17,520","5,889","1,931","4,991","10,643","32,888","14,007","6,507","11,578",,14.60%
"Currituck County, North Carolina","13,311",138,"1,502",994,262,"1,414",652,280,781,"1,417","2,798","1,165",762,"1,146",,17.00%
"Dare County, North Carolina","18,492",415,"1,985",904,247,"2,725",500,144,"1,363","2,048","3,083","3,150",999,929,,12.70%
"Davidson County, North Carolina","75,313",628,"5,619","13,795","2,399","9,066","4,728",976,"3,952","6,402","15,147","5,653","4,594","2,354",,10.60%
"Davie County, North Carolina","20,111",294,"1,410","4,281",469,"2,303",883,358,"1,029","1,867","3,653","1,603","1,325",636,,8.70%
"Duplin County, North Carolina","25,284","2,160","2,537","4,889",708,"2,706","2,133",104,530,"1,348","4,849","1,684",973,663,,12.90%
"Durham County, North Carolina","164,407",391,"10,345","10,967","3,097","14,600","4,918","2,913","9,951","24,423","54,808","14,369","7,772","5,853",,11.60%
"Edgecombe County, North Carolina","21,263",407,"1,041","3,980",453,"2,710","1,205",252,767,"1,715","4,649","1,798","1,014","1,272",,14.70%
"Forsyth County, North Carolina","176,149",652,"10,661","21,939","4,266","20,854","8,174","1,720","13,434","19,088","47,167","15,065","8,295","4,834",,13.60%
"Franklin County, North Carolina","31,120",329,"2,981","3,561","1,033","4,594","1,445",462,"1,565","3,601","6,269","1,879","1,797","1,604",,18.10%
"Gaston County, North Carolina","104,191",579,"7,824","16,578","2,946","13,390","7,795","1,589","6,018","9,536","20,295","8,008","6,196","3,437",,16.10%
"Gates County, North Carolina","4,881",100,562,769,191,437,281,92,272,237,"1,189",231,193,327,,12.90%
"Graham County, North Carolina","3,439",48,486,219,9,413,158,62,124,307,984,283,163,183,,8.30%
"Granville County, North Carolina","27,212",501,"1,566","4,137",520,"2,557","1,189",505,"1,494","2,504","7,563","1,623","1,144","1,909",,15.90%
"Greene County, North Carolina","8,381",503,893,"1,324",280,780,512,33,227,444,"2,074",523,299,489,,11.60%
"Guilford County, North Carolina","257,018","1,072","12,711","33,148","8,814","30,945","15,542","3,855","17,494","25,152","63,968","24,166","12,383","7,768",,16.30%
"Halifax County, North Carolina","18,745",568,957,"3,633",511,"2,254","1,289",212,403,"1,105","4,261","1,232",938,"1,382",,11.40%
"Harnett County, North Carolina","53,946",712,"5,044","6,104",899,"7,722","2,658",821,"2,052","4,487","11,967","4,906","2,416","4,158",,13.10%
"Haywood County, North Carolina","28,027",252,"1,731","3,352",480,"3,257",958,291,"1,418","2,413","7,511","3,606","1,369","1,389",,9.40%
"Henderson County, North Carolina","54,571",697,"4,257","7,575","1,112","7,313","1,924",634,"2,691","4,593","12,397","6,054","3,750","1,574",,13.70%
"Hertford County, North Carolina","8,983",265,563,"1,445",103,"1,037",505,59,300,358,"2,827",563,245,713,,19.00%
"Hoke County, North Carolina","20,120",421,"1,256","2,552",148,"2,965",812,212,690,"1,846","5,251","1,691",546,"1,730",,17.60%
"Hyde County, North Carolina","1,871",381,111,212,28,87,29,0,50,83,330,251,98,211,,12.00%
"Iredell County, North Carolina","87,514","1,080","5,164","16,093","3,146","12,815","4,866",760,"4,519","8,053","16,742","8,014","4,153","2,109",,11.20%
"Jackson County, North Carolina","19,149",252,"1,174",854,150,"2,630",375,220,626,"1,647","5,673","3,430","1,042","1,076",,11.20%
"Johnston County, North Carolina","97,838","1,018","10,324","10,982","2,720","11,535","4,597","1,882","5,606","10,357","19,401","8,336","4,461","6,619",,10.90%
"Jones County, North Carolina","3,702",226,342,481,74,454,225,19,89,398,641,207,117,429,,10.50%
"Lee County, North Carolina","27,355",417,"2,383","6,019",524,"2,671","1,401",138,855,"2,465","5,074","2,382","1,599","1,427",,9.90%
"Lenoir County, North Carolina","23,509",894,"2,125","4,124",616,"2,087",805,169,665,999,"7,082","1,525","1,024","1,394",,14.40%
"Lincoln County, North Carolina","40,539",537,"3,684","6,908","1,423","5,099","2,962",429,"2,065","3,868","6,819","3,629","1,865","1,251",,13.30%
"McDowell County, North Carolina","19,226",341,"1,585","5,195",423,"2,543",662,173,516,984,"4,176","1,176",635,817,,9.10%
"Macon County, North Carolina","14,256",196,"1,688",639,280,"1,863",596,191,577,"1,628","2,875","2,242",882,599,,12.10%
"Madison County, North Carolina","9,574",320,"1,183",641,138,"1,269",441,128,366,650,"2,603",737,478,620,,10.50%
"Martin County, North Carolina","9,510",552,637,"1,341",172,"1,183",431,106,245,526,"2,624",835,274,584,,26.30%
"Mecklenburg County, North Carolina","584,086","1,435","37,662","46,135","17,825","62,347","34,865","14,016","80,723","86,586","106,840","55,716","29,166","10,770",,12.60%
"Mitchell County, North Carolina","6,522",573,497,937,66,606,190,110,177,369,"1,748",455,400,394,,11.90%
"Montgomery County, North Carolina","10,633",418,962,"2,965",137,761,238,38,499,541,"2,319",691,716,348,,16.80%
"Moore County, North Carolina","41,297","1,056","2,811","3,503",563,"4,287","1,742",705,"2,131","3,550","11,510","4,859","2,402","2,178",,10.00%
"Nash County, North Carolina","42,087","1,083","3,079","6,780","1,199","5,090","2,538",394,"2,620","2,888","8,813","4,097","2,010","1,496",,16.60%
"New Hanover County, North Carolina","114,633",443,"7,288","7,074","2,662","15,127","3,660","3,317","8,724","14,412","26,705","15,165","6,673","3,383",,11.60%
"Northampton County, North Carolina","7,318",280,696,"1,188",87,902,358,91,209,325,"1,723",553,420,486,,9.60%
"Onslow County, North Carolina","65,389",571,"5,985","2,949","1,165","9,907","3,542",928,"2,439","6,296","14,204","8,288","3,318","5,797",,15.40%
"Orange County, North Carolina","72,630",486,"3,231","3,928","1,135","5,536","1,372","1,406","3,582","11,177","28,501","6,971","3,137","2,168",,12.30%
"Pamlico County, North Carolina","4,534",458,347,367,64,489,320,62,209,398,923,428,278,191,,5.80%
"Pasquotank County, North Carolina","16,979",180,"1,419","1,805",473,"2,158",775,73,935,"1,330","4,243","1,363",713,"1,512",,17.70%
"Pender County, North Carolina","27,312",735,"2,654","2,351",419,"2,965","1,463",374,"1,384","3,313","5,696","2,983","1,116","1,859",,16.10%
"Perquimans County, North Carolina","5,314",227,349,587,115,762,291,94,181,363,"1,221",545,235,344,,14.80%
"Person County, North Carolina","19,178",213,"1,545","2,565",293,"1,952","1,146",240,881,"1,670","5,235","1,682",762,994,,14.00%
"Pitt County, North Carolina","84,110","1,082","4,631","8,572","1,743","9,981","2,847","1,431","4,393","6,114","26,240","9,662","4,008","3,406",,22.30%
"Polk County, North Carolina","9,089",369,920,"1,147",134,"1,071",320,141,556,849,"2,254",610,548,170,,13.30%
"Randolph County, North Carolina","65,916",826,"4,482","15,041","1,911","7,404","3,933",562,"3,446","5,360","12,537","5,463","3,137","1,814",,10.40%
"Richmond County, North Carolina","18,736",857,"1,021","3,196",548,"2,139","1,358",151,525,827,"4,870","1,010","1,264",970,,13.90%
"Robeson County, North Carolina","48,356","1,301","4,443","8,202",796,"4,977","2,503",292,"1,519","3,080","12,857","3,394","2,154","2,838",,8.40%
"Rockingham County, North Carolina","39,733",541,"2,960","7,138",974,"4,699","2,302",719,"2,196","3,069","8,227","2,804","2,417","1,687",,15.70%
